|6.6.6
inf_a/graphite/build/PT_inf_graphite4_1.tab                                                         
           1
n,alqt. 
   2.1219957929415349E-314
   2.1219957929415349E-314
  1480602480
           3
n,alqt.        node#          mu[O2],J/mol  
  0.00000        1.00000       -359602.     
 0.100000        2.00000       -359527.     
 0.200000        3.00000       -359527.     
 0.300000        4.00000       -359527.     
 0.400000        5.00000       -359527.     
 0.500000        6.00000       -359527.     
 0.600000        7.00000       -359527.     
 0.700000        8.00000       -359527.     
 0.800000        9.00000       -359527.     
 0.900000        10.0000       -359527.     
  1.00000        11.0000       -359527.     
  1.10000        12.0000       -359527.     
  1.20000        13.0000       -359527.     
  1.30000        14.0000       -359527.     
  1.40000        15.0000       -359527.     
  1.50000        16.0000       -359527.     
  1.60000        17.0000       -359527.     
  1.70000        18.0000       -359527.     
  1.80000        19.0000       -359527.     
  1.90000        20.0000       -359527.     
  2.00000        21.0000       -359527.     
  2.10000        22.0000       -359527.     
  2.20000        23.0000       -359527.     
  2.30000        24.0000       -359527.     
  2.40000        25.0000       -359527.     
  2.50000        26.0000       -359527.     
  2.60000        27.0000       -359527.     
  2.70000        28.0000       -359527.     
  2.80000        29.0000       -359527.     
  2.90000        30.0000       -359527.     
  3.00000        31.0000       -359527.     
  3.10000        32.0000       -359527.     
  3.20000        33.0000       -359527.     
  3.30000        34.0000       -359527.     
  3.40000        35.0000       -359527.     
  3.50000        36.0000       -359527.     
  3.60000        37.0000       -359527.     
  3.70000        38.0000       -359527.     
  3.80000        39.0000       -359527.     
  3.90000        40.0000       -359788.     
  4.00000        41.0000       -359788.     
  4.10000        42.0000       -359901.     
  4.20000        43.0000       -359901.     
  4.30000        44.0000       -360140.     
  4.40000        45.0000       -360290.     
  4.50000        46.0000       -360297.     
  4.60000        47.0000       -360297.     
  4.70000        48.0000       -360297.     
  4.80000        49.0000       -360673.     
  4.90000        50.0000       -360673.     
  5.00000        51.0000       -360673.     
  5.10000        52.0000       -360847.     
  5.20000        53.0000       -361051.     
  5.30000        54.0000       -361051.     
  5.40000        55.0000       -361051.     
  5.50000        56.0000       -361051.     
  5.60000        57.0000       -361286.     
  5.70000        58.0000       -361608.     
  5.80000        59.0000       -361767.     
  5.90000        60.0000       -361790.     
  6.00000        61.0000       -361790.     
  6.10000        62.0000       -361790.     
  6.20000        63.0000       -361790.     
  6.30000        64.0000       -361814.     
  6.40000        65.0000       -362483.     
  6.50000        66.0000       -362927.     
  6.60000        67.0000       -363270.     
  6.70000        68.0000       -363568.     
  6.80000        69.0000       -364045.     
  6.90000        70.0000       -364179.     
  7.00000        71.0000       -364723.     
  7.10000        72.0000       -365291.     
  7.20000        73.0000       -365587.     
  7.30000        74.0000       -365911.     
  7.40000        75.0000       -366356.     
  7.50000        76.0000       -366494.     
  7.60000        77.0000       -367041.     
  7.70000        78.0000       -367142.     
  7.80000        79.0000       -367657.     
  7.90000        80.0000       -368191.     
  8.00000        81.0000       -368592.     
  8.10000        82.0000       -368788.     
  8.20000        83.0000       -369327.     
  8.30000        84.0000       -369374.     
  8.40000        85.0000       -369912.     
  8.50000        86.0000       -370115.     
  8.60000        87.0000       -370495.     
  8.70000        88.0000       -371038.     
  8.80000        89.0000       -371144.     
  8.90000        90.0000       -371619.     
  9.00000        91.0000       -372139.     
  9.10000        92.0000       -372330.     
  9.20000        93.0000       -372736.     
  9.30000        94.0000       -373057.     
  9.40000        95.0000       -373341.     
  9.50000        96.0000       -373855.     
  9.60000        97.0000       -374243.     
  9.70000        98.0000       -374458.     
  9.80000        99.0000       -374975.     
  9.90000        100.000       -375281.     
  10.0000        101.000       -375591.     
  10.1000        102.000       -376025.     
  10.2000        103.000       -376182.     
  10.3000        104.000       -376182.     
  10.4000        105.000       -376182.     
  10.5000        106.000       -376182.     
  10.6000        107.000       -376182.     
  10.7000        108.000       -376182.     
  10.8000        109.000       -376182.     
  10.9000        110.000       -376182.     
  11.0000        111.000       -376182.     
  11.1000        112.000       -376182.     
  11.2000        113.000       -376182.     
  11.3000        114.000       -376182.     
  11.4000        115.000       -376182.     
