|6.6.6
inf_a/graphite/build/PT_inf_graphite30_1.tab                                                        
           1
n,alqt. 
   2.1219957929415349E-314
   2.1219957929415349E-314
 -1598010096
           3
n,alqt.        node#          mu[O2],J/mol  
  0.00000        1.00000       -358901.     
 0.100000        2.00000       -358901.     
 0.200000        3.00000       -358901.     
 0.300000        4.00000       -358901.     
 0.400000        5.00000       -358901.     
 0.500000        6.00000       -358901.     
 0.600000        7.00000       -358901.     
 0.700000        8.00000       -358901.     
 0.800000        9.00000       -358901.     
 0.900000        10.0000       -358901.     
  1.00000        11.0000       -358901.     
  1.10000        12.0000       -358901.     
  1.20000        13.0000       -358901.     
  1.30000        14.0000       -358901.     
  1.40000        15.0000       -358901.     
  1.50000        16.0000       -358901.     
  1.60000        17.0000       -358901.     
  1.70000        18.0000       -358901.     
  1.80000        19.0000       -358901.     
  1.90000        20.0000       -358901.     
  2.00000        21.0000       -358901.     
  2.10000        22.0000       -358901.     
  2.20000        23.0000       -358901.     
  2.30000        24.0000       -358901.     
  2.40000        25.0000       -358901.     
  2.50000        26.0000       -358901.     
  2.60000        27.0000       -358901.     
  2.70000        28.0000       -358901.     
  2.80000        29.0000       -358901.     
  2.90000        30.0000       -358901.     
  3.00000        31.0000       -358901.     
  3.10000        32.0000       -358901.     
  3.20000        33.0000       -358901.     
  3.30000        34.0000       -358901.     
  3.40000        35.0000       -358901.     
  3.50000        36.0000       -358901.     
  3.60000        37.0000       -358901.     
  3.70000        38.0000       -358901.     
  3.80000        39.0000       -358901.     
  3.90000        40.0000       -358901.     
  4.00000        41.0000       -358901.     
  4.10000        42.0000       -358901.     
  4.20000        43.0000       -358901.     
  4.30000        44.0000       -358901.     
  4.40000        45.0000       -359063.     
  4.50000        46.0000       -359168.     
  4.60000        47.0000       -359168.     
  4.70000        48.0000       -359270.     
  4.80000        49.0000       -359343.     
  4.90000        50.0000       -359572.     
  5.00000        51.0000       -359649.     
  5.10000        52.0000       -359674.     
  5.20000        53.0000       -359674.     
  5.30000        54.0000       -359759.     
  5.40000        55.0000       -360025.     
  5.50000        56.0000       -360025.     
  5.60000        57.0000       -360170.     
  5.70000        58.0000       -360170.     
  5.80000        59.0000       -360395.     
  5.90000        60.0000       -360395.     
  6.00000        61.0000       -360437.     
  6.10000        62.0000       -360490.     
  6.20000        63.0000       -360656.     
  6.30000        64.0000       -360760.     
  6.40000        65.0000       -361099.     
  6.50000        66.0000       -361120.     
  6.60000        67.0000       -360800.     
  6.70000        68.0000       -361120.     
  6.80000        69.0000       -361120.     
  6.90000        70.0000       -361120.     
  7.00000        71.0000       -361120.     
  7.10000        72.0000       -361134.     
  7.20000        73.0000       -361476.     
  7.30000        74.0000       -361770.     
  7.40000        75.0000       -362134.     
  7.50000        76.0000       -362522.     
  7.60000        77.0000       -362742.     
  7.70000        78.0000       -363084.     
  7.80000        79.0000       -363343.     
  7.90000        80.0000       -363881.     
  8.00000        81.0000       -364107.     
  8.10000        82.0000       -364468.     
  8.20000        83.0000       -364852.     
  8.30000        84.0000       -365045.     
  8.40000        85.0000       -365596.     
  8.50000        86.0000       -365647.     
  8.60000        87.0000       -366185.     
  8.70000        88.0000       -366266.     
  8.80000        89.0000       -366745.     
  8.90000        90.0000       -367111.     
  9.00000        91.0000       -367328.     
  9.10000        92.0000       -367834.     
  9.20000        93.0000       -367898.     
  9.30000        94.0000       -368416.     
  9.40000        95.0000       -368603.     
  9.50000        96.0000       -369003.     
  9.60000        97.0000       -369339.     
  9.70000        98.0000       -369560.     
  9.80000        99.0000       -369961.     
  9.90000        100.000       -369845.     
  10.0000        101.000       -370388.     
  10.1000        102.000       -370694.     
  10.2000        103.000       -371196.     
  10.3000        104.000       -371400.     
  10.4000        105.000       -371757.     
  10.5000        106.000       -372185.     
  10.6000        107.000       -372338.     
  10.7000        108.000       -372894.     
  10.8000        109.000       -372894.     
  10.9000        110.000       -372894.     
  11.0000        111.000       -372894.     
  11.1000        112.000       -372894.     
  11.2000        113.000       -372894.     
