|6.6.6
inf_a/graphite/build/PT_inf_graphite3_1.tab                                                         
           1
n,alqt. 
   2.1219957929415349E-314
   2.1219957929415349E-314
   668994624
           3
n,alqt.        node#          mu[O2],J/mol  
  0.00000        1.00000       -359040.     
 0.100000        2.00000       -358022.     
 0.200000        3.00000       -357408.     
 0.300000        4.00000       -356910.     
 0.400000        5.00000       -356892.     
 0.500000        6.00000       -356892.     
 0.600000        7.00000       -356893.     
 0.700000        8.00000       -356893.     
 0.800000        9.00000       -356893.     
 0.900000        10.0000       -357255.     
  1.00000        11.0000       -357255.     
  1.10000        12.0000       -357385.     
  1.20000        13.0000       -357473.     
  1.30000        14.0000       -357629.     
  1.40000        15.0000       -357842.     
  1.50000        16.0000       -358052.     
  1.60000        17.0000       -358052.     
  1.70000        18.0000       -358212.     
  1.80000        19.0000       -358291.     
  1.90000        20.0000       -358300.     
  2.00000        21.0000       -358620.     
  2.10000        22.0000       -358733.     
  2.20000        23.0000       -358733.     
  2.30000        24.0000       -359167.     
  2.40000        25.0000       -359167.     
  2.50000        26.0000       -359176.     
  2.60000        27.0000       -359595.     
  2.70000        28.0000       -359595.     
  2.80000        29.0000       -359595.     
  2.90000        30.0000       -359595.     
  3.00000        31.0000       -359595.     
  3.10000        32.0000       -359720.     
  3.20000        33.0000       -360015.     
  3.30000        34.0000       -360015.     
  3.40000        35.0000       -360015.     
  3.50000        36.0000       -360099.     
  3.60000        37.0000       -360254.     
  3.70000        38.0000       -360254.     
  3.80000        39.0000       -360254.     
  3.90000        40.0000       -360430.     
  4.00000        41.0000       -360430.     
  4.10000        42.0000       -360777.     
  4.20000        43.0000       -360430.     
  4.30000        44.0000       -360777.     
  4.40000        45.0000       -360838.     
  4.50000        46.0000       -360838.     
  4.60000        47.0000       -361239.     
  4.70000        48.0000       -361239.     
  4.80000        49.0000       -361291.     
  4.90000        50.0000       -361434.     
  5.00000        51.0000       -361635.     
  5.10000        52.0000       -361239.     
  5.20000        53.0000       -361291.     
  5.30000        54.0000       -361381.     
  5.40000        55.0000       -361635.     
  5.50000        56.0000       -361794.     
  5.60000        57.0000       -362025.     
  5.70000        58.0000       -362025.     
  5.80000        59.0000       -362284.     
  5.90000        60.0000       -362289.     
  6.00000        61.0000       -362409.     
  6.10000        62.0000       -362409.     
  6.20000        63.0000       -362531.     
  6.30000        64.0000       -362656.     
  6.40000        65.0000       -362854.     
  6.50000        66.0000       -362910.     
  6.60000        67.0000       -363476.     
  6.70000        68.0000       -364000.     
  6.80000        69.0000       -364121.     
  6.90000        70.0000       -364696.     
  7.00000        71.0000       -365156.     
  7.10000        72.0000       -365325.     
  7.20000        73.0000       -365916.     
  7.30000        74.0000       -365987.     
  7.40000        75.0000       -366530.     
  7.50000        76.0000       -366745.     
  7.60000        77.0000       -367136.     
  7.70000        78.0000       -367491.     
  7.80000        79.0000       -367735.     
  7.90000        80.0000       -368255.     
  8.00000        81.0000       -368357.     
  8.10000        82.0000       -368882.     
  8.20000        83.0000       -369038.     
  8.30000        84.0000       -369490.     
  8.40000        85.0000       -369780.     
  8.50000        86.0000       -370091.     
  8.60000        87.0000       -370627.     
  8.70000        88.0000       -370699.     
  8.80000        89.0000       -371243.     
  8.90000        90.0000       -371719.     
  9.00000        91.0000       -371824.     
  9.10000        92.0000       -372370.     
  9.20000        93.0000       -372700.     
  9.30000        94.0000       -372952.     
  9.40000        95.0000       -373412.     
  9.50000        96.0000       -373550.     
  9.60000        97.0000       -374077.     
  9.70000        98.0000       -374204.     
