|6.6.6
Al98-05a_lagged_3_1.tab                                                                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          94
T(K)           P(bar)         Si,mol,pfu     Al,mol,pfu     Cr,mol,pfu     Fe,mol,pfu     Mg,mol,pfu     Ca,mol,pfu     H2,mol,pfu     C,mol,pfu      S2,mol,pfu     O2,mol,pfu     y_{CO2}        y_{CH4}        y_{H2S}        y_{H2}         y_{H2O}        m_{Al+3}       m_{AlO2-}      m_{AlO2(SiO}   m_{Ca(HCO3)}   m_{Ca(HCOO)}   m_{Ca(HSiO3}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaO,aq}     m_{CaSO4,aq}   m_{CO,aq}      m_{CO3-2}      m_{Cr+2}       m_{CrOH+}      m_{Cr+3}       m_{CrOH+2}     m_{Cr(OH)2+}   m_{Cr(OH)3}    m_{Cr(OH)4-}   m_{CrO4-2}     m_{Cr2O7-2}    m_{Fecho+}     m_{Fecho0}     m_{Fe(HCOO)}   m_{Fe(HSiO3}   m_{Fe(OH)+}    m_{Fe+2}       m_{Fe+3}       m_{FeO,aq}     m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HCrO4-}     m_{HFeO2-}     m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{Isobutan}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgO,aq}     m_{MgOH+}      m_{MgSO4,aq}   m_{O2,aq}      m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-}        m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{Si3O6,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            ref_chg        tot_solute_m  
  927.000        26900.0       0.271441E-002  0.234003E-004  0.647819E-007  0.351011E-003  0.944721E-002  0.157692E-002  0.984168       0.341862E-002  0.661571E-003  0.505884       0.295669E-002   0.00000       0.324642E-007  0.143781E-006  0.982672       0.224808E-015  0.153906E-003  0.973553E-003  0.212148E-001  0.102323E-003  0.444744E-001  0.129903E-002  0.235723E-002  0.162764E-003  0.140521E-001  0.476706E-002  0.256600E-005  0.250206E-004  0.416103E-011  0.401515E-009  0.131951E-013  0.134966E-009  0.192014E-009  0.223545E-005  0.139660E-005  0.323329E-014  0.118245E-022  0.294316E-016  0.566716E-026  0.821307E-003  0.178916E-001  0.128108E-005  0.802617E-006  0.724980E-014  0.239044E-003  0.565072E-004  0.184768E-003  0.351589E-002  0.265673E-010  0.729792E-003  0.210902E-017  0.163280E-005  0.186834E-002  0.157687E-002  0.611807E-001  0.250723E-015  0.152958E-036  0.590452E-004  0.754326E-004  0.358865E-003  0.524049E-010  0.527032       0.193835E-002  0.311945E-003  0.283023E-017  0.108169E-001  0.612692E-013  0.764439E-009  0.162033E-014  0.865531E-014  0.845803E-014  0.821127E-026  0.765723E-012  0.358828E-016  0.448774E-018  0.178242E-019  0.283597E-016  0.744211E-023  0.129840E-025  0.412871E-002  0.163981E-004  0.786275E-001  0.108939E-003  0.739792E-008  0.624942E-002   1.01552        3.87141      -0.176388E-002   21.4289       0.102359      -0.849005E-002  0.807380     
  925.000        28300.0       0.237190E-002  0.191080E-004  0.102492E-006  0.302656E-003  0.854382E-002  0.139748E-002  0.985836       0.284175E-002  0.611582E-003  0.505085       0.266702E-002   0.00000       0.128587E-007  0.995148E-007  0.984601       0.398816E-015  0.127977E-003  0.771580E-003  0.841271E-002  0.480040E-004  0.426047E-001  0.158489E-002  0.315141E-002  0.527248E-004  0.134591E-001  0.895799E-002  0.924668E-006  0.402944E-005  0.522264E-011  0.632946E-009  0.401057E-013  0.292427E-009  0.425396E-009  0.396424E-005  0.177488E-005  0.198405E-014  0.656989E-023  0.456095E-017  0.445380E-028  0.409810E-003  0.154657E-001  0.143872E-005  0.105279E-005  0.168236E-013  0.321141E-003  0.569080E-004  0.170664E-003  0.834665E-003  0.175665E-010  0.752401E-003  0.170731E-017  0.154406E-005  0.166143E-002  0.147016E-002  0.526805E-001  0.163775E-015  0.257859E-038  0.232531E-004  0.127733E-003  0.473130E-003  0.168596E-010  0.475435       0.215774E-002  0.314870E-003  0.147297E-017  0.980714E-002  0.708800E-013  0.706543E-009  0.129315E-014  0.659627E-014  0.604827E-014  0.325454E-026  0.842714E-012  0.628073E-016  0.458456E-018  0.481779E-019  0.329397E-016  0.313766E-022  0.314187E-025  0.319429E-002  0.116602E-004  0.657933E-001  0.691509E-004  0.629468E-008  0.501340E-002  0.878918        3.35640      -0.174530E-002   19.2914       0.867871E-001 -0.785265E-002  0.715430     
  922.000        29700.0       0.163565E-002  0.163467E-004  0.162480E-006  0.205705E-003  0.653316E-002  0.163297E-002  0.988509       0.297845E-002  0.641782E-003  0.504970       0.228594E-002   0.00000        0.00000       0.965166E-007  0.987228       0.452024E-015  0.116697E-003  0.665445E-003  0.323857E-001  0.166998E-003  0.295544E-001  0.139537E-002  0.284184E-002  0.277270E-003  0.107775E-001  0.139097E-001  0.178239E-005  0.458033E-004  0.484297E-011  0.765768E-009  0.715607E-013  0.415036E-009  0.670715E-009  0.623263E-005  0.285069E-005  0.310849E-014  0.108021E-022  0.555220E-016  0.121473E-025  0.991941E-003  0.934590E-002  0.114155E-005  0.917189E-006  0.236502E-013  0.350971E-003  0.417018E-004  0.131894E-003  0.476194E-002  0.169640E-010  0.811249E-003  0.155456E-017  0.792875E-006  0.160045E-002  0.133610E-002  0.491108E-001  0.121075E-015  0.164072E-036  0.905614E-004  0.151899E-003  0.422002E-003  0.916844E-010  0.362630       0.174213E-002  0.269674E-003  0.724043E-018  0.967427E-002  0.274185E-013  0.525107E-009  0.101431E-014  0.614550E-014  0.628670E-014  0.229650E-026  0.849475E-013  0.160313E-016  0.410410E-018  0.803360E-020  0.131241E-016  0.340891E-023  0.185670E-025  0.205369E-002  0.682240E-005  0.460128E-001  0.317604E-004  0.828405E-008  0.711248E-002  0.688594        2.49746      -0.269953E-002   14.6381       0.928203E-001 -0.818961E-002  0.590832     
  923.000        29200.0       0.201368E-002  0.174369E-004  0.121104E-006  0.267785E-003  0.751739E-002  0.151927E-002  0.987118       0.296459E-002  0.632790E-003  0.505080       0.254691E-002   0.00000       0.131604E-007  0.103088E-006  0.985855       0.429712E-015  0.120895E-003  0.703847E-003  0.195805E-001  0.113846E-003  0.365330E-001  0.152670E-002  0.307240E-002  0.170105E-003  0.121947E-001  0.118216E-001  0.101094E-005  0.277683E-004  0.472390E-011  0.657483E-009  0.490501E-013  0.317471E-009  0.494042E-009  0.465896E-005  0.211608E-005  0.186336E-014  0.457731E-023  0.538352E-016  0.171994E-025  0.677553E-003  0.131020E-001  0.138463E-005  0.106028E-005  0.201167E-013  0.362250E-003  0.500532E-004  0.150964E-003  0.274641E-002  0.124807E-010  0.839969E-003  0.146522E-017  0.168534E-005  0.164052E-002  0.155389E-002  0.508485E-001  0.122618E-015  0.322374E-036  0.546839E-004  0.142637E-003  0.457062E-003  0.570011E-010  0.417713       0.198247E-002  0.294928E-003  0.824883E-018  0.982598E-002  0.878625E-013  0.879956E-009  0.147479E-014  0.749360E-014  0.660571E-014  0.209515E-026  0.900995E-012  0.935781E-016  0.645495E-018  0.878924E-019  0.416398E-016  0.710941E-022  0.727474E-025  0.257215E-002  0.895136E-005  0.553846E-001  0.524461E-004  0.823365E-008  0.624326E-002  0.778530        2.91117      -0.128368E-002   16.9598       0.906275E-001 -0.809336E-002  0.652582     
  923.000        29100.0       0.176109E-002  0.184280E-004  0.141393E-006  0.222987E-003  0.694327E-002  0.174569E-002  0.987597       0.346965E-002  0.664880E-003  0.505467       0.257249E-002   0.00000       0.586030E-008  0.970231E-007  0.986149       0.319499E-015  0.130669E-003  0.760920E-003  0.419107E-001  0.215505E-003  0.301688E-001  0.124476E-002  0.236406E-002  0.360400E-003  0.111598E-001  0.102245E-001  0.233416E-005  0.600847E-004  0.437912E-011  0.628425E-009  0.415486E-013  0.289481E-009  0.474634E-009  0.510890E-005  0.279876E-005  0.388255E-014  0.143489E-022  0.731528E-016  0.160123E-025  0.128535E-002  0.100554E-001  0.105736E-005  0.762891E-006  0.143564E-013  0.303418E-003  0.412919E-004  0.139219E-003  0.623297E-002  0.214165E-010  0.827218E-003  0.178951E-017  0.912949E-006  0.174537E-002  0.142993E-002  0.543126E-001  0.152050E-015  0.216274E-036  0.117206E-003  0.113405E-003  0.354204E-003  0.119198E-009  0.385892       0.163670E-002  0.271328E-003  0.103743E-017  0.104603E-001  0.337783E-013  0.614816E-009  0.121853E-014  0.731961E-014  0.753081E-014  0.325052E-026  0.139605E-012  0.194921E-016  0.456186E-018  0.969259E-020  0.160715E-016  0.410780E-023  0.173632E-025  0.236390E-002  0.823219E-005  0.509137E-001  0.409671E-004  0.930914E-008  0.810218E-002  0.751424        2.71280      -0.292962E-002   15.5837       0.103109      -0.847691E-002  0.635260     
  925.000        28200.0       0.251252E-002  0.189161E-004  0.857537E-007  0.342625E-003  0.876129E-002  0.131781E-002  0.985774       0.252331E-002  0.602084E-003  0.504937       0.249909E-002   0.00000       0.217597E-007  0.119474E-006  0.984571       0.402963E-015  0.125626E-003  0.759996E-003  0.117705E-002  0.775980E-005  0.452879E-001  0.164796E-002  0.330421E-002  0.698038E-005  0.137896E-001  0.862070E-002  0.120073E-006  0.431866E-006  0.501287E-011  0.584356E-009  0.329253E-013  0.248453E-009  0.356772E-009  0.332305E-005  0.148085E-005  0.138328E-014  0.397742E-023  0.984606E-019  0.113276E-031  0.668012E-004  0.179941E-001  0.163460E-005  0.119789E-005  0.164534E-013  0.345085E-003  0.601746E-004  0.174319E-003  0.950494E-004  0.128129E-010  0.789721E-003  0.147078E-017  0.301436E-005  0.164547E-002  0.169146E-002  0.520834E-001  0.142086E-015  0.127367E-041  0.323550E-005  0.127533E-003  0.494002E-003  0.217358E-011  0.487735       0.224926E-002  0.320315E-003  0.118390E-017  0.968821E-002  0.211464E-012  0.126451E-008  0.195085E-014  0.840721E-014  0.656114E-014  0.266148E-026  0.408434E-011  0.311905E-015  0.821298E-018  0.394982E-018  0.982793E-016  0.422006E-021  0.164129E-024  0.333366E-002  0.122400E-004  0.682674E-001  0.850745E-004  0.680507E-008  0.466899E-002  0.894076        3.45447      -0.810802E-005   19.9137       0.846911E-001 -0.773704E-002  0.726669     
  925.000        28100.0       0.207376E-002  0.198742E-004  0.993877E-007  0.261913E-003  0.776405E-002  0.161405E-002  0.986596       0.332801E-002  0.639228E-003  0.505427       0.265417E-002   0.00000       0.137058E-007  0.129144E-006  0.985183       0.319467E-015  0.135904E-003  0.822110E-003  0.308133E-001  0.149436E-003  0.354511E-001  0.131260E-002  0.253087E-002  0.238258E-003  0.121403E-001  0.771739E-002  0.375233E-005  0.370587E-004  0.447501E-011  0.550470E-009  0.328534E-013  0.245622E-009  0.364632E-009  0.365420E-005  0.190824E-005  0.332194E-014  0.119679E-022  0.454096E-016  0.889453E-026  0.120035E-002  0.124342E-001  0.115895E-005  0.824018E-006  0.133684E-013  0.276118E-003  0.472793E-004  0.154524E-003  0.519329E-002  0.225143E-010  0.748971E-003  0.188702E-017  0.110963E-005  0.173590E-002  0.142882E-002  0.553171E-001  0.186155E-015  0.252707E-036  0.857845E-004  0.104831E-003  0.380952E-003  0.768822E-010  0.431972       0.179691E-002  0.283899E-003  0.154309E-017  0.102447E-001  0.443790E-013  0.661505E-009  0.136571E-014  0.771233E-014  0.774783E-014  0.535626E-026  0.264309E-012  0.250878E-016  0.425528E-018  0.120418E-019  0.206152E-016  0.485606E-023  0.132091E-025  0.290447E-002  0.106316E-004  0.596984E-001  0.585750E-004  0.785400E-008  0.675912E-002  0.833162        3.08031      -0.267771E-002   17.4689       0.989311E-001 -0.816830E-002  0.684197     
  926.000        27400.0       0.261765E-002  0.213572E-004  0.781912E-007  0.326537E-003  0.929124E-002  0.142810E-002  0.984710       0.303669E-002  0.621702E-003  0.505395       0.281734E-002   0.00000       0.955354E-008  0.134160E-006  0.983384       0.290060E-015  0.140896E-003  0.874161E-003  0.106679E-001  0.543649E-004  0.449132E-001  0.145059E-002  0.274898E-002  0.651007E-004  0.140345E-001  0.611969E-002  0.111566E-005  0.469047E-005  0.484697E-011  0.501137E-009  0.208986E-013  0.193329E-009  0.273317E-009  0.286702E-005  0.151510E-005  0.283244E-014  0.127364E-022  0.356228E-017  0.320771E-028  0.450487E-003  0.168801E-001  0.135480E-005  0.909203E-006  0.101855E-013  0.267121E-003  0.585218E-004  0.182151E-003  0.102244E-002  0.265207E-010  0.704523E-003  0.200109E-017  0.140970E-005  0.174805E-002  0.144003E-002  0.565776E-001  0.219983E-015  0.185162E-038  0.295725E-004  0.953059E-004  0.417442E-003  0.204445E-010  0.517880       0.209108E-002  0.321501E-003  0.254715E-017  0.101981E-001  0.589497E-013  0.627984E-009  0.123553E-014  0.658718E-014  0.645389E-014  0.561239E-026  0.712109E-012  0.505509E-016  0.387392E-018  0.399467E-019  0.273136E-016  0.280314E-022  0.240728E-025  0.378850E-002  0.144247E-004  0.746054E-001  0.856190E-004  0.604144E-008  0.515449E-002  0.971776        3.72827      -0.354455E-002   21.0101       0.913537E-001 -0.799264E-002  0.775095     
  922.000        29500.0       0.185502E-002  0.171132E-004  0.140083E-006  0.244975E-003  0.718628E-002  0.161935E-002  0.987644       0.291359E-002  0.658499E-003  0.505080       0.235773E-002   0.00000       0.292376E-007  0.963402E-007  0.986348       0.493410E-015  0.120680E-003  0.692822E-003  0.257602E-001  0.143531E-003  0.338529E-001  0.155564E-002  0.320960E-002  0.216764E-003  0.117853E-001  0.140864E-001  0.180021E-005  0.359014E-004  0.503372E-011  0.755765E-009  0.646069E-013  0.386254E-009  0.606058E-009  0.546404E-005  0.237250E-005  0.212167E-014  0.524546E-023  0.648131E-016  0.211447E-025  0.947275E-003  0.114963E-001  0.136169E-005  0.109886E-005  0.250091E-013  0.390922E-003  0.475400E-004  0.144067E-003  0.392584E-002  0.127395E-010  0.870585E-003  0.144006E-017  0.133857E-005  0.165668E-002  0.154059E-002  0.509547E-001  0.114773E-015  0.500630E-036  0.718439E-004  0.162312E-003  0.475463E-003  0.717625E-010  0.399152       0.195310E-002  0.293351E-003  0.671792E-018  0.997975E-002  0.611107E-013  0.806602E-009  0.139258E-014  0.748348E-014  0.683395E-014  0.217022E-026  0.293992E-012  0.511860E-016  0.613606E-018  0.372831E-019  0.290284E-016  0.232866E-022  0.561054E-025  0.231328E-002  0.772122E-005  0.512866E-001  0.408572E-004  0.879156E-008  0.677360E-002  0.748973        2.75775      -0.232256E-002   16.1868       0.938601E-001 -0.841110E-002  0.635957     
  924.000        28600.0       0.231879E-002  0.188119E-004  0.110219E-006  0.297176E-003  0.848233E-002  0.143542E-002  0.986219       0.254531E-002  0.626008E-003  0.504955       0.234825E-002   0.00000       0.143414E-007  0.114952E-006  0.984979       0.432629E-015  0.127386E-003  0.757725E-003  0.963097E-002  0.541236E-004  0.419862E-001  0.164133E-002  0.330157E-002  0.611377E-004  0.134352E-001  0.103191E-001  0.771304E-006  0.441549E-005  0.533879E-011  0.674677E-009  0.442283E-013  0.312012E-009  0.463440E-009  0.428858E-005  0.188577E-005  0.183537E-014  0.496859E-023  0.361307E-017  0.221223E-028  0.407167E-003  0.151061E-001  0.148840E-005  0.111690E-005  0.188085E-013  0.348991E-003  0.568513E-004  0.168956E-003  0.856271E-003  0.154527E-010  0.786522E-003  0.161469E-017  0.143498E-005  0.167849E-002  0.150597E-002  0.527298E-001  0.147527E-015  0.913757E-039  0.267302E-004  0.139889E-003  0.494596E-003  0.194524E-010  0.472106       0.219434E-002  0.321070E-003  0.120147E-017  0.996104E-002  0.563189E-013  0.667168E-009  0.122595E-014  0.645098E-014  0.595282E-014  0.272346E-026  0.506749E-012  0.443533E-016  0.458606E-018  0.299554E-019  0.264181E-016  0.171232E-022  0.285121E-025  0.305627E-002  0.108932E-004  0.641128E-001  0.626671E-004  0.662087E-008  0.521223E-002  0.870441        3.30853      -0.250959E-002   19.1712       0.878537E-001 -0.803585E-002  0.712674     
  926.000        27500.0       0.241369E-002  0.217422E-004  0.795585E-007  0.310002E-003  0.864693E-002  0.160549E-002  0.985198       0.350826E-002  0.652599E-003  0.505752       0.292650E-002   0.00000       0.260763E-007  0.139311E-006  0.983728       0.251639E-015  0.145642E-003  0.901921E-003  0.266932E-001  0.135890E-003  0.401962E-001  0.128336E-002  0.236875E-002  0.213734E-003  0.131387E-001  0.591403E-002  0.271006E-005  0.349207E-004  0.421899E-011  0.452673E-009  0.192740E-013  0.171681E-009  0.252021E-009  0.280409E-005  0.165209E-005  0.324031E-014  0.116627E-022  0.500442E-016  0.130779E-025  0.102279E-002  0.153424E-001  0.120802E-005  0.788633E-006  0.903505E-014  0.252590E-003  0.519557E-004  0.170499E-003  0.441449E-002  0.246619E-010  0.747401E-003  0.201285E-017  0.140751E-005  0.181403E-002  0.151957E-002  0.586241E-001  0.220252E-015  0.347389E-036  0.743197E-004  0.848618E-004  0.359154E-003  0.696623E-010  0.481757       0.185269E-002  0.297850E-003  0.227319E-017  0.106013E-001  0.566981E-013  0.750743E-009  0.153842E-014  0.838134E-014  0.821766E-014  0.646116E-026  0.533281E-012  0.345052E-016  0.467905E-018  0.178840E-019  0.263474E-016  0.780561E-023  0.161492E-025  0.355443E-002  0.137267E-004  0.697322E-001  0.850578E-004  0.791756E-008  0.667741E-002  0.928796        3.49651      -0.206880E-002   19.5410       0.101637      -0.835560E-002  0.750087     
  924.000        28800.0       0.229227E-002  0.175730E-004  0.108405E-006  0.303731E-003  0.822365E-002  0.133031E-002  0.986655       0.236833E-002  0.597980E-003  0.504708       0.231024E-002   0.00000       0.126163E-007  0.103943E-006  0.985507       0.466718E-015  0.118437E-003  0.700961E-003  0.288318E-002  0.169629E-004  0.423897E-001  0.168962E-002  0.346690E-002  0.179929E-004  0.131910E-001  0.108522E-001  0.165880E-006  0.112382E-005  0.534467E-011  0.685536E-009  0.479532E-013  0.324790E-009  0.480501E-009  0.428948E-005  0.178053E-005  0.141489E-014  0.369550E-023  0.346203E-018  0.191904E-030  0.115195E-003  0.157423E-001  0.157824E-005  0.121383E-005  0.208434E-013  0.366587E-003  0.574657E-004  0.164823E-003  0.210874E-003  0.122922E-010  0.784337E-003  0.142922E-017  0.212789E-005  0.158491E-002  0.154699E-002  0.495205E-001  0.126603E-015  0.440243E-041  0.799648E-005  0.148103E-003  0.517041E-003  0.570029E-011  0.457366       0.223384E-002  0.314223E-003  0.973375E-018  0.942097E-002  0.129037E-012  0.919479E-009  0.146976E-014  0.683692E-014  0.568301E-014  0.204042E-026  0.208486E-011  0.178016E-015  0.633015E-018  0.215442E-018  0.604734E-016  0.222273E-021  0.108164E-024  0.293001E-002  0.104197E-004  0.619273E-001  0.650620E-004  0.644200E-008  0.468105E-002  0.831215        3.18938      -0.828037E-003   18.6150       0.819236E-001 -0.767980E-002  0.685055     
  921.000        30000.0       0.165304E-002  0.159918E-004  0.153820E-006  0.220056E-003  0.657472E-002  0.165086E-002  0.988531       0.285243E-002  0.658260E-003  0.504955       0.219462E-002   0.00000       0.140339E-007  0.999644E-007  0.987251       0.468746E-015  0.114988E-003  0.646723E-003  0.308441E-001  0.195333E-003  0.302329E-001  0.145629E-002  0.296313E-002  0.276660E-003  0.109545E-001  0.154048E-001  0.138630E-005  0.456055E-004  0.466416E-011  0.748874E-009  0.672120E-013  0.391973E-009  0.640266E-009  0.596058E-005  0.264033E-005  0.190319E-014  0.399974E-023  0.126409E-015  0.526146E-025  0.111910E-002  0.989690E-002  0.123797E-005  0.995931E-006  0.245160E-013  0.392535E-003  0.428482E-004  0.132662E-003  0.422122E-002  0.110172E-010  0.896310E-003  0.135226E-017  0.123076E-005  0.161665E-002  0.151417E-002  0.490823E-001  0.993480E-016  0.119873E-035  0.862097E-004  0.160877E-003  0.438380E-003  0.943436E-010  0.364944       0.179859E-002  0.276640E-003  0.543930E-018  0.981958E-002  0.660380E-013  0.874604E-009  0.141248E-014  0.757344E-014  0.675077E-014  0.148722E-026  0.221563E-012  0.608176E-016  0.704634E-018  0.480825E-019  0.312941E-016  0.321410E-022  0.807414E-025  0.201876E-002  0.659475E-005  0.458382E-001  0.328945E-004  0.976979E-008  0.731620E-002  0.688847        2.50362      -0.203728E-002   14.7811       0.934037E-001 -0.838880E-002  0.594800     
  923.000        29400.0       0.173245E-002  0.162879E-004  0.136568E-006  0.219134E-003  0.670279E-002  0.151713E-002  0.988286       0.294373E-002  0.608297E-003  0.504854       0.239293E-002   0.00000       0.107563E-007  0.808157E-007  0.987062       0.436086E-015  0.114313E-003  0.660382E-003  0.254542E-001  0.140903E-003  0.316423E-001  0.140789E-002  0.286615E-002  0.215592E-003  0.110100E-001  0.120856E-001  0.180218E-005  0.361882E-004  0.479883E-011  0.705326E-009  0.617707E-013  0.375632E-009  0.582832E-009  0.529421E-005  0.233960E-005  0.238272E-014  0.704273E-023  0.657488E-016  0.214710E-025  0.933201E-003  0.102137E-001  0.117057E-005  0.925056E-006  0.218203E-013  0.332198E-003  0.438479E-004  0.135962E-003  0.394215E-002  0.152653E-010  0.770582E-003  0.153218E-017  0.919262E-006  0.155041E-002  0.132550E-002  0.479302E-001  0.125547E-015  0.508356E-036  0.710024E-004  0.142929E-003  0.426631E-003  0.713938E-010  0.372047       0.179644E-002  0.268573E-003  0.860889E-018  0.932245E-002  0.401613E-013  0.608124E-009  0.112833E-014  0.639910E-014  0.621686E-014  0.235154E-026  0.157067E-012  0.279339E-016  0.451213E-018  0.166638E-019  0.189481E-016  0.840339E-023  0.249821E-025  0.219354E-002  0.751714E-005  0.482418E-001  0.366808E-004  0.775777E-008  0.637167E-002  0.698825        2.57127      -0.181590E-002   15.0187       0.881366E-001 -0.776498E-002  0.593750     
  924.000        28500.0       0.238963E-002  0.194493E-004  0.109147E-006  0.309605E-003  0.872494E-002  0.147635E-002  0.985561       0.288286E-002  0.643741E-003  0.505234       0.266345E-002   0.00000       0.133417E-007  0.105084E-006  0.984277       0.430235E-015  0.131470E-003  0.785173E-003  0.106488E-001  0.617147E-004  0.428710E-001  0.165782E-002  0.331585E-002  0.673009E-004  0.137696E-001  0.103245E-001  0.984452E-006  0.497935E-005  0.527673E-011  0.666007E-009  0.439008E-013  0.308694E-009  0.458483E-009  0.424655E-005  0.186729E-005  0.182403E-014  0.498079E-023  0.540897E-017  0.522167E-028  0.492302E-003  0.156833E-001  0.151829E-005  0.112717E-005  0.186635E-013  0.354037E-003  0.579929E-004  0.173061E-003  0.987788E-003  0.154129E-010  0.814248E-003  0.163944E-017  0.172414E-005  0.172739E-002  0.158091E-002  0.544441E-001  0.151499E-015  0.297626E-038  0.294672E-004  0.139758E-003  0.496450E-003  0.215787E-010  0.485625       0.222093E-002  0.328524E-003  0.123088E-017  0.102347E-001  0.810614E-013  0.805493E-009  0.142503E-014  0.717273E-014  0.640118E-014  0.291421E-026  0.899765E-012  0.744174E-016  0.535907E-018  0.589690E-019  0.377744E-016  0.396706E-022  0.418184E-025  0.318110E-002  0.113411E-004  0.662831E-001  0.682409E-004  0.698315E-008  0.538606E-002  0.899798        3.41958      -0.258824E-002   19.7348       0.906959E-001 -0.826354E-002  0.733969     
  923.000        29100.0       0.176109E-002  0.184280E-004  0.141393E-006  0.222987E-003  0.694327E-002  0.174569E-002  0.987597       0.346965E-002  0.664880E-003  0.505467       0.257249E-002   0.00000       0.586030E-008  0.970231E-007  0.986149       0.319499E-015  0.130669E-003  0.760920E-003  0.419107E-001  0.215505E-003  0.301688E-001  0.124476E-002  0.236406E-002  0.360400E-003  0.111598E-001  0.102245E-001  0.233416E-005  0.600847E-004  0.437912E-011  0.628425E-009  0.415486E-013  0.289481E-009  0.474634E-009  0.510890E-005  0.279876E-005  0.388255E-014  0.143489E-022  0.731528E-016  0.160123E-025  0.128535E-002  0.100554E-001  0.105736E-005  0.762891E-006  0.143564E-013  0.303418E-003  0.412919E-004  0.139219E-003  0.623297E-002  0.214165E-010  0.827218E-003  0.178951E-017  0.912949E-006  0.174537E-002  0.142993E-002  0.543126E-001  0.152050E-015  0.216274E-036  0.117206E-003  0.113405E-003  0.354204E-003  0.119198E-009  0.385892       0.163670E-002  0.271328E-003  0.103743E-017  0.104603E-001  0.337783E-013  0.614816E-009  0.121853E-014  0.731961E-014  0.753081E-014  0.325052E-026  0.139605E-012  0.194921E-016  0.456186E-018  0.969259E-020  0.160715E-016  0.410780E-023  0.173632E-025  0.236390E-002  0.823219E-005  0.509137E-001  0.409671E-004  0.930914E-008  0.810218E-002  0.751424        2.71280      -0.292962E-002   15.5837       0.103109      -0.847691E-002  0.635260     
  927.000        27000.0       0.262043E-002  0.222070E-004  0.747362E-007  0.317781E-003  0.927940E-002  0.145502E-002  0.984662       0.314488E-002  0.621529E-003  0.505485       0.283515E-002   0.00000       0.259378E-008  0.127030E-006  0.983300       0.244355E-015  0.145668E-003  0.917362E-003  0.149734E-001  0.643696E-004  0.438016E-001  0.133028E-002  0.245280E-002  0.922262E-004  0.138284E-001  0.502376E-002  0.182631E-005  0.732392E-005  0.470255E-011  0.463843E-009  0.173030E-013  0.171647E-009  0.241302E-009  0.266188E-005  0.152683E-005  0.384881E-014  0.212769E-022  0.276743E-017  0.134545E-028  0.540431E-003  0.163798E-001  0.123023E-005  0.792113E-006  0.813972E-014  0.233062E-003  0.562350E-004  0.181867E-003  0.164137E-002  0.354353E-010  0.659156E-003  0.224315E-017  0.116823E-005  0.176208E-002  0.135078E-002  0.576399E-001  0.262987E-015  0.295659E-039  0.416513E-004  0.810599E-004  0.374299E-003  0.286005E-010  0.517417       0.196699E-002  0.310744E-003  0.338139E-017  0.102228E-001  0.472224E-013  0.508350E-009  0.108915E-014  0.617110E-014  0.654126E-014  0.793105E-026  0.722831E-012  0.499906E-016  0.305565E-018  0.568205E-019  0.218945E-016  0.590133E-022  0.246835E-025  0.394308E-002  0.154368E-004  0.760237E-001  0.895913E-004  0.569581E-008  0.526823E-002  0.983887        3.76146      -0.357277E-002   20.9516       0.929963E-001 -0.798998E-002  0.778846     
