|6.6.6
Al98-05a_lagged_3_1.tab                                                                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          94
T(K)           P(bar)         Si,mol,pfu     Al,mol,pfu     Cr,mol,pfu     Fe,mol,pfu     Mg,mol,pfu     Ca,mol,pfu     H2,mol,pfu     C,mol,pfu      S2,mol,pfu     O2,mol,pfu     y_{CO2}        y_{CH4}        y_{H2S}        y_{H2}         y_{H2O}        m_{Al+3}       m_{AlO2-}      m_{AlO2(SiO}   m_{Ca(HCO3)}   m_{Ca(HCOO)}   m_{Ca(HSiO3}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaO,aq}     m_{CaSO4,aq}   m_{CO,aq}      m_{CO3-2}      m_{Cr+2}       m_{CrOH+}      m_{Cr+3}       m_{CrOH+2}     m_{Cr(OH)2+}   m_{Cr(OH)3}    m_{Cr(OH)4-}   m_{CrO4-2}     m_{Cr2O7-2}    m_{Fecho+}     m_{Fecho0}     m_{Fe(HCOO)}   m_{Fe(HSiO3}   m_{Fe(OH)+}    m_{Fe+2}       m_{Fe+3}       m_{FeO,aq}     m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HCrO4-}     m_{HFeO2-}     m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{Isobutan}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgO,aq}     m_{MgOH+}      m_{MgSO4,aq}   m_{O2,aq}      m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-}        m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{Si3O6,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            ref_chg        tot_solute_m  
  926.000        27300.0       0.300181E-002  0.224768E-004  0.586781E-007  0.426336E-003  0.101764E-001  0.142427E-002  0.983609       0.278852E-002  0.662818E-003  0.505593       0.275475E-002   0.00000       0.325285E-007  0.133993E-006  0.982218       0.328173E-015  0.147144E-003  0.916431E-003  0.162810E-002  0.104346E-004  0.514473E-001  0.164874E-002  0.317364E-002  0.946429E-005  0.154459E-001  0.658112E-002  0.218361E-006  0.598374E-006  0.448947E-011  0.454269E-009  0.163355E-013  0.151585E-009  0.211588E-009  0.217556E-005  0.111722E-005  0.120103E-014  0.198045E-023  0.119265E-018  0.109011E-031  0.986954E-004  0.226348E-001  0.179340E-005  0.121759E-005  0.115317E-013  0.335989E-003  0.668737E-004  0.198053E-003  0.143233E-003  0.115979E-010  0.857774E-003  0.153229E-017  0.431325E-005  0.186573E-002  0.203512E-002  0.601279E-001  0.167436E-015  0.119615E-041  0.447029E-005  0.105937E-003  0.476266E-003  0.292479E-011  0.567913       0.235163E-002  0.351348E-003  0.141294E-017  0.108454E-001  0.295495E-012  0.175211E-008  0.277698E-014  0.115210E-013  0.863179E-014  0.411799E-026  0.637080E-011  0.386959E-015  0.105942E-017  0.429443E-018  0.136285E-015  0.400051E-021  0.163659E-024  0.423942E-002  0.160780E-004  0.829950E-001  0.128693E-003  0.802211E-008  0.517782E-002   1.06170        4.12341      -0.285120E-005   23.3184       0.961306E-001 -0.852928E-002  0.843989     
  924.000        28500.0       0.238963E-002  0.194493E-004  0.109147E-006  0.309605E-003  0.872494E-002  0.147635E-002  0.985561       0.288286E-002  0.643741E-003  0.505234       0.266345E-002   0.00000       0.133417E-007  0.105084E-006  0.984277       0.430235E-015  0.131470E-003  0.785173E-003  0.106488E-001  0.617147E-004  0.428710E-001  0.165782E-002  0.331585E-002  0.673009E-004  0.137696E-001  0.103245E-001  0.984452E-006  0.497935E-005  0.527673E-011  0.666007E-009  0.439008E-013  0.308694E-009  0.458483E-009  0.424655E-005  0.186729E-005  0.182403E-014  0.498079E-023  0.540897E-017  0.522167E-028  0.492302E-003  0.156833E-001  0.151829E-005  0.112717E-005  0.186635E-013  0.354037E-003  0.579929E-004  0.173061E-003  0.987788E-003  0.154129E-010  0.814248E-003  0.163944E-017  0.172414E-005  0.172739E-002  0.158091E-002  0.544441E-001  0.151499E-015  0.297626E-038  0.294672E-004  0.139758E-003  0.496450E-003  0.215787E-010  0.485625       0.222093E-002  0.328524E-003  0.123088E-017  0.102347E-001  0.810614E-013  0.805493E-009  0.142503E-014  0.717273E-014  0.640118E-014  0.291421E-026  0.899765E-012  0.744174E-016  0.535907E-018  0.589690E-019  0.377744E-016  0.396706E-022  0.418184E-025  0.318110E-002  0.113411E-004  0.662831E-001  0.682409E-004  0.698315E-008  0.538606E-002  0.899798        3.41958      -0.258824E-002   19.7348       0.906959E-001 -0.826354E-002  0.733969     
  922.000        29700.0       0.163565E-002  0.163467E-004  0.162480E-006  0.205705E-003  0.653316E-002  0.163297E-002  0.988509       0.297845E-002  0.641782E-003  0.504970       0.228594E-002   0.00000        0.00000       0.965166E-007  0.987228       0.452024E-015  0.116697E-003  0.665445E-003  0.323857E-001  0.166998E-003  0.295544E-001  0.139537E-002  0.284184E-002  0.277270E-003  0.107775E-001  0.139097E-001  0.178239E-005  0.458033E-004  0.484297E-011  0.765768E-009  0.715607E-013  0.415036E-009  0.670715E-009  0.623263E-005  0.285069E-005  0.310849E-014  0.108021E-022  0.555220E-016  0.121473E-025  0.991941E-003  0.934590E-002  0.114155E-005  0.917189E-006  0.236502E-013  0.350971E-003  0.417018E-004  0.131894E-003  0.476194E-002  0.169640E-010  0.811249E-003  0.155456E-017  0.792875E-006  0.160045E-002  0.133610E-002  0.491108E-001  0.121075E-015  0.164072E-036  0.905614E-004  0.151899E-003  0.422002E-003  0.916844E-010  0.362630       0.174213E-002  0.269674E-003  0.724043E-018  0.967427E-002  0.274185E-013  0.525107E-009  0.101431E-014  0.614550E-014  0.628670E-014  0.229650E-026  0.849475E-013  0.160313E-016  0.410410E-018  0.803360E-020  0.131241E-016  0.340891E-023  0.185670E-025  0.205369E-002  0.682240E-005  0.460128E-001  0.317604E-004  0.828405E-008  0.711248E-002  0.688594        2.49746      -0.269953E-002   14.6381       0.928203E-001 -0.818961E-002  0.590832     
  920.000        30400.0       0.158806E-002  0.148110E-004  0.175457E-006  0.218611E-003  0.634855E-002  0.161822E-002  0.989113       0.245383E-002  0.664940E-003  0.504669       0.191528E-002   0.00000       0.751706E-008  0.899274E-007  0.987924       0.610628E-015  0.106815E-003  0.593048E-003  0.247399E-001  0.190362E-003  0.300238E-001  0.159211E-002  0.340195E-002  0.220665E-003  0.107627E-001  0.195713E-001  0.154730E-005  0.370966E-004  0.507299E-011  0.884016E-009  0.111136E-012  0.549259E-009  0.885546E-009  0.718847E-005  0.262204E-005  0.132013E-014  0.259709E-023  0.272895E-015  0.280272E-024  0.129335E-002  0.957476E-002  0.131818E-005  0.113407E-005  0.360421E-013  0.441868E-003  0.434933E-004  0.128479E-003  0.356775E-002  0.849261E-011  0.913910E-003  0.118121E-017  0.200530E-005  0.153655E-002  0.155870E-002  0.461722E-001  0.805642E-016  0.198127E-034  0.689252E-004  0.201217E-003  0.500031E-003  0.766758E-010  0.352116       0.189299E-002  0.277969E-003  0.414436E-018  0.937214E-002  0.240216E-012  0.158726E-008  0.203270E-014  0.902529E-014  0.681690E-014  0.105566E-026  0.130784E-011  0.447106E-015  0.120639E-017  0.717065E-018  0.110479E-015  0.968927E-021  0.508276E-024  0.185426E-002  0.583983E-005  0.431606E-001  0.298968E-004  0.102118E-007  0.676425E-002  0.655292        2.38927      -0.169774E-002   14.2959       0.881329E-001 -0.846659E-002  0.572731     
  925.000        27800.0       0.286161E-002  0.214456E-004  0.713016E-007  0.403697E-003  0.984097E-002  0.143528E-002  0.984048       0.279080E-002  0.663006E-003  0.505501       0.275609E-002   0.00000       0.325443E-007  0.138807E-006  0.982694       0.387505E-015  0.141667E-003  0.868370E-003  0.168565E-002  0.110166E-004  0.502081E-001  0.173280E-002  0.341330E-002  0.995005E-005  0.152240E-001  0.823941E-002  0.185742E-006  0.619266E-006  0.479112E-011  0.527128E-009  0.237496E-013  0.195068E-009  0.278319E-009  0.271352E-005  0.128574E-005  0.114876E-014  0.185442E-023  0.131191E-018  0.124987E-031  0.962431E-004  0.212980E-001  0.182510E-005  0.129523E-005  0.149520E-013  0.368425E-003  0.662062E-004  0.193139E-003  0.139162E-003  0.107604E-010  0.883106E-003  0.148212E-017  0.393077E-005  0.183421E-002  0.199941E-002  0.585017E-001  0.151752E-015  0.122420E-041  0.463121E-005  0.124371E-003  0.510090E-003  0.309751E-011  0.548720       0.240206E-002  0.351704E-003  0.119794E-017  0.107363E-001  0.265707E-012  0.162861E-008  0.254170E-014  0.107062E-013  0.806286E-014  0.332121E-026  0.534631E-011  0.358168E-015  0.103189E-017  0.411469E-018  0.123230E-015  0.398722E-021  0.174083E-024  0.390942E-002  0.145090E-004  0.783512E-001  0.111089E-003  0.801346E-008  0.518492E-002   1.01730        3.93840      -0.269948E-005   22.4977       0.945904E-001 -0.852814E-002  0.817346     
  921.000        30000.0       0.165304E-002  0.159918E-004  0.153820E-006  0.220056E-003  0.657472E-002  0.165086E-002  0.988531       0.285243E-002  0.658260E-003  0.504955       0.219462E-002   0.00000       0.140339E-007  0.999644E-007  0.987251       0.468746E-015  0.114988E-003  0.646723E-003  0.308441E-001  0.195333E-003  0.302329E-001  0.145629E-002  0.296313E-002  0.276660E-003  0.109545E-001  0.154048E-001  0.138630E-005  0.456055E-004  0.466416E-011  0.748874E-009  0.672120E-013  0.391973E-009  0.640266E-009  0.596058E-005  0.264033E-005  0.190319E-014  0.399974E-023  0.126409E-015  0.526146E-025  0.111910E-002  0.989690E-002  0.123797E-005  0.995931E-006  0.245160E-013  0.392535E-003  0.428482E-004  0.132662E-003  0.422122E-002  0.110172E-010  0.896310E-003  0.135226E-017  0.123076E-005  0.161665E-002  0.151417E-002  0.490823E-001  0.993480E-016  0.119873E-035  0.862097E-004  0.160877E-003  0.438380E-003  0.943436E-010  0.364944       0.179859E-002  0.276640E-003  0.543930E-018  0.981958E-002  0.660380E-013  0.874604E-009  0.141248E-014  0.757344E-014  0.675077E-014  0.148722E-026  0.221563E-012  0.608176E-016  0.704634E-018  0.480825E-019  0.312941E-016  0.321410E-022  0.807414E-025  0.201876E-002  0.659475E-005  0.458382E-001  0.328945E-004  0.976979E-008  0.731620E-002  0.688847        2.50362      -0.203728E-002   14.7811       0.934037E-001 -0.838880E-002  0.594800     
  928.000        26400.0       0.181556E-002  0.224924E-004  0.537142E-007  0.218304E-003  0.686133E-002  0.175110E-002  0.987479       0.391679E-002  0.623335E-003  0.505743       0.264257E-002   0.00000        0.00000       0.122534E-006  0.985881       0.101452E-015  0.151357E-003  0.972904E-003  0.574341E-001  0.222968E-003  0.253450E-001  0.699456E-003  0.112052E-002  0.427925E-003  0.992104E-002  0.278783E-002  0.100709E-004  0.705233E-004  0.226891E-011  0.230108E-009  0.664094E-014  0.725025E-010  0.112399E-009  0.162213E-005  0.138225E-005  0.755481E-014  0.544390E-022  0.372469E-016  0.476159E-026  0.193372E-002  0.954964E-002  0.639415E-006  0.347294E-006  0.304130E-014  0.139323E-003  0.319889E-004  0.133996E-003  0.110229E-001  0.466146E-010  0.588557E-003  0.250458E-017  0.784541E-006  0.173340E-002  0.120379E-002  0.576376E-001  0.321722E-015  0.877860E-037  0.159770E-003  0.378068E-004  0.172475E-003  0.130960E-009  0.382168       0.107529E-002  0.218807E-003  0.362189E-017  0.998574E-002  0.262025E-013  0.500655E-009  0.129747E-014  0.815818E-014  0.961965E-014  0.179943E-025  0.187002E-012  0.939610E-017  0.274323E-018  0.291872E-020  0.119135E-016  0.772778E-024  0.264765E-026  0.309703E-002  0.125095E-004  0.576944E-001  0.728078E-004  0.762174E-008  0.781880E-002  0.809401        2.89233      -0.525822E-002   15.4366       0.108260      -0.793438E-002  0.645657     
  926.000        27600.0       0.266327E-002  0.204374E-004  0.754568E-007  0.356892E-003  0.919156E-002  0.134352E-002  0.985091       0.266906E-002  0.609803E-003  0.505151       0.260140E-002   0.00000       0.196555E-007  0.137417E-006  0.983825       0.332446E-015  0.134295E-003  0.829928E-003  0.328947E-002  0.187443E-004  0.465284E-001  0.154435E-002  0.299843E-002  0.202820E-004  0.141197E-001  0.680035E-002  0.331266E-006  0.143177E-005  0.478699E-011  0.514041E-009  0.243771E-013  0.204335E-009  0.288851E-009  0.284549E-005  0.138370E-005  0.176027E-014  0.581905E-023  0.100102E-017  0.612965E-029  0.155253E-003  0.188003E-001  0.153812E-005  0.106333E-005  0.124190E-013  0.300748E-003  0.606511E-004  0.181530E-003  0.298428E-003  0.167255E-010  0.748987E-003  0.167006E-017  0.275388E-005  0.170305E-002  0.164406E-002  0.547126E-001  0.176314E-015  0.254509E-039  0.910022E-005  0.106411E-003  0.451550E-003  0.637597E-011  0.512217       0.218689E-002  0.321319E-003  0.169686E-017  0.994362E-002  0.176968E-012  0.112482E-008  0.188780E-014  0.841621E-014  0.694219E-014  0.401933E-026  0.402140E-011  0.223465E-015  0.677553E-018  0.244143E-018  0.812798E-016  0.226173E-021  0.860268E-025  0.372576E-002  0.141607E-004  0.738449E-001  0.100127E-003  0.654505E-008  0.479062E-002  0.950937        3.67973      -0.510179E-003   20.8980       0.878463E-001 -0.784079E-002  0.762612     
  924.000        28800.0       0.229227E-002  0.175730E-004  0.108405E-006  0.303731E-003  0.822365E-002  0.133031E-002  0.986655       0.236833E-002  0.597980E-003  0.504708       0.231024E-002   0.00000       0.126163E-007  0.103943E-006  0.985507       0.466718E-015  0.118437E-003  0.700961E-003  0.288318E-002  0.169629E-004  0.423897E-001  0.168962E-002  0.346690E-002  0.179929E-004  0.131910E-001  0.108522E-001  0.165880E-006  0.112382E-005  0.534467E-011  0.685536E-009  0.479532E-013  0.324790E-009  0.480501E-009  0.428948E-005  0.178053E-005  0.141489E-014  0.369550E-023  0.346203E-018  0.191904E-030  0.115195E-003  0.157423E-001  0.157824E-005  0.121383E-005  0.208434E-013  0.366587E-003  0.574657E-004  0.164823E-003  0.210874E-003  0.122922E-010  0.784337E-003  0.142922E-017  0.212789E-005  0.158491E-002  0.154699E-002  0.495205E-001  0.126603E-015  0.440243E-041  0.799648E-005  0.148103E-003  0.517041E-003  0.570029E-011  0.457366       0.223384E-002  0.314223E-003  0.973375E-018  0.942097E-002  0.129037E-012  0.919479E-009  0.146976E-014  0.683692E-014  0.568301E-014  0.204042E-026  0.208486E-011  0.178016E-015  0.633015E-018  0.215442E-018  0.604734E-016  0.222273E-021  0.108164E-024  0.293001E-002  0.104197E-004  0.619273E-001  0.650620E-004  0.644200E-008  0.468105E-002  0.831215        3.18938      -0.828037E-003   18.6150       0.819236E-001 -0.767980E-002  0.685055     
  923.000        29300.0       0.168513E-002  0.172457E-004  0.146327E-006  0.209295E-003  0.665442E-002  0.164822E-002  0.988095       0.330534E-002  0.634600E-003  0.505187       0.252404E-002   0.00000        0.00000       0.904602E-007  0.986751       0.357177E-015  0.122235E-003  0.707463E-003  0.364853E-001  0.187585E-003  0.296522E-001  0.127531E-002  0.248707E-002  0.313668E-003  0.108272E-001  0.109235E-001  0.202795E-005  0.522625E-004  0.454781E-011  0.668115E-009  0.505049E-013  0.331519E-009  0.533948E-009  0.541286E-005  0.276668E-005  0.359880E-014  0.135031E-022  0.636121E-016  0.139239E-025  0.111783E-002  0.948843E-002  0.104931E-005  0.787308E-006  0.169347E-013  0.306169E-003  0.408644E-004  0.134503E-003  0.542153E-002  0.204688E-010  0.787344E-003  0.172213E-017  0.753304E-006  0.164431E-002  0.132376E-002  0.509758E-001  0.142963E-015  0.188068E-036  0.102033E-003  0.123074E-003  0.371834E-003  0.103740E-009  0.369534       0.165236E-002  0.264008E-003  0.991792E-018  0.988043E-002  0.263116E-013  0.520934E-009  0.104466E-014  0.641836E-014  0.671793E-014  0.285747E-026  0.801591E-013  0.141985E-016  0.394278E-018  0.652997E-020  0.125497E-016  0.252686E-023  0.139571E-025  0.220614E-002  0.761135E-005  0.481647E-001  0.356030E-004  0.844698E-008  0.743722E-002  0.710619        2.57484      -0.254772E-002   14.8964       0.961945E-001 -0.809337E-002  0.604066     
  926.000        27600.0       0.266327E-002  0.204374E-004  0.754568E-007  0.356892E-003  0.919156E-002  0.134352E-002  0.985091       0.266906E-002  0.609803E-003  0.505151       0.260140E-002   0.00000       0.196555E-007  0.137417E-006  0.983825       0.332446E-015  0.134295E-003  0.829928E-003  0.328947E-002  0.187443E-004  0.465284E-001  0.154435E-002  0.299843E-002  0.202820E-004  0.141197E-001  0.680035E-002  0.331266E-006  0.143177E-005  0.478699E-011  0.514041E-009  0.243771E-013  0.204335E-009  0.288851E-009  0.284549E-005  0.138370E-005  0.176027E-014  0.581905E-023  0.100102E-017  0.612965E-029  0.155253E-003  0.188003E-001  0.153812E-005  0.106333E-005  0.124190E-013  0.300748E-003  0.606511E-004  0.181530E-003  0.298428E-003  0.167255E-010  0.748987E-003  0.167006E-017  0.275388E-005  0.170305E-002  0.164406E-002  0.547126E-001  0.176314E-015  0.254509E-039  0.910022E-005  0.106411E-003  0.451550E-003  0.637597E-011  0.512217       0.218689E-002  0.321319E-003  0.169686E-017  0.994362E-002  0.176968E-012  0.112482E-008  0.188780E-014  0.841621E-014  0.694219E-014  0.401933E-026  0.402140E-011  0.223465E-015  0.677553E-018  0.244143E-018  0.812798E-016  0.226173E-021  0.860268E-025  0.372576E-002  0.141607E-004  0.738449E-001  0.100127E-003  0.654505E-008  0.479062E-002  0.950937        3.67973      -0.510179E-003   20.8980       0.878463E-001 -0.784079E-002  0.762612     
  927.000        27100.0       0.274860E-002  0.221832E-004  0.721192E-007  0.348888E-003  0.952023E-002  0.142404E-002  0.984446       0.295188E-002  0.626938E-003  0.505450       0.275721E-002   0.00000       0.219245E-007  0.134113E-006  0.983096       0.264816E-015  0.144869E-003  0.911834E-003  0.948152E-002  0.454636E-004  0.464628E-001  0.141229E-002  0.263112E-002  0.609588E-004  0.142925E-001  0.547460E-002  0.847195E-006  0.491556E-005  0.468040E-011  0.467385E-009  0.180030E-013  0.170735E-009  0.242361E-009  0.260929E-005  0.143431E-005  0.271922E-014  0.104045E-022  0.274992E-017  0.227975E-028  0.343462E-003  0.182669E-001  0.136305E-005  0.886407E-006  0.901020E-014  0.255031E-003  0.594812E-004  0.187351E-003  0.953541E-003  0.255145E-010  0.698361E-003  0.202491E-017  0.146351E-005  0.177353E-002  0.148336E-002  0.578073E-001  0.235353E-015  0.467139E-039  0.263759E-004  0.873762E-004  0.399937E-003  0.191453E-010  0.530993       0.207658E-002  0.319579E-003  0.275226E-017  0.102873E-001  0.483356E-013  0.603988E-009  0.129158E-014  0.695245E-014  0.685563E-014  0.669790E-026  0.668223E-012  0.288834E-016  0.361393E-018  0.148898E-019  0.225072E-016  0.657456E-023  0.108977E-025  0.407493E-002  0.160707E-004  0.784434E-001  0.103584E-003  0.602688E-008  0.512732E-002   1.00113        3.85997      -0.169582E-002   21.5807       0.924916E-001 -0.806521E-002  0.794715     
  925.000        28200.0       0.251252E-002  0.189161E-004  0.857537E-007  0.342625E-003  0.876129E-002  0.131781E-002  0.985774       0.252331E-002  0.602084E-003  0.504937       0.249909E-002   0.00000       0.217597E-007  0.119474E-006  0.984571       0.402963E-015  0.125626E-003  0.759996E-003  0.117705E-002  0.775980E-005  0.452879E-001  0.164796E-002  0.330421E-002  0.698038E-005  0.137896E-001  0.862070E-002  0.120073E-006  0.431866E-006  0.501287E-011  0.584356E-009  0.329253E-013  0.248453E-009  0.356772E-009  0.332305E-005  0.148085E-005  0.138328E-014  0.397742E-023  0.984606E-019  0.113276E-031  0.668012E-004  0.179941E-001  0.163460E-005  0.119789E-005  0.164534E-013  0.345085E-003  0.601746E-004  0.174319E-003  0.950494E-004  0.128129E-010  0.789721E-003  0.147078E-017  0.301436E-005  0.164547E-002  0.169146E-002  0.520834E-001  0.142086E-015  0.127367E-041  0.323550E-005  0.127533E-003  0.494002E-003  0.217358E-011  0.487735       0.224926E-002  0.320315E-003  0.118390E-017  0.968821E-002  0.211464E-012  0.126451E-008  0.195085E-014  0.840721E-014  0.656114E-014  0.266148E-026  0.408434E-011  0.311905E-015  0.821298E-018  0.394982E-018  0.982793E-016  0.422006E-021  0.164129E-024  0.333366E-002  0.122400E-004  0.682674E-001  0.850745E-004  0.680507E-008  0.466899E-002  0.894076        3.45447      -0.810802E-005   19.9137       0.846911E-001 -0.773704E-002  0.726669     
  928.000        26500.0       0.188025E-002  0.221693E-004  0.642448E-007  0.208679E-003  0.711643E-002  0.170132E-002  0.987175       0.385580E-002  0.613671E-003  0.505669       0.271492E-002   0.00000        0.00000       0.115332E-006  0.985635       0.111552E-015  0.148728E-003  0.952875E-003  0.521650E-001  0.190471E-003  0.271583E-001  0.752810E-003  0.122509E-002  0.384186E-003  0.102875E-001  0.301770E-002  0.752330E-005  0.597984E-004  0.276973E-011  0.275284E-009  0.851740E-014  0.934986E-010  0.142547E-009  0.198781E-005  0.160580E-005  0.100663E-013  0.119779E-021  0.304367E-016  0.460363E-026  0.152527E-002  0.945131E-002  0.642320E-006  0.356210E-006  0.340461E-014  0.139217E-003  0.342600E-004  0.138668E-003  0.934884E-002  0.712789E-010  0.557824E-003  0.283054E-017  0.511085E-006  0.171245E-002  0.107067E-002  0.569138E-001  0.368891E-015  0.765693E-037  0.145661E-003  0.414360E-004  0.189436E-003  0.118528E-009  0.396366       0.116145E-002  0.227450E-003  0.561625E-017  0.988989E-002  0.148649E-013  0.343050E-009  0.921456E-015  0.629056E-014  0.806704E-014  0.193026E-025  0.665813E-013  0.519080E-017  0.200727E-018  0.161868E-020  0.687664E-017  0.434196E-024  0.208397E-026  0.318298E-002  0.129405E-004  0.594701E-001  0.641605E-004  0.662789E-008  0.736975E-002  0.822417        2.96862      -0.524657E-002   15.9283       0.104301      -0.783148E-002  0.655369     
  927.000        26900.0       0.271441E-002  0.234003E-004  0.647819E-007  0.351011E-003  0.944721E-002  0.157692E-002  0.984168       0.341862E-002  0.661571E-003  0.505884       0.295669E-002   0.00000       0.324642E-007  0.143781E-006  0.982672       0.224808E-015  0.153906E-003  0.973553E-003  0.212148E-001  0.102323E-003  0.444744E-001  0.129903E-002  0.235723E-002  0.162764E-003  0.140521E-001  0.476706E-002  0.256600E-005  0.250206E-004  0.416103E-011  0.401515E-009  0.131951E-013  0.134966E-009  0.192014E-009  0.223545E-005  0.139660E-005  0.323329E-014  0.118245E-022  0.294316E-016  0.566716E-026  0.821307E-003  0.178916E-001  0.128108E-005  0.802617E-006  0.724980E-014  0.239044E-003  0.565072E-004  0.184768E-003  0.351589E-002  0.265673E-010  0.729792E-003  0.210902E-017  0.163280E-005  0.186834E-002  0.157687E-002  0.611807E-001  0.250723E-015  0.152958E-036  0.590452E-004  0.754326E-004  0.358865E-003  0.524049E-010  0.527032       0.193835E-002  0.311945E-003  0.283023E-017  0.108169E-001  0.612692E-013  0.764439E-009  0.162033E-014  0.865531E-014  0.845803E-014  0.821127E-026  0.765723E-012  0.358828E-016  0.448774E-018  0.178242E-019  0.283597E-016  0.744211E-023  0.129840E-025  0.412871E-002  0.163981E-004  0.786275E-001  0.108939E-003  0.739792E-008  0.624942E-002   1.01552        3.87141      -0.176388E-002   21.4289       0.102359      -0.849005E-002  0.807380     
  926.000        27600.0       0.266327E-002  0.204374E-004  0.754568E-007  0.356892E-003  0.919156E-002  0.134352E-002  0.985091       0.266906E-002  0.609803E-003  0.505151       0.260140E-002   0.00000       0.196555E-007  0.137417E-006  0.983825       0.332446E-015  0.134295E-003  0.829928E-003  0.328947E-002  0.187443E-004  0.465284E-001  0.154435E-002  0.299843E-002  0.202820E-004  0.141197E-001  0.680035E-002  0.331266E-006  0.143177E-005  0.478699E-011  0.514041E-009  0.243771E-013  0.204335E-009  0.288851E-009  0.284549E-005  0.138370E-005  0.176027E-014  0.581905E-023  0.100102E-017  0.612965E-029  0.155253E-003  0.188003E-001  0.153812E-005  0.106333E-005  0.124190E-013  0.300748E-003  0.606511E-004  0.181530E-003  0.298428E-003  0.167255E-010  0.748987E-003  0.167006E-017  0.275388E-005  0.170305E-002  0.164406E-002  0.547126E-001  0.176314E-015  0.254509E-039  0.910022E-005  0.106411E-003  0.451550E-003  0.637597E-011  0.512217       0.218689E-002  0.321319E-003  0.169686E-017  0.994362E-002  0.176968E-012  0.112482E-008  0.188780E-014  0.841621E-014  0.694219E-014  0.401933E-026  0.402140E-011  0.223465E-015  0.677553E-018  0.244143E-018  0.812798E-016  0.226173E-021  0.860268E-025  0.372576E-002  0.141607E-004  0.738449E-001  0.100127E-003  0.654505E-008  0.479062E-002  0.950937        3.67973      -0.510179E-003   20.8980       0.878463E-001 -0.784079E-002  0.762612     
  923.000        29300.0       0.168513E-002  0.172457E-004  0.146327E-006  0.209295E-003  0.665442E-002  0.164822E-002  0.988095       0.330534E-002  0.634600E-003  0.505187       0.252404E-002   0.00000        0.00000       0.904602E-007  0.986751       0.357177E-015  0.122235E-003  0.707463E-003  0.364853E-001  0.187585E-003  0.296522E-001  0.127531E-002  0.248707E-002  0.313668E-003  0.108272E-001  0.109235E-001  0.202795E-005  0.522625E-004  0.454781E-011  0.668115E-009  0.505049E-013  0.331519E-009  0.533948E-009  0.541286E-005  0.276668E-005  0.359880E-014  0.135031E-022  0.636121E-016  0.139239E-025  0.111783E-002  0.948843E-002  0.104931E-005  0.787308E-006  0.169347E-013  0.306169E-003  0.408644E-004  0.134503E-003  0.542153E-002  0.204688E-010  0.787344E-003  0.172213E-017  0.753304E-006  0.164431E-002  0.132376E-002  0.509758E-001  0.142963E-015  0.188068E-036  0.102033E-003  0.123074E-003  0.371834E-003  0.103740E-009  0.369534       0.165236E-002  0.264008E-003  0.991792E-018  0.988043E-002  0.263116E-013  0.520934E-009  0.104466E-014  0.641836E-014  0.671793E-014  0.285747E-026  0.801591E-013  0.141985E-016  0.394278E-018  0.652997E-020  0.125497E-016  0.252686E-023  0.139571E-025  0.220614E-002  0.761135E-005  0.481647E-001  0.356030E-004  0.844698E-008  0.743722E-002  0.710619        2.57484      -0.254772E-002   14.8964       0.961945E-001 -0.809337E-002  0.604066     
