|6.6.6
Al98-05a_lagged_2_1.tab                                                                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          94
T(K)           P(bar)         Si,mol,pfu     Al,mol,pfu     Cr,mol,pfu     Fe,mol,pfu     Mg,mol,pfu     Ca,mol,pfu     H2,mol,pfu     C,mol,pfu      S2,mol,pfu     O2,mol,pfu     y_{CO2}        y_{CH4}        y_{H2S}        y_{H2}         y_{H2O}        m_{Al+3}       m_{AlO2-}      m_{AlO2(SiO}   m_{Ca(HCO3)}   m_{Ca(HCOO)}   m_{Ca(HSiO3}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaO,aq}     m_{CaSO4,aq}   m_{CO,aq}      m_{CO3-2}      m_{Cr+2}       m_{CrOH+}      m_{Cr+3}       m_{CrOH+2}     m_{Cr(OH)2+}   m_{Cr(OH)3}    m_{Cr(OH)4-}   m_{CrO4-2}     m_{Cr2O7-2}    m_{Fecho+}     m_{Fecho0}     m_{Fe(HCOO)}   m_{Fe(HSiO3}   m_{Fe(OH)+}    m_{Fe+2}       m_{Fe+3}       m_{FeO,aq}     m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HCrO4-}     m_{HFeO2-}     m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{Isobutan}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgO,aq}     m_{MgOH+}      m_{MgSO4,aq}   m_{O2,aq}      m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-}        m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{Si3O6,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            ref_chg        tot_solute_m  
  916.000        27300.0       0.264343E-002  0.304485E-004  0.701936E-007  0.582918E-003  0.102888E-001  0.317465E-002  0.979331       0.736840E-002  0.124052E-002  0.510280       0.505257E-002   0.00000       0.114726E-005  0.233624E-006  0.976639       0.383474E-015  0.214237E-003  0.132086E-002  0.967124E-001  0.114082E-002  0.340681E-001  0.143016E-002  0.263626E-002  0.814340E-003  0.145251E-001  0.268654E-001  0.422332E-004  0.143121E-003  0.196102E-011  0.369924E-009  0.245594E-013  0.121622E-009  0.250298E-009  0.263965E-005  0.129954E-005  0.119273E-014  0.118296E-023  0.240167E-013  0.808577E-021  0.111589E-001  0.188178E-001  0.183280E-005  0.130515E-005  0.211072E-013  0.724127E-003  0.488080E-004  0.173969E-003  0.197089E-001  0.725420E-011  0.201510E-002  0.116892E-017  0.845574E-004  0.283513E-002  0.537703E-002  0.895448E-001  0.161876E-015  0.320616E-029  0.266369E-003  0.168320E-003  0.378297E-003  0.312744E-009  0.574574       0.172448E-002  0.397403E-003  0.127577E-017  0.167419E-001  0.157289E-009  0.811241E-007  0.389853E-013  0.838375E-013  0.334209E-013  0.183943E-025  0.391180E-008  0.618069E-011  0.595008E-016  0.236685E-012  0.663725E-013  0.801078E-014  0.129718E-019  0.444403E-002  0.152052E-004  0.822313E-001  0.206887E-003  0.492087E-007  0.167197E-001   1.26794        4.48775      -0.103171E-001   24.2637       0.191448      -0.154299E-001   1.02828     
  914.000        28500.0       0.258774E-002  0.300398E-004  0.109738E-006  0.591469E-003  0.105135E-001  0.381502E-002  0.979660       0.633683E-002  0.152887E-002  0.510652       0.391347E-002   0.00000       0.103310E-005  0.193793E-006  0.976834       0.606295E-015  0.218997E-003  0.128993E-002  0.104082       0.134619E-002  0.354903E-001  0.181545E-002  0.350442E-002  0.932150E-003  0.156097E-001  0.519168E-001  0.283018E-004  0.159513E-003  0.231459E-011  0.529924E-009  0.510107E-013  0.207263E-009  0.453931E-009  0.436508E-005  0.180943E-005  0.957663E-015  0.697100E-024  0.254149E-013  0.441611E-021  0.111920E-001  0.184900E-001  0.222419E-005  0.174237E-005  0.404133E-013  0.106730E-002  0.529308E-004  0.181610E-003  0.183510E-001  0.529292E-011  0.253272E-002  0.110983E-017  0.718828E-004  0.308175E-002  0.604867E-002  0.941266E-001  0.129128E-015  0.430552E-030  0.287887E-003  0.275732E-003  0.497426E-003  0.366523E-009  0.588124       0.203082E-002  0.450363E-003  0.759234E-018  0.185414E-001  0.814929E-010  0.712751E-007  0.357588E-013  0.826808E-013  0.332015E-013  0.105805E-025  0.958056E-009  0.179746E-011  0.581763E-016  0.347124E-013  0.350362E-013  0.565125E-015  0.581624E-020  0.398402E-002  0.129969E-004  0.789950E-001  0.163132E-003  0.580945E-007  0.192443E-001   1.27351        4.45041      -0.102143E-001   24.8582       0.206480      -0.191384E-001   1.08421     
  912.000        29700.0       0.245124E-002  0.351369E-004  0.159162E-006  0.584090E-003  0.106245E-001  0.273473E-002  0.981682       0.518645E-002  0.863065E-003  0.507926       0.296140E-002   0.00000       0.923118E-006  0.168023E-006  0.979151       0.195137E-015  0.273224E-003  0.151569E-002  0.910527E-001  0.125991E-002  0.314953E-001  0.144078E-002  0.202748E-002  0.101463E-002  0.164168E-001  0.919057E-002  0.155698E-004  0.302589E-003  0.155341E-011  0.436025E-009  0.936897E-014  0.832186E-010  0.324677E-009  0.560869E-005  0.334736E-005  0.841214E-015  0.359086E-024  0.182598E-012  0.109826E-018  0.106118E-001  0.160430E-001  0.184941E-005  0.964459E-006  0.852710E-014  0.143287E-002  0.456765E-004  0.188426E-003  0.207067E-001  0.384962E-011  0.477944E-002  0.120188E-017  0.499354E-004  0.426915E-002  0.340942E-002  0.710895E-001  0.103067E-015  0.177105E-026  0.251175E-003  0.190393E-003  0.294544E-003  0.393727E-009  0.595164       0.170547E-002  0.291426E-003  0.373468E-018  0.261408E-001  0.230552E-010  0.142586E-007  0.129054E-013  0.396856E-013  0.218940E-013  0.434796E-026  0.935198E-010  0.150473E-012  0.653700E-017  0.931946E-015  0.188490E-014  0.532199E-017  0.145734E-022  0.362900E-002  0.111741E-004  0.771397E-001  0.105065E-003  0.311674E-007  0.129507E-001   1.35856        4.50171      -0.728501E-002   25.2788       0.174320      -0.106630E-001   1.00652     
  910.000        30400.0       0.248539E-002  0.289534E-004  0.123917E-006  0.683081E-003  0.108616E-001  0.407220E-002  0.981099       0.461030E-002  0.163082E-002  0.510132       0.190125E-002   0.00000       0.207321E-005  0.188131E-006  0.977951       0.693698E-015  0.227035E-003  0.121587E-002  0.118219       0.187992E-002  0.379225E-001  0.228409E-002  0.440992E-002  0.114451E-002  0.174087E-001  0.467794E-001  0.864625E-005  0.197995E-003  0.306675E-011  0.655409E-009  0.423722E-013  0.218545E-009  0.445436E-009  0.472695E-005  0.227207E-005  0.330626E-015  0.360837E-025  0.405699E-013  0.113911E-020  0.150769E-001  0.190100E-001  0.288076E-005  0.223762E-005  0.377458E-013  0.127158E-002  0.599165E-004  0.192736E-003  0.161857E-001  0.115646E-011  0.322526E-002  0.747518E-018  0.161218E-003  0.358420E-002  0.845390E-002  0.104033       0.417402E-016  0.451863E-029  0.327751E-003  0.302263E-003  0.627023E-003  0.444169E-009  0.609317       0.249179E-002  0.531243E-003  0.487656E-019  0.220014E-001  0.305240E-009  0.153966E-006  0.699908E-013  0.134464E-012  0.422903E-013  0.676820E-027  0.984775E-008  0.939442E-011  0.108382E-015  0.261704E-012  0.128523E-012  0.628445E-014  0.125083E-019  0.304409E-002  0.781430E-005  0.722590E-001  0.968782E-004  0.830733E-007  0.240842E-001   1.28731        4.38477      -0.970095E-002   25.9915       0.236977      -0.202570E-001   1.13806     
  915.000        27800.0       0.258141E-002  0.314050E-004  0.893999E-007  0.575996E-003  0.103909E-001  0.315998E-002  0.979870       0.675261E-002  0.119752E-002  0.509786       0.446945E-002   0.00000       0.107186E-005  0.230745E-006  0.977244       0.342947E-015  0.226647E-003  0.135966E-002  0.948630E-001  0.115333E-002  0.330450E-001  0.147379E-002  0.251111E-002  0.869966E-003  0.150461E-001  0.285520E-001  0.365880E-004  0.167207E-003  0.183542E-011  0.398953E-009  0.251265E-013  0.127448E-009  0.303109E-009  0.337354E-005  0.164773E-005  0.102203E-014  0.706043E-024  0.408016E-013  0.311713E-020  0.110715E-001  0.180444E-001  0.185405E-005  0.124390E-005  0.204312E-013  0.860063E-003  0.478456E-004  0.177894E-003  0.198347E-001  0.562519E-011  0.237801E-002  0.115529E-017  0.115736E-003  0.311199E-002  0.513683E-002  0.837014E-001  0.132065E-015  0.220762E-028  0.261534E-003  0.192780E-003  0.359273E-003  0.336012E-009  0.580809       0.173527E-002  0.359084E-003  0.805418E-018  0.185718E-001  0.419063E-009  0.113385E-006  0.416801E-013  0.789914E-013  0.298502E-013  0.124306E-025  0.129529E-007  0.304355E-010  0.824867E-016  0.191298E-011  0.172262E-012  0.100673E-012  0.792387E-019  0.422003E-002  0.140730E-004  0.807768E-001  0.187346E-003  0.493570E-007  0.164302E-001   1.29019        4.48925      -0.100106E-001   24.5432       0.187103      -0.148896E-001   1.02771     
  911.000        30000.0       0.239029E-002  0.337039E-004  0.168863E-006  0.569709E-003  0.107283E-001  0.309093E-002  0.981458       0.500035E-002  0.104272E-002  0.508314       0.276552E-002   0.00000       0.124354E-005  0.174930E-006  0.978939       0.265483E-015  0.263914E-003  0.144472E-002  0.927550E-001  0.135923E-002  0.310226E-001  0.170010E-002  0.241917E-002  0.107503E-002  0.168394E-001  0.268957E-001  0.153080E-004  0.263799E-003  0.168702E-011  0.541024E-009  0.211394E-013  0.138152E-009  0.473221E-009  0.634738E-005  0.316098E-005  0.750968E-015  0.339990E-024  0.476468E-013  0.262236E-020  0.106286E-001  0.157078E-001  0.211262E-005  0.121215E-005  0.163574E-013  0.151760E-002  0.469786E-004  0.189403E-003  0.195013E-001  0.342719E-011  0.422591E-002  0.109205E-017  0.814588E-004  0.411481E-002  0.452288E-002  0.698483E-001  0.864477E-016  0.101584E-028  0.256455E-003  0.274379E-003  0.344386E-003  0.428860E-009  0.601142       0.186238E-002  0.287976E-003  0.355746E-018  0.253373E-001  0.142048E-009  0.449462E-007  0.211084E-013  0.458786E-013  0.197967E-013  0.431754E-026  0.124929E-007  0.595952E-011  0.173522E-016  0.266095E-012  0.404181E-013  0.105564E-013  0.268820E-020  0.344977E-002  0.102856E-004  0.751145E-001  0.982763E-004  0.503933E-007  0.156368E-001   1.35445        4.48268      -0.879169E-002   25.5424       0.179811      -0.129432E-001   1.03027     
  918.000        26400.0       0.267821E-002  0.297975E-004  0.575282E-007  0.541444E-003  0.102390E-001  0.284355E-002  0.979220       0.760257E-002  0.111163E-002  0.509927       0.556136E-002   0.00000       0.713631E-006  0.246748E-006  0.976716       0.318325E-015  0.207205E-003  0.128956E-002  0.866456E-001  0.868121E-003  0.343456E-001  0.132734E-002  0.237701E-002  0.721454E-003  0.143134E-001  0.187983E-001  0.451471E-004  0.121617E-003  0.173371E-011  0.286419E-009  0.167592E-013  0.957332E-010  0.187401E-009  0.209178E-005  0.113242E-005  0.106949E-014  0.112685E-023  0.558450E-014  0.382170E-022  0.910126E-002  0.189541E-001  0.162918E-005  0.108841E-005  0.163141E-013  0.568965E-003  0.482809E-004  0.173554E-003  0.166792E-001  0.724251E-011  0.172396E-002  0.117362E-017  0.447213E-004  0.268910E-002  0.435998E-002  0.857916E-001  0.159343E-015  0.169997E-030  0.238755E-003  0.136278E-003  0.345360E-003  0.270452E-009  0.571186       0.166781E-002  0.379343E-003  0.149610E-017  0.158142E-001  0.435871E-010  0.337685E-007  0.257603E-013  0.634687E-013  0.292590E-013  0.191551E-025  0.838525E-008  0.447872E-012  0.187844E-016  0.404012E-014  0.170450E-013  0.312211E-016  0.149094E-021  0.462516E-002  0.160399E-004  0.834156E-001  0.243493E-003  0.362547E-007  0.149688E-001   1.25393        4.48943      -0.975481E-002   24.0267       0.176596      -0.138816E-001  0.994238     
  916.000        27600.0       0.263231E-002  0.305717E-004  0.786761E-007  0.562632E-003  0.103681E-001  0.332807E-002  0.979419       0.709860E-002  0.129976E-002  0.510337       0.476236E-002   0.00000       0.117553E-005  0.204433E-006  0.976700       0.432754E-015  0.216660E-003  0.132290E-002  0.990484E-001  0.112269E-002  0.346318E-001  0.151602E-002  0.282198E-002  0.843216E-003  0.148603E-001  0.320812E-001  0.357497E-004  0.146633E-003  0.198318E-011  0.393950E-009  0.302336E-013  0.140325E-009  0.294161E-009  0.300977E-005  0.140834E-005  0.125655E-014  0.125143E-023  0.194076E-013  0.410358E-021  0.103248E-001  0.184042E-001  0.187950E-005  0.137048E-005  0.256045E-013  0.783381E-003  0.498826E-004  0.177540E-003  0.194230E-001  0.745673E-011  0.208539E-002  0.126639E-017  0.642492E-004  0.289331E-002  0.520300E-002  0.908372E-001  0.167783E-015  0.683867E-030  0.273321E-003  0.191843E-003  0.404627E-003  0.323495E-009  0.579256       0.180246E-002  0.408858E-003  0.127966E-017  0.171610E-001  0.857752E-010  0.620819E-007  0.318965E-013  0.738650E-013  0.314213E-013  0.169003E-025  0.143383E-008  0.217056E-011  0.475174E-016  0.488220E-013  0.367013E-013  0.932371E-015  0.511342E-020  0.433673E-002  0.148047E-004  0.816855E-001  0.184022E-003  0.478109E-007  0.171608E-001   1.26903        4.47743      -0.102797E-001   24.3916       0.194359      -0.162378E-001   1.04178     
  914.000        28800.0       0.245299E-002  0.348034E-004  0.133334E-006  0.522063E-003  0.105466E-001  0.272203E-002  0.981007       0.585761E-002  0.872348E-003  0.508229       0.373834E-002   0.00000       0.869415E-006  0.174385E-006  0.978626       0.174598E-015  0.263805E-003  0.150755E-002  0.865388E-001  0.104327E-002  0.299968E-001  0.137073E-002  0.183137E-002  0.959172E-003  0.158826E-001  0.153493E-001  0.242691E-004  0.251286E-003  0.133127E-011  0.391558E-009  0.121961E-013  0.911415E-010  0.326321E-009  0.481852E-005  0.267376E-005  0.111204E-014  0.816337E-024  0.286389E-013  0.154782E-020  0.895960E-002  0.155708E-001  0.169484E-005  0.876118E-006  0.999531E-014  0.117020E-002  0.433482E-004  0.184521E-003  0.210835E-001  0.579209E-011  0.363563E-002  0.130536E-017  0.383217E-004  0.389543E-002  0.334920E-002  0.659862E-001  0.132200E-015  0.279584E-029  0.238739E-003  0.195780E-003  0.263896E-003  0.374140E-009  0.590145       0.159832E-002  0.253836E-003  0.815542E-018  0.236957E-001  0.181611E-010  0.149255E-007  0.108118E-013  0.315985E-013  0.179103E-013  0.100776E-025  0.770438E-010  0.128839E-012  0.454438E-017  0.818474E-015  0.107770E-014  0.440641E-017  0.265654E-022  0.392268E-002  0.128015E-004  0.788024E-001  0.127474E-003  0.347699E-007  0.128947E-001   1.35020        4.51927      -0.888037E-002   24.9334       0.164992      -0.108499E-001  0.991097     
  913.000        29300.0       0.255891E-002  0.297138E-004  0.806091E-007  0.688896E-003  0.106485E-001  0.347951E-002  0.981335       0.500520E-002  0.137460E-002  0.509556       0.240372E-002   0.00000       0.201059E-005  0.204110E-006  0.978305       0.442358E-015  0.225194E-003  0.126407E-002  0.110635       0.163155E-002  0.369638E-001  0.182712E-002  0.337519E-002  0.101602E-002  0.163210E-001  0.244796E-001  0.137427E-004  0.182475E-003  0.268035E-011  0.466382E-009  0.201644E-013  0.129028E-009  0.246624E-009  0.289010E-005  0.165553E-005  0.381625E-015  0.481314E-025  0.258792E-013  0.410265E-021  0.154418E-001  0.199116E-001  0.243348E-005  0.171556E-005  0.195066E-013  0.881725E-003  0.557649E-004  0.186635E-003  0.175012E-001  0.145117E-011  0.261549E-002  0.758978E-018  0.138643E-003  0.336263E-002  0.773325E-002  0.100607       0.512786E-016  0.782310E-030  0.305717E-003  0.186598E-003  0.485149E-003  0.380884E-009  0.596993       0.214835E-002  0.471550E-003  0.714060E-019  0.202505E-001  0.170998E-009  0.123957E-006  0.677706E-013  0.136010E-012  0.449270E-013  0.121438E-026  0.482594E-008  0.270036E-011  0.793463E-016  0.361764E-013  0.726616E-013  0.405954E-015  0.254521E-020  0.341651E-002  0.950151E-005  0.757762E-001  0.131356E-003  0.718199E-007  0.213846E-001   1.28481        4.41705      -0.954742E-002   25.4719       0.222263      -0.169489E-001   1.08794     
  916.000        27600.0       0.263231E-002  0.305717E-004  0.786761E-007  0.562632E-003  0.103681E-001  0.332807E-002  0.979419       0.709860E-002  0.129976E-002  0.510337       0.476236E-002   0.00000       0.117553E-005  0.204433E-006  0.976700       0.432754E-015  0.216660E-003  0.132290E-002  0.990484E-001  0.112269E-002  0.346318E-001  0.151602E-002  0.282198E-002  0.843216E-003  0.148603E-001  0.320812E-001  0.357497E-004  0.146633E-003  0.198318E-011  0.393950E-009  0.302336E-013  0.140325E-009  0.294161E-009  0.300977E-005  0.140834E-005  0.125655E-014  0.125143E-023  0.194076E-013  0.410358E-021  0.103248E-001  0.184042E-001  0.187950E-005  0.137048E-005  0.256045E-013  0.783381E-003  0.498826E-004  0.177540E-003  0.194230E-001  0.745673E-011  0.208539E-002  0.126639E-017  0.642492E-004  0.289331E-002  0.520300E-002  0.908372E-001  0.167783E-015  0.683867E-030  0.273321E-003  0.191843E-003  0.404627E-003  0.323495E-009  0.579256       0.180246E-002  0.408858E-003  0.127966E-017  0.171610E-001  0.857752E-010  0.620819E-007  0.318965E-013  0.738650E-013  0.314213E-013  0.169003E-025  0.143383E-008  0.217056E-011  0.475174E-016  0.488220E-013  0.367013E-013  0.932371E-015  0.511342E-020  0.433673E-002  0.148047E-004  0.816855E-001  0.184022E-003  0.478109E-007  0.171608E-001   1.26903        4.47743      -0.102797E-001   24.3916       0.194359      -0.162378E-001   1.04178     
  917.000        27100.0       0.264570E-002  0.306057E-004  0.652951E-007  0.557318E-003  0.103105E-001  0.311156E-002  0.979404       0.734128E-002  0.119977E-002  0.510154       0.504173E-002   0.00000       0.598909E-006  0.226316E-006  0.976726       0.359570E-015  0.215319E-003  0.132687E-002  0.969753E-001  0.101753E-002  0.342711E-001  0.140862E-002  0.256316E-002  0.812398E-003  0.145997E-001  0.229930E-001  0.432224E-004  0.142247E-003  0.186175E-011  0.330868E-009  0.208074E-013  0.110824E-009  0.222204E-009  0.241279E-005  0.125131E-005  0.116734E-014  0.110557E-023  0.983364E-014  0.102205E-021  0.101290E-001  0.185890E-001  0.175018E-005  0.121244E-005  0.191355E-013  0.654711E-003  0.488457E-004  0.175597E-003  0.196787E-001  0.702669E-011  0.190451E-002  0.119227E-017  0.444661E-004  0.283345E-002  0.484257E-002  0.897158E-001  0.158321E-015  0.887643E-031  0.267329E-003  0.155614E-003  0.370327E-003  0.306942E-009  0.575773       0.172759E-002  0.394448E-003  0.122127E-017  0.167202E-001  0.329374E-010  0.395641E-007  0.266828E-013  0.685745E-013  0.314719E-013  0.182329E-025  0.520172E-009  0.428498E-012  0.278216E-016  0.524379E-014  0.142416E-013  0.568144E-016  0.764088E-021  0.444615E-002  0.151823E-004  0.823798E-001  0.206793E-003  0.424148E-007  0.164466E-001   1.26764        4.48723      -0.102868E-001   24.2432       0.189985      -0.149750E-001   1.02390     
  915.000        28200.0       0.258421E-002  0.307425E-004  0.101088E-006  0.566143E-003  0.104943E-001  0.354661E-002  0.979850       0.637988E-002  0.138427E-002  0.510213       0.402519E-002   0.00000       0.825946E-006  0.194533E-006  0.977113       0.495270E-015  0.223490E-003  0.132376E-002  0.100679       0.120148E-002  0.347252E-001  0.168057E-002  0.309069E-002  0.910623E-003  0.154949E-001  0.416965E-001  0.291097E-004  0.162990E-003  0.206854E-011  0.462280E-009  0.398716E-013  0.173163E-009  0.389038E-009  0.393963E-005  0.174506E-005  0.101318E-014  0.724275E-024  0.186631E-013  0.295981E-021  0.103605E-001  0.180770E-001  0.204177E-005  0.150437E-005  0.322541E-013  0.964639E-003  0.510718E-004  0.181867E-003  0.188174E-001  0.553797E-011  0.243706E-002  0.117923E-017  0.558429E-004  0.310979E-002  0.535848E-002  0.899902E-001  0.133279E-015  0.271354E-030  0.278368E-003  0.241054E-003  0.440923E-003  0.353000E-009  0.586957       0.192519E-002  0.412384E-003  0.787110E-018  0.186561E-001  0.557177E-010  0.527230E-007  0.288094E-013  0.700568E-013  0.301494E-013  0.109179E-025  0.660057E-009  0.115007E-011  0.411107E-016  0.213523E-013  0.234806E-013  0.334826E-015  0.364208E-020  0.405539E-002  0.133630E-004  0.797214E-001  0.163381E-003  0.507072E-007  0.179939E-001   1.28070        4.46344      -0.100818E-001   24.7520       0.197978      -0.173320E-001   1.06149     
  918.000        26500.0       0.266134E-002  0.306806E-004  0.575088E-007  0.544269E-003  0.102364E-001  0.297211E-002  0.979135       0.776343E-002  0.113761E-002  0.510167       0.551540E-002   0.00000       0.447134E-006  0.248376E-006  0.976517       0.316600E-015  0.213232E-003  0.133412E-002  0.942305E-001  0.908527E-003  0.337211E-001  0.130792E-002  0.234609E-002  0.773208E-003  0.142533E-001  0.191142E-001  0.520312E-004  0.135529E-003  0.171499E-011  0.287283E-009  0.170972E-013  0.957268E-010  0.188662E-009  0.209360E-005  0.113050E-005  0.120876E-014  0.116069E-023  0.612177E-014  0.408955E-022  0.963884E-002  0.185638E-001  0.161340E-005  0.108326E-005  0.163556E-013  0.571477E-003  0.474878E-004  0.173001E-003  0.200556E-001  0.743995E-011  0.174191E-002  0.120236E-017  0.338093E-004  0.274169E-002  0.440477E-002  0.878375E-001  0.164940E-015  0.222133E-031  0.259507E-003  0.135855E-003  0.340544E-003  0.290605E-009  0.571232       0.164020E-002  0.378512E-003  0.133320E-017  0.160900E-001  0.176235E-010  0.283155E-007  0.225017E-013  0.617714E-013  0.303796E-013  0.212111E-025  0.318317E-009  0.146876E-012  0.187340E-016  0.114728E-014  0.762332E-014  0.774071E-017  0.218843E-021  0.462239E-002  0.159997E-004  0.834399E-001  0.230777E-003  0.372748E-007  0.155529E-001   1.26495        4.50091      -0.103983E-001   24.0250       0.184207      -0.142050E-001   1.00814     
  917.000        26900.0       0.265339E-002  0.305781E-004  0.616245E-007  0.563078E-003  0.102611E-001  0.304056E-002  0.979269       0.756247E-002  0.117318E-002  0.510174       0.528217E-002   0.00000       0.648857E-006  0.231692E-006  0.976615       0.338191E-015  0.213822E-003  0.132805E-002  0.953850E-001  0.100760E-002  0.339001E-001  0.135689E-002  0.245710E-002  0.791956E-003  0.143827E-001  0.212923E-001  0.478374E-004  0.139216E-003  0.182115E-011  0.317057E-009  0.190742E-013  0.103548E-009  0.206513E-009  0.226341E-005  0.119306E-005  0.117795E-014  0.113166E-023  0.160373E-013  0.856183E-021  0.103997E-001  0.187109E-001  0.170470E-005  0.116815E-005  0.176334E-013  0.624659E-003  0.480939E-004  0.173538E-003  0.198900E-001  0.720114E-011  0.185019E-002  0.117555E-017  0.656208E-004  0.278722E-002  0.484068E-002  0.887071E-001  0.160586E-015  0.771527E-029  0.262700E-003  0.145973E-003  0.355190E-003  0.299708E-009  0.572816       0.167753E-002  0.386617E-003  0.127639E-017  0.164004E-001  0.160284E-009  0.608017E-007  0.318451E-013  0.732634E-013  0.320007E-013  0.197326E-025  0.644142E-008  0.975331E-011  0.418011E-016  0.557345E-012  0.664082E-013  0.270375E-013  0.168305E-019  0.453521E-002  0.155800E-004  0.828645E-001  0.221083E-003  0.424529E-007  0.160801E-001   1.26649        4.49475      -0.103452E-001   24.1381       0.187556      -0.146154E-001   1.01617     
  916.000        27600.0       0.263231E-002  0.305717E-004  0.786761E-007  0.562632E-003  0.103681E-001  0.332807E-002  0.979419       0.709860E-002  0.129976E-002  0.510337       0.476236E-002   0.00000       0.117553E-005  0.204433E-006  0.976700       0.432754E-015  0.216660E-003  0.132290E-002  0.990484E-001  0.112269E-002  0.346318E-001  0.151602E-002  0.282198E-002  0.843216E-003  0.148603E-001  0.320812E-001  0.357497E-004  0.146633E-003  0.198318E-011  0.393950E-009  0.302336E-013  0.140325E-009  0.294161E-009  0.300977E-005  0.140834E-005  0.125655E-014  0.125143E-023  0.194076E-013  0.410358E-021  0.103248E-001  0.184042E-001  0.187950E-005  0.137048E-005  0.256045E-013  0.783381E-003  0.498826E-004  0.177540E-003  0.194230E-001  0.745673E-011  0.208539E-002  0.126639E-017  0.642492E-004  0.289331E-002  0.520300E-002  0.908372E-001  0.167783E-015  0.683867E-030  0.273321E-003  0.191843E-003  0.404627E-003  0.323495E-009  0.579256       0.180246E-002  0.408858E-003  0.127966E-017  0.171610E-001  0.857752E-010  0.620819E-007  0.318965E-013  0.738650E-013  0.314213E-013  0.169003E-025  0.143383E-008  0.217056E-011  0.475174E-016  0.488220E-013  0.367013E-013  0.932371E-015  0.511342E-020  0.433673E-002  0.148047E-004  0.816855E-001  0.184022E-003  0.478109E-007  0.171608E-001   1.26903        4.47743      -0.102797E-001   24.3916       0.194359      -0.162378E-001   1.04178     
  913.000        29300.0       0.255891E-002  0.297138E-004  0.806091E-007  0.688896E-003  0.106485E-001  0.347951E-002  0.981335       0.500520E-002  0.137460E-002  0.509556       0.240372E-002   0.00000       0.201059E-005  0.204110E-006  0.978305       0.442358E-015  0.225194E-003  0.126407E-002  0.110635       0.163155E-002  0.369638E-001  0.182712E-002  0.337519E-002  0.101602E-002  0.163210E-001  0.244796E-001  0.137427E-004  0.182475E-003  0.268035E-011  0.466382E-009  0.201644E-013  0.129028E-009  0.246624E-009  0.289010E-005  0.165553E-005  0.381625E-015  0.481314E-025  0.258792E-013  0.410265E-021  0.154418E-001  0.199116E-001  0.243348E-005  0.171556E-005  0.195066E-013  0.881725E-003  0.557649E-004  0.186635E-003  0.175012E-001  0.145117E-011  0.261549E-002  0.758978E-018  0.138643E-003  0.336263E-002  0.773325E-002  0.100607       0.512786E-016  0.782310E-030  0.305717E-003  0.186598E-003  0.485149E-003  0.380884E-009  0.596993       0.214835E-002  0.471550E-003  0.714060E-019  0.202505E-001  0.170998E-009  0.123957E-006  0.677706E-013  0.136010E-012  0.449270E-013  0.121438E-026  0.482594E-008  0.270036E-011  0.793463E-016  0.361764E-013  0.726616E-013  0.405954E-015  0.254521E-020  0.341651E-002  0.950151E-005  0.757762E-001  0.131356E-003  0.718199E-007  0.213846E-001   1.28481        4.41705      -0.954742E-002   25.4719       0.222263      -0.169489E-001   1.08794     
  917.000        26900.0       0.265339E-002  0.305781E-004  0.616245E-007  0.563078E-003  0.102611E-001  0.304056E-002  0.979269       0.756247E-002  0.117318E-002  0.510174       0.528217E-002   0.00000       0.648857E-006  0.231692E-006  0.976615       0.338191E-015  0.213822E-003  0.132805E-002  0.953850E-001  0.100760E-002  0.339001E-001  0.135689E-002  0.245710E-002  0.791956E-003  0.143827E-001  0.212923E-001  0.478374E-004  0.139216E-003  0.182115E-011  0.317057E-009  0.190742E-013  0.103548E-009  0.206513E-009  0.226341E-005  0.119306E-005  0.117795E-014  0.113166E-023  0.160373E-013  0.856183E-021  0.103997E-001  0.187109E-001  0.170470E-005  0.116815E-005  0.176334E-013  0.624659E-003  0.480939E-004  0.173538E-003  0.198900E-001  0.720114E-011  0.185019E-002  0.117555E-017  0.656208E-004  0.278722E-002  0.484068E-002  0.887071E-001  0.160586E-015  0.771527E-029  0.262700E-003  0.145973E-003  0.355190E-003  0.299708E-009  0.572816       0.167753E-002  0.386617E-003  0.127639E-017  0.164004E-001  0.160284E-009  0.608017E-007  0.318451E-013  0.732634E-013  0.320007E-013  0.197326E-025  0.644142E-008  0.975331E-011  0.418011E-016  0.557345E-012  0.664082E-013  0.270375E-013  0.168305E-019  0.453521E-002  0.155800E-004  0.828645E-001  0.221083E-003  0.424529E-007  0.160801E-001   1.26649        4.49475      -0.103452E-001   24.1381       0.187556      -0.146154E-001   1.01617     
