|6.6.6
PT_inf_gloss47_2.tab                                                                                
           1
n,alqt. 
  0.000000000000000E+000
  0.000000000000000E+000
           0
           5
n,alqt.        node#          mu[O2],J/mol   mu[S2],J/mol   mu[C],J/mol   
  0.00000        1.00000       -357444.       -252948.       -71060.2     
 0.100000        2.00000       -357204.       -120460.       -71296.5     
 0.200000        3.00000       -357204.       -119314.       -71296.5     
 0.300000        4.00000       -357204.       -122676.       -71296.5     
 0.400000        5.00000       -357270.       -116161.       -71228.7     
 0.500000        6.00000       -357270.       -107035.       -71228.7     
 0.600000        7.00000       -357270.       -122485.       -71228.7     
 0.700000        8.00000       -357270.       -122485.       -71228.7     
 0.800000        9.00000       -357270.       -122485.       -71228.7     
 0.900000        10.0000       -357270.       -122485.       -71228.7     
  1.00000        11.0000       -357270.       -122485.       -71228.7     
  1.10000        12.0000       -357270.       -122485.       -71228.7     
  1.20000        13.0000       -357270.       -122485.       -71228.7     
  1.30000        14.0000       -357584.       -121554.       -70913.9     
  1.40000        15.0000       -357584.       -121554.       -70913.9     
  1.50000        16.0000       -357584.       -121554.       -70913.9     
  1.60000        17.0000       -357584.       -121554.       -70913.9     
  1.70000        18.0000       -357584.       -121554.       -70913.9     
  1.80000        19.0000       -357584.       -121554.       -70913.9     
  1.90000        20.0000       -357584.       -121554.       -70913.9     
  2.00000        21.0000       -357584.       -121554.       -70913.9     
  2.10000        22.0000       -357584.       -121554.       -70913.9     
  2.20000        23.0000       -357584.       -121554.       -70913.9     
  2.30000        24.0000       -357584.       -121554.       -70913.9     
  2.40000        25.0000       -357584.       -121554.       -70913.9     
  2.50000        26.0000       -357584.       -121554.       -70913.9     
  2.60000        27.0000       -357584.       -121554.       -70913.9     
  2.70000        28.0000       -357584.       -121554.       -70913.9     
  2.80000        29.0000       -357584.       -121554.       -70913.9     
  2.90000        30.0000       -357584.       -121554.       -70913.9     
  3.00000        31.0000       -357584.       -121554.       -70913.9     
  3.10000        32.0000       -357584.       -121554.       -70913.9     
  3.20000        33.0000       -357584.       -121554.       -70913.9     
  3.30000        34.0000       -357584.       -121554.       -70913.9     
  3.40000        35.0000       -357584.       -121554.       -70913.9     
  3.50000        36.0000       -357584.       -121554.       -70913.9     
