|6.6.6
PT_inf_gloss20_2.tab                                                                                
           1
n,alqt. 
  0.000000000000000E+000
  0.000000000000000E+000
           0
           5
n,alqt.        node#          mu[O2],J/mol   mu[S2],J/mol   mu[C],J/mol   
  0.00000        1.00000       -359342.       -307465.       -73962.7     
 0.100000        2.00000       -359049.       -132395.       -74253.7     
 0.200000        3.00000       -359049.       -131604.       -74253.7     
 0.300000        4.00000       -359049.       -134648.       -74253.7     
 0.400000        5.00000       -359017.       -121712.       -74284.8     
 0.500000        6.00000       -359017.       -122793.       -74284.8     
 0.600000        7.00000       -359326.       -133831.       -73974.3     
 0.700000        8.00000       -359326.       -133831.       -73974.3     
 0.800000        9.00000       -359326.       -133831.       -73974.3     
 0.900000        10.0000       -359326.       -133831.       -73974.3     
  1.00000        11.0000       -359326.       -133831.       -73974.3     
  1.10000        12.0000       -359326.       -133831.       -73974.3     
  1.20000        13.0000       -359326.       -133831.       -73974.3     
  1.30000        14.0000       -359326.       -133831.       -73974.3     
  1.40000        15.0000       -359326.       -133831.       -73974.3     
  1.50000        16.0000       -359326.       -133831.       -73974.3     
  1.60000        17.0000       -359326.       -133831.       -73974.3     
  1.70000        18.0000       -359326.       -133831.       -73974.3     
  1.80000        19.0000       -359326.       -133831.       -73974.3     
  1.90000        20.0000       -359326.       -133831.       -73974.3     
  2.00000        21.0000       -359326.       -133831.       -73974.3     
  2.10000        22.0000       -359326.       -133831.       -73974.3     
  2.20000        23.0000       -359326.       -133831.       -73974.3     
  2.30000        24.0000       -359326.       -133831.       -73974.3     
  2.40000        25.0000       -359326.       -133831.       -73974.3     
  2.50000        26.0000       -359326.       -133831.       -73974.3     
  2.60000        27.0000       -359326.       -133831.       -73974.3     
  2.70000        28.0000       -359326.       -133831.       -73974.3     
  2.80000        29.0000       -359326.       -133831.       -73974.3     
  2.90000        30.0000       -359326.       -133831.       -73974.3     
  3.00000        31.0000       -359326.       -133831.       -73974.3     
  3.10000        32.0000       -359326.       -133831.       -73974.3     
  3.20000        33.0000       -359326.       -133831.       -73974.3     
  3.30000        34.0000       -359326.       -133831.       -73974.3     
  3.40000        35.0000       -359326.       -133831.       -73974.3     
  3.50000        36.0000       -359326.       -133831.       -73974.3     
  3.60000        37.0000       -359326.       -133831.       -73974.3     
  3.70000        38.0000       -359326.       -133831.       -73974.3     
  3.80000        39.0000       -359326.       -133831.       -73974.3     
  3.90000        40.0000       -359326.       -133831.       -73974.3     
  4.00000        41.0000       -359326.       -133831.       -73974.3     
  4.10000        42.0000       -359326.       -133831.       -73974.3     
  4.20000        43.0000       -359326.       -133831.       -73974.3     
  4.30000        44.0000       -359326.       -133831.       -73974.3     
  4.40000        45.0000       -359326.       -133831.       -73974.3     
  4.50000        46.0000       -359326.       -133831.       -73974.3     
  4.60000        47.0000       -359326.       -133831.       -73974.3     
  4.70000        48.0000       -359326.       -133831.       -73974.3     
  4.80000        49.0000       -359326.       -133831.       -73974.3     
  4.90000        50.0000       -359326.       -133831.       -73974.3     
  5.00000        51.0000       -359326.       -133831.       -73974.3     
  5.10000        52.0000       -359326.       -133831.       -73974.3     
  5.20000        53.0000       -359326.       -133831.       -73974.3     
  5.30000        54.0000       -359326.       -133831.       -73974.3     
  5.40000        55.0000       -359326.       -133831.       -73974.3     
  5.50000        56.0000       -359326.       -133831.       -73974.3     
  5.60000        57.0000       -359326.       -133831.       -73974.3     
  5.70000        58.0000       -359326.       -133831.       -73974.3     
  5.80000        59.0000       -359326.       -133831.       -73974.3     
  5.90000        60.0000       -359193.       -134255.       -74113.8     
  6.00000        61.0000       -359193.       -134255.       -74113.8     
  6.10000        62.0000       -359193.       -134255.       -74113.8     
  6.20000        63.0000       -359193.       -134255.       -74113.8     
  6.30000        64.0000       -359193.       -134255.       -74113.8     
  6.40000        65.0000       -359193.       -134255.       -74113.8     
  6.50000        66.0000       -359193.       -134255.       -74113.8     
  6.60000        67.0000       -359193.       -134255.       -74113.8     
  6.70000        68.0000       -359193.       -134255.       -74113.8     
  6.80000        69.0000       -359193.       -134255.       -74113.8     
  6.90000        70.0000       -359193.       -134255.       -74113.8     
  7.00000        71.0000       -359193.       -134255.       -74113.8     
  7.10000        72.0000       -359193.       -134255.       -74113.8     
  7.20000        73.0000       -359193.       -134255.       -74113.8     
  7.30000        74.0000       -359193.       -134255.       -74113.8     
  7.40000        75.0000       -359193.       -134255.       -74113.8     
  7.50000        76.0000       -359193.       -134255.       -74113.8     
  7.60000        77.0000       -359193.       -134255.       -74113.8     
  7.70000        78.0000       -359193.       -134255.       -74113.8     
  7.80000        79.0000       -359193.       -134255.       -74113.8     
  7.90000        80.0000       -359193.       -134255.       -74113.8     
  8.00000        81.0000       -359193.       -134255.       -74113.8     
  8.10000        82.0000       -359193.       -134255.       -74113.8     
  8.20000        83.0000       -359193.       -134255.       -74113.8     
  8.30000        84.0000       -359193.       -134255.       -74113.8     
  8.40000        85.0000       -359193.       -134255.       -74113.8     
  8.50000        86.0000       -359193.       -134255.       -74113.8     
  8.60000        87.0000       -359193.       -134255.       -74113.8     
  8.70000        88.0000       -359193.       -134255.       -74113.8     
  8.80000        89.0000       -359193.       -134255.       -74113.8     
  8.90000        90.0000       -359193.       -134255.       -74113.8     
  9.00000        91.0000       -359193.       -134255.       -74113.8     
  9.10000        92.0000       -359193.       -134255.       -74113.8     
  9.20000        93.0000       -359193.       -134255.       -74113.8     
  9.30000        94.0000       -359193.       -134255.       -74113.8     
  9.40000        95.0000       -359193.       -134255.       -74113.8     
  9.50000        96.0000       -359193.       -134255.       -74113.8     
  9.60000        97.0000       -359193.       -134255.       -74113.8     
  9.70000        98.0000       -359193.       -134255.       -74113.8     
  9.80000        99.0000       -359193.       -134255.       -74113.8     
  9.90000        100.000       -359193.       -134255.       -74113.8     
  10.0000        101.000       -359193.       -134255.       -74113.8     
  10.1000        102.000       -359193.       -134255.       -74113.8     
  10.2000        103.000       -359193.       -134255.       -74113.8     
  10.3000        104.000       -359193.       -134255.       -74113.8     
  10.4000        105.000       -359193.       -134255.       -74113.8     
  10.5000        106.000       -359193.       -134255.       -74113.8     
  10.6000        107.000       -359193.       -134255.       -74113.8     
  10.7000        108.000       -359193.       -134255.       -74113.8     
  10.8000        109.000       -359193.       -134255.       -74113.8     
  10.9000        110.000       -359193.       -134255.       -74113.8     
  11.0000        111.000       -359193.       -134255.       -74113.8     
  11.1000        112.000       -359193.       -134255.       -74113.8     
  11.2000        113.000       -359193.       -134255.       -74113.8     
  11.3000        114.000       -359193.       -134255.       -74113.8     
  11.4000        115.000       -359193.       -134255.       -74113.8     
  11.5000        116.000       -359193.       -134255.       -74113.8     
  11.6000        117.000       -359193.       -134255.       -74113.8     
  11.7000        118.000       -359193.       -134255.       -74113.8     
  11.8000        119.000       -359193.       -134255.       -74113.8     
  11.9000        120.000       -359193.       -134255.       -74113.8     
  12.0000        121.000       -359193.       -134255.       -74113.8     
  12.1000        122.000       -359193.       -134255.       -74113.8     
  12.2000        123.000       -359193.       -134255.       -74113.8     
  12.3000        124.000       -359193.       -134255.       -74113.8     
  12.4000        125.000       -359193.       -134255.       -74113.8     
  12.5000        126.000       -359193.       -134255.       -74113.8     
  12.6000        127.000       -359193.       -134255.       -74113.8     
  12.7000        128.000       -359193.       -134255.       -74113.8     
  12.8000        129.000       -359193.       -134255.       -74113.8     
  12.9000        130.000       -359193.       -134255.       -74113.8     
  13.0000        131.000       -359193.       -134255.       -74113.8     
  13.1000        132.000       -359193.       -134255.       -74113.8     
  13.2000        133.000       -359193.       -134255.       -74113.8     
  13.3000        134.000       -359193.       -134255.       -74113.8     
  13.4000        135.000       -359193.       -134255.       -74113.8     
  13.5000        136.000       -359193.       -134255.       -74113.8     
  13.6000        137.000       -359193.       -134255.       -74113.8     
  13.7000        138.000       -359193.       -134255.       -74113.8     
  13.8000        139.000       -359193.       -134255.       -74113.8     
  13.9000        140.000       -359193.       -134255.       -74113.8     
  14.0000        141.000       -359193.       -134255.       -74113.8     
  14.1000        142.000       -359193.       -134255.       -74113.8     
  14.2000        143.000       -359193.       -134255.       -74113.8     
  14.3000        144.000       -359193.       -134255.       -74113.8     
  14.4000        145.000       -359193.       -134255.       -74113.8     
  14.5000        146.000       -359193.       -134255.       -74113.8     
  14.6000        147.000       -359197.       -134242.       -74109.5     
  14.7000        148.000       -359197.       -134242.       -74109.5     
  14.8000        149.000       -359197.       -134242.       -74109.5     
  14.9000        150.000       -359197.       -134242.       -74109.5     
  15.0000        151.000       -359197.       -134242.       -74109.5     
  15.1000        152.000       -359197.       -134242.       -74109.5     
  15.2000        153.000       -359197.       -134242.       -74109.5     
  15.3000        154.000       -359197.       -134242.       -74109.5     
  15.4000        155.000       -359197.       -134242.       -74109.5     
  15.5000        156.000       -359197.       -134242.       -74109.5     
  15.6000        157.000       -359197.       -134242.       -74109.5     
  15.7000        158.000       -359197.       -134242.       -74109.5     
  15.8000        159.000       -359197.       -134242.       -74109.5     
  15.9000        160.000       -359197.       -134242.       -74109.5     
  16.0000        161.000       -359197.       -134242.       -74109.5     
  16.1000        162.000       -359197.       -134242.       -74109.5     
  16.2000        163.000       -359197.       -134242.       -74109.5     
  16.3000        164.000       -359197.       -134242.       -74109.5     
  16.4000        165.000       -359197.       -134242.       -74109.5     
  16.5000        166.000       -359197.       -134242.       -74109.5     
  16.6000        167.000       -359197.       -134242.       -74109.5     
  16.7000        168.000       -359197.       -134242.       -74109.5     
  16.8000        169.000       -359197.       -134242.       -74109.5     
  16.9000        170.000       -337124.       -25678.3       -95426.1     
  17.0000        171.000       -337124.       -25678.3       -95426.1     
  17.1000        172.000       -359588.       -131933.       -73715.0     
  17.2000        173.000       -359588.       -131933.       -73715.0     
  17.3000        174.000       -359965.       -129805.       -73333.1     
  17.4000        175.000       -359965.       -129805.       -73333.1     
  17.5000        176.000       -360095.       -129413.       -73201.6     
  17.6000        177.000       -360095.       -129415.       -73201.6     
  17.7000        178.000       -360095.       -129415.       -73201.6     
  17.8000        179.000       -360095.       -129415.       -73201.6     
  17.9000        180.000       -360095.       -129415.       -73201.6     
  18.0000        181.000       -360095.       -129415.       -73201.6     
  18.1000        182.000       -360095.       -129415.       -73201.6     
  18.2000        183.000       -360095.       -129415.       -73201.6     
  18.3000        184.000       -360095.       -129415.       -73201.6     
  18.4000        185.000       -360095.       -129415.       -73201.6     
  18.5000        186.000       -360348.       -128655.       -72946.2     
  18.6000        187.000       -360348.       -128655.       -72946.2     
  18.7000        188.000       -360496.       -128210.       -72796.4     
  18.8000        189.000       -360496.       -128211.       -72796.4     
  18.9000        190.000       -360496.       -128211.       -72796.4     
  19.0000        191.000       -360496.       -128211.       -72796.4     
  19.1000        192.000       -360551.       -128044.       -72740.6     
  19.2000        193.000       -360551.       -128044.       -72740.6     
  19.3000        194.000       -360551.       -127789.       -72740.6     
  19.4000        195.000       -359344.       -42343.1       -73960.5     
  19.5000        196.000       -361084.       -124258.       -72202.6     
  19.6000        197.000       -361084.       -124258.       -72202.6     
  19.7000        198.000       -361084.       -124257.       -72202.6     
  19.8000        199.000       -361084.       -124255.       -72202.6     
  19.9000        200.000       -361341.       -60286.1       -71941.6     
  20.0000        201.000       -361341.       -43841.4       -71941.6     
  20.1000        202.000       -361341.       -43841.4       -71941.6     
  20.2000        203.000       -361112.       -123524.       -72173.5     
  20.3000        204.000       -360594.       -125066.       -72697.7     
  20.4000        205.000       -361233.       -122164.       -72051.5     
  20.5000        206.000       -362040.       -118644.       -71235.6     
  20.6000        207.000       -329653.       -20074.9       -102924.     
  20.7000        208.000       -370911.       -87695.0       -62245.8     
  20.8000        209.000       -370913.       -85129.3       -62348.8     
  20.9000        210.000       -371376.       -79754.0       -61883.7     
  21.0000        211.000       -371376.       -79754.0       -61883.7     
  21.1000        212.000       -371376.       -79754.0       -61883.7     
  21.2000        213.000       -371376.       -79754.0       -61883.7     
  21.3000        214.000       -371376.       -79754.0       -61883.7     
  21.4000        215.000       -371376.       -79754.0       -61883.7     
  21.5000        216.000       -371376.       -79754.0       -61883.7     
  21.6000        217.000       -371376.       -79754.0       -61883.7     
  21.7000        218.000       -371376.       -78778.6       -61872.3     
  21.8000        219.000       -367841.       -48716.3       -65440.5     
  21.9000        220.000       -362701.       -44861.3       -70585.8     
  22.0000        221.000       -362701.       -44861.3       -70585.8     
  22.1000        222.000       -362701.       -44861.3       -70585.8     
  22.2000        223.000       -362701.       -44861.3       -70585.8     
  22.3000        224.000       -362701.       -44861.3       -70585.8     
  22.4000        225.000       -362701.       -44861.3       -70585.8     
  22.5000        226.000       -362701.       -44861.3       -70585.8     
  22.6000        227.000       -362701.       -44861.3       -70585.8     
  22.7000        228.000       -362701.       -44861.3       -70585.8     
  22.8000        229.000       -362701.       -44861.3       -70585.8     
  22.9000        230.000       -362701.       -44861.3       -70585.8     
  23.0000        231.000       -362701.       -44861.3       -70585.8     
  23.1000        232.000       -362701.       -44861.3       -70585.8     
  23.2000        233.000       -362701.       -44861.3       -70585.8     
  23.3000        234.000       -362701.       -44861.3       -70585.8     
  23.4000        235.000       -362701.       -44861.3       -70585.8     
  23.5000        236.000       -362701.       -44861.3       -70585.8     
  23.6000        237.000       -362701.       -44861.3       -70585.8     
  23.7000        238.000       -362701.       -44861.3       -70585.8     
  23.8000        239.000       -361498.       -43959.2       -71773.2     
  23.9000        240.000       -361498.       -43959.2       -71773.2     
  24.0000        241.000       -356853.       -40474.9       -76329.8     
  24.1000        242.000       -357490.       -40953.1       -75707.8     
  24.2000        243.000       -354512.       -38719.3       -78623.4     
  24.3000        244.000       -340829.       -28457.3       -92048.6     
  24.4000        245.000       -340836.       -28462.6       -92043.5     
  24.5000        246.000       -340720.       -28375.5       -91984.1     
  24.6000        247.000       -324129.       -15932.1       -106434.     
  24.7000        248.000       -321378.       -13869.3       -108602.     
  24.8000        249.000       -315675.       -9591.43       -113756.     
  24.9000        250.000       -313709.       -8117.54       -115243.     
  25.0000        251.000       -311979.       -6819.99       -116675.     
