|6.6.6
PT_inf_gloss32_2.tab                                                                                
           1
n,alqt. 
  0.000000000000000E+000
  0.000000000000000E+000
           0
           5
n,alqt.        node#          mu[O2],J/mol   mu[S2],J/mol   mu[C],J/mol   
  0.00000        1.00000       -359082.       -298398.       -73197.9     
 0.100000        2.00000       -358855.       -129466.       -73420.6     
 0.200000        3.00000       -358855.       -128450.       -73420.6     
 0.300000        4.00000       -358855.       -131488.       -73420.6     
 0.400000        5.00000       -358822.       -119934.       -73453.1     
 0.500000        6.00000       -358822.       -117280.       -73453.1     
 0.600000        7.00000       -358822.       -116039.       -73453.1     
 0.700000        8.00000       -358822.       -124157.       -73453.1     
 0.800000        9.00000       -358822.       -131585.       -73453.1     
 0.900000        10.0000       -358822.       -131585.       -73453.1     
  1.00000        11.0000       -358822.       -131585.       -73453.1     
  1.10000        12.0000       -358822.       -131585.       -73453.1     
  1.20000        13.0000       -358822.       -131585.       -73453.1     
  1.30000        14.0000       -358822.       -131585.       -73453.1     
  1.40000        15.0000       -359117.       -130721.       -73157.9     
  1.50000        16.0000       -359117.       -130721.       -73157.9     
  1.60000        17.0000       -359117.       -130721.       -73157.9     
  1.70000        18.0000       -359117.       -130721.       -73157.9     
  1.80000        19.0000       -359117.       -130721.       -73157.9     
  1.90000        20.0000       -359117.       -130721.       -73157.9     
  2.00000        21.0000       -359117.       -130721.       -73157.9     
  2.10000        22.0000       -359117.       -130721.       -73157.9     
  2.20000        23.0000       -359117.       -130721.       -73157.9     
  2.30000        24.0000       -359117.       -130721.       -73157.9     
  2.40000        25.0000       -359120.       -130713.       -73155.2     
  2.50000        26.0000       -359120.       -130713.       -73155.2     
  2.60000        27.0000       -359120.       -130713.       -73155.2     
  2.70000        28.0000       -359120.       -130713.       -73155.2     
  2.80000        29.0000       -359120.       -130713.       -73155.2     
  2.90000        30.0000       -359120.       -130713.       -73155.2     
  3.00000        31.0000       -359120.       -130713.       -73155.2     
  3.10000        32.0000       -359120.       -130713.       -73155.2     
  3.20000        33.0000       -359120.       -130713.       -73155.2     
  3.30000        34.0000       -359120.       -130713.       -73155.2     
  3.40000        35.0000       -359120.       -130713.       -73155.2     
  3.50000        36.0000       -359120.       -130713.       -73155.2     
  3.60000        37.0000       -359120.       -130713.       -73155.2     
  3.70000        38.0000       -359120.       -130713.       -73155.2     
  3.80000        39.0000       -359120.       -130713.       -73155.2     
  3.90000        40.0000       -359120.       -130713.       -73155.2     
  4.00000        41.0000       -359120.       -130713.       -73155.2     
  4.10000        42.0000       -359120.       -130713.       -73155.2     
  4.20000        43.0000       -359120.       -130713.       -73155.2     
  4.30000        44.0000       -359120.       -130713.       -73155.2     
  4.40000        45.0000       -359120.       -130713.       -73155.2     
  4.50000        46.0000       -359120.       -130713.       -73155.2     
  4.60000        47.0000       -359120.       -130713.       -73155.2     
  4.70000        48.0000       -359120.       -130713.       -73155.2     
  4.80000        49.0000       -359120.       -130713.       -73155.2     
  4.90000        50.0000       -359120.       -130713.       -73155.2     
  5.00000        51.0000       -359022.       -131026.       -73258.0     
  5.10000        52.0000       -359022.       -131026.       -73258.0     
  5.20000        53.0000       -359022.       -131026.       -73258.0     
  5.30000        54.0000       -359022.       -131026.       -73258.0     
  5.40000        55.0000       -359022.       -131026.       -73258.0     
  5.50000        56.0000       -359022.       -131026.       -73258.0     
  5.60000        57.0000       -359022.       -131026.       -73258.0     
  5.70000        58.0000       -359022.       -131026.       -73258.0     
  5.80000        59.0000       -359022.       -131026.       -73258.0     
  5.90000        60.0000       -359022.       -131026.       -73258.0     
  6.00000        61.0000       -359022.       -131026.       -73258.0     
  6.10000        62.0000       -359022.       -131026.       -73258.0     
  6.20000        63.0000       -359022.       -131026.       -73258.0     
  6.30000        64.0000       -359022.       -131026.       -73258.0     
  6.40000        65.0000       -359021.       -131028.       -73258.7     
  6.50000        66.0000       -359021.       -131028.       -73258.7     
  6.60000        67.0000       -359021.       -131028.       -73258.7     
  6.70000        68.0000       -359021.       -131028.       -73258.7     
  6.80000        69.0000       -359021.       -131028.       -73258.7     
  6.90000        70.0000       -359021.       -131028.       -73258.7     
  7.00000        71.0000       -359021.       -131028.       -73258.7     
  7.10000        72.0000       -359021.       -131028.       -73258.7     
  7.20000        73.0000       -359021.       -131028.       -73258.7     
  7.30000        74.0000       -359021.       -131028.       -73258.7     
  7.40000        75.0000       -359021.       -131028.       -73258.7     
  7.50000        76.0000       -359021.       -131028.       -73258.7     
  7.60000        77.0000       -359021.       -131028.       -73258.7     
  7.70000        78.0000       -359021.       -131028.       -73258.7     
  7.80000        79.0000       -359021.       -131028.       -73258.7     
  7.90000        80.0000       -359021.       -131028.       -73258.7     
  8.00000        81.0000       -359021.       -131028.       -73258.7     
  8.10000        82.0000       -359021.       -131028.       -73258.7     
  8.20000        83.0000       -359021.       -131028.       -73258.7     
  8.30000        84.0000       -359021.       -131028.       -73258.7     
  8.40000        85.0000       -359021.       -131028.       -73258.7     
  8.50000        86.0000       -359021.       -131028.       -73258.7     
  8.60000        87.0000       -359021.       -131028.       -73258.7     
  8.70000        88.0000       -359021.       -131028.       -73258.7     
  8.80000        89.0000       -359021.       -131028.       -73258.7     
  8.90000        90.0000       -359021.       -131028.       -73258.7     
  9.00000        91.0000       -359021.       -131028.       -73258.7     
  9.10000        92.0000       -359021.       -131028.       -73258.7     
