|6.6.6
PT_inf_gloss37_2.tab                                                                                
           1
n,alqt. 
  0.000000000000000E+000
  0.000000000000000E+000
           0
           5
n,alqt.        node#          mu[O2],J/mol   mu[S2],J/mol   mu[C],J/mol   
  0.00000        1.00000       -359659.       -306802.       -73797.6     
 0.100000        2.00000       -359377.       -131751.       -74075.9     
 0.200000        3.00000       -359377.       -134234.       -74075.9     
 0.300000        4.00000       -359377.       -134234.       -74075.9     
 0.400000        5.00000       -359422.       -119773.       -74031.0     
 0.500000        6.00000       -359422.       -118531.       -74031.0     
 0.600000        7.00000       -359686.       -133324.       -73765.1     
 0.700000        8.00000       -359686.       -133324.       -73765.1     
 0.800000        9.00000       -359686.       -133324.       -73765.1     
 0.900000        10.0000       -359686.       -133324.       -73765.1     
  1.00000        11.0000       -359686.       -133324.       -73765.1     
  1.10000        12.0000       -359686.       -133324.       -73765.1     
  1.20000        13.0000       -359686.       -133324.       -73765.1     
  1.30000        14.0000       -359686.       -133324.       -73765.1     
  1.40000        15.0000       -359686.       -133324.       -73765.1     
  1.50000        16.0000       -359686.       -133324.       -73765.1     
  1.60000        17.0000       -359686.       -133324.       -73765.1     
  1.70000        18.0000       -359686.       -133324.       -73765.1     
  1.80000        19.0000       -359686.       -133324.       -73765.1     
  1.90000        20.0000       -359686.       -133324.       -73765.1     
  2.00000        21.0000       -359686.       -133324.       -73765.1     
  2.10000        22.0000       -359686.       -133324.       -73765.1     
  2.20000        23.0000       -359686.       -133324.       -73765.1     
  2.30000        24.0000       -359686.       -133324.       -73765.1     
  2.40000        25.0000       -359686.       -133324.       -73765.1     
  2.50000        26.0000       -359686.       -133324.       -73765.1     
  2.60000        27.0000       -359686.       -133324.       -73765.1     
  2.70000        28.0000       -359686.       -123225.       -73765.1     
  2.80000        29.0000       -359686.       -113204.       -73765.1     
  2.90000        30.0000       -359686.       -113204.       -73765.1     
  3.00000        31.0000       -359686.       -113204.       -73765.1     
  3.10000        32.0000       -359686.       -113204.       -73765.1     
  3.20000        33.0000       -359686.       -113204.       -73765.1     
  3.30000        34.0000       -359686.       -113204.       -73765.1     
  3.40000        35.0000       -359686.       -113204.       -73765.1     
  3.50000        36.0000       -359686.       -113204.       -73765.1     
  3.60000        37.0000       -359686.       -113204.       -73765.1     
  3.70000        38.0000       -359686.       -113204.       -73765.1     
  3.80000        39.0000       -359686.       -113204.       -73765.1     
  3.90000        40.0000       -359686.       -113204.       -73765.1     
  4.00000        41.0000       -359686.       -113204.       -73765.1     
  4.10000        42.0000       -359686.       -113204.       -73765.1     
  4.20000        43.0000       -359686.       -113204.       -73765.1     
  4.30000        44.0000       -359686.       -113204.       -73765.1     
  4.40000        45.0000       -359686.       -113204.       -73765.1     
  4.50000        46.0000       -359686.       -113204.       -73765.1     
  4.60000        47.0000       -359686.       -113204.       -73765.1     
  4.70000        48.0000       -359686.       -113204.       -73765.1     
  4.80000        49.0000       -359686.       -113204.       -73765.1     
  4.90000        50.0000       -359686.       -113204.       -73765.1     
  5.00000        51.0000       -359686.       -113204.       -73765.1     
  5.10000        52.0000       -359686.       -113204.       -73765.1     
  5.20000        53.0000       -359686.       -113204.       -73765.1     
  5.30000        54.0000       -359686.       -113204.       -73765.1     
  5.40000        55.0000       -359686.       -113204.       -73765.1     
  5.50000        56.0000       -359686.       -113204.       -73765.1     
  5.60000        57.0000       -359686.       -113204.       -73765.1     
  5.70000        58.0000       -359686.       -113204.       -73765.1     
  5.80000        59.0000       -359595.       -133618.       -73861.4     
  5.90000        60.0000       -359552.       -133752.       -73905.7     
  6.00000        61.0000       -359552.       -133752.       -73905.7     
  6.10000        62.0000       -359552.       -133752.       -73905.7     
  6.20000        63.0000       -359552.       -133752.       -73905.7     
  6.30000        64.0000       -359552.       -133752.       -73905.7     
  6.40000        65.0000       -359552.       -133752.       -73905.7     
  6.50000        66.0000       -359552.       -133752.       -73905.7     
  6.60000        67.0000       -359552.       -133752.       -73905.7     
  6.70000        68.0000       -359552.       -133752.       -73905.7     
  6.80000        69.0000       -359552.       -133752.       -73905.7     
  6.90000        70.0000       -359552.       -133752.       -73905.7     
  7.00000        71.0000       -359552.       -133752.       -73905.7     
  7.10000        72.0000       -359552.       -133752.       -73905.7     
  7.20000        73.0000       -359552.       -133752.       -73905.7     
  7.30000        74.0000       -359552.       -133752.       -73905.7     
  7.40000        75.0000       -359552.       -133752.       -73905.7     
  7.50000        76.0000       -359552.       -133752.       -73905.7     
  7.60000        77.0000       -359552.       -133752.       -73905.7     
  7.70000        78.0000       -359552.       -133752.       -73905.7     
  7.80000        79.0000       -359552.       -133752.       -73905.7     
  7.90000        80.0000       -359552.       -133752.       -73905.7     
  8.00000        81.0000       -359552.       -133752.       -73905.7     
  8.10000        82.0000       -359552.       -133752.       -73905.7     
  8.20000        83.0000       -359552.       -133752.       -73905.7     
  8.30000        84.0000       -359552.       -133752.       -73905.7     
  8.40000        85.0000       -359552.       -133752.       -73905.7     
  8.50000        86.0000       -359552.       -133752.       -73905.7     
  8.60000        87.0000       -359552.       -133752.       -73905.7     
  8.70000        88.0000       -359552.       -133752.       -73905.7     
  8.80000        89.0000       -359552.       -133752.       -73905.7     
  8.90000        90.0000       -359552.       -133752.       -73905.7     
  9.00000        91.0000       -359552.       -133752.       -73905.7     
  9.10000        92.0000       -359552.       -133752.       -73905.7     
  9.20000        93.0000       -359552.       -133752.       -73905.7     
  9.30000        94.0000       -359552.       -133752.       -73905.7     
  9.40000        95.0000       -359552.       -133752.       -73905.7     
  9.50000        96.0000       -359552.       -133752.       -73905.7     
  9.60000        97.0000       -359552.       -133752.       -73905.7     
  9.70000        98.0000       -359552.       -133752.       -73905.7     
  9.80000        99.0000       -359552.       -133752.       -73905.7     
  9.90000        100.000       -359552.       -133752.       -73905.7     
  10.0000        101.000       -359552.       -133752.       -73905.7     
  10.1000        102.000       -359552.       -133752.       -73905.7     
  10.2000        103.000       -359552.       -133752.       -73905.7     
  10.3000        104.000       -359552.       -133752.       -73905.7     
  10.4000        105.000       -359552.       -133752.       -73905.7     
  10.5000        106.000       -359552.       -133752.       -73905.7     
  10.6000        107.000       -359552.       -133752.       -73905.7     
  10.7000        108.000       -359552.       -133752.       -73905.7     
  10.8000        109.000       -359552.       -133752.       -73905.7     
  10.9000        110.000       -359552.       -133752.       -73905.7     
  11.0000        111.000       -359552.       -133752.       -73905.7     
  11.1000        112.000       -359552.       -133752.       -73905.7     
  11.2000        113.000       -359552.       -133752.       -73905.7     
  11.3000        114.000       -359552.       -133752.       -73905.7     
  11.4000        115.000       -359552.       -133752.       -73905.7     
  11.5000        116.000       -359552.       -133752.       -73905.7     
  11.6000        117.000       -359552.       -133752.       -73905.7     
  11.7000        118.000       -359552.       -133752.       -73905.7     
  11.8000        119.000       -359552.       -133752.       -73905.7     
  11.9000        120.000       -359552.       -133752.       -73905.7     
  12.0000        121.000       -359552.       -133752.       -73905.7     
  12.1000        122.000       -359552.       -133752.       -73905.7     
  12.2000        123.000       -359552.       -133752.       -73905.7     
  12.3000        124.000       -359552.       -133752.       -73905.7     
  12.4000        125.000       -359552.       -133752.       -73905.7     
  12.5000        126.000       -359552.       -133752.       -73905.7     
  12.6000        127.000       -359552.       -133752.       -73905.7     
  12.7000        128.000       -359552.       -133752.       -73905.7     
  12.8000        129.000       -359552.       -133752.       -73905.7     
  12.9000        130.000       -359552.       -133752.       -73905.7     
  13.0000        131.000       -359552.       -133752.       -73905.7     
  13.1000        132.000       -359552.       -133752.       -73905.7     
  13.2000        133.000       -359552.       -133752.       -73905.7     
  13.3000        134.000       -359552.       -133752.       -73905.7     
  13.4000        135.000       -359552.       -133752.       -73905.7     
  13.5000        136.000       -359552.       -133752.       -73905.7     
  13.6000        137.000       -359552.       -133752.       -73905.7     
  13.7000        138.000       -359552.       -133752.       -73905.7     
  13.8000        139.000       -359552.       -133752.       -73905.7     
  13.9000        140.000       -359552.       -133752.       -73905.7     
  14.0000        141.000       -359552.       -133752.       -73905.7     
  14.1000        142.000       -359552.       -133752.       -73905.7     
  14.2000        143.000       -359552.       -133752.       -73905.7     
  14.3000        144.000       -359552.       -133752.       -73905.7     
  14.4000        145.000       -359552.       -133752.       -73905.7     
  14.5000        146.000       -359552.       -133752.       -73905.7     
  14.6000        147.000       -359552.       -133752.       -73905.7     
  14.7000        148.000       -359552.       -133752.       -73905.7     
  14.8000        149.000       -359552.       -133752.       -73905.7     
  14.9000        150.000       -359552.       -133752.       -73905.7     
  15.0000        151.000       -359552.       -133752.       -73905.7     
  15.1000        152.000       -359552.       -133752.       -73905.7     
  15.2000        153.000       -359552.       -133752.       -73905.7     
  15.3000        154.000       -359552.       -133752.       -73905.7     
  15.4000        155.000       -359552.       -133752.       -73905.7     
  15.5000        156.000       -359552.       -133752.       -73905.7     
  15.6000        157.000       -359552.       -133752.       -73905.7     
  15.7000        158.000       -359552.       -133752.       -73905.7     
  15.8000        159.000       -359552.       -133752.       -73905.7     
  15.9000        160.000       -359552.       -133752.       -73905.7     
  16.0000        161.000       -359552.       -133752.       -73905.7     
  16.1000        162.000       -359556.       -133740.       -73901.5     
  16.2000        163.000       -359552.       -133752.       -73905.7     
  16.3000        164.000       -359552.       -133752.       -73905.7     
  16.4000        165.000       -359552.       -133752.       -73905.7     
  16.5000        166.000       -337153.       -25787.9       -95538.5     
  16.6000        167.000       -359625.       -131657.       -73832.3     
  16.7000        168.000       -359625.       -131657.       -73832.3     
  16.8000        169.000       -359907.       -129741.       -73547.0     
  16.9000        170.000       -359907.       -129741.       -73547.0     
  17.0000        171.000       -359922.       -129696.       -73531.9     
  17.1000        172.000       -359922.       -129696.       -73531.9     
  17.2000        173.000       -359922.       -129696.       -73531.9     
  17.3000        174.000       -360021.       -129397.       -73431.5     
  17.4000        175.000       -360021.       -129397.       -73431.5     
  17.5000        176.000       -360021.       -129397.       -73431.5     
  17.6000        177.000       -360021.       -129397.       -73431.5     
  17.7000        178.000       -360133.       -129062.       -73318.9     
  17.8000        179.000       -360133.       -129062.       -73318.9     
  17.9000        180.000       -360133.       -129062.       -73318.9     
  18.0000        181.000       -360133.       -129062.       -73318.9     
  18.1000        182.000       -360133.       -129062.       -73318.9     
  18.2000        183.000       -360133.       -129062.       -73318.9     
  18.3000        184.000       -360133.       -129062.       -73318.9     
  18.4000        185.000       -360133.       -129062.       -73318.9     
  18.5000        186.000       -360133.       -129062.       -73318.9     
  18.6000        187.000       -360404.       -128245.       -73044.7     
  18.7000        188.000       -360404.       -128245.       -73044.7     
  18.8000        189.000       -360404.       -128245.       -73044.7     
  18.9000        190.000       -360537.       -127844.       -72909.9     
  19.0000        191.000       -360537.       -127844.       -72909.9     
  19.1000        192.000       -360537.       -127844.       -72909.9     
  19.2000        193.000       -360537.       -127844.       -72909.9     
  19.3000        194.000       -360618.       -127600.       -72828.0     
  19.4000        195.000       -360631.       -126924.       -72815.0     
  19.5000        196.000       -360631.       -125806.       -72815.0     
  19.6000        197.000       -360404.       -126271.       -73044.7     
  19.7000        198.000       -360404.       -126271.       -73044.7     
  19.8000        199.000       -360428.       -126200.       -73020.7     
  19.9000        200.000       -360537.       -126313.       -72909.9     
  20.0000        201.000       -360537.       -126313.       -72909.9     
  20.1000        202.000       -360537.       -126313.       -72909.9     
  20.2000        203.000       -360133.       -126494.       -73316.2     
  20.3000        204.000       -370293.       -93873.9       -63043.2     
  20.4000        205.000       -370312.       -92617.5       -63024.2     
  20.5000        206.000       -370949.       -87919.4       -62380.8     
  20.6000        207.000       -371406.       -79711.9       -62001.6     
  20.7000        208.000       -371406.       -79711.9       -62001.6     
  20.8000        209.000       -371406.       -79711.9       -62001.6     
  20.9000        210.000       -371406.       -79711.9       -62001.6     
  21.0000        211.000       -371406.       -79711.9       -62001.6     
  21.1000        212.000       -371406.       -79711.9       -62001.6     
  21.2000        213.000       -371406.       -79711.9       -62001.6     
  21.3000        214.000       -371406.       -79711.9       -62001.6     
  21.4000        215.000       -371406.       -77499.9       -61990.2     
  21.5000        216.000       -371406.       -67016.4       -61956.2     
  21.6000        217.000       -371406.       -67016.4       -61956.2     
  21.7000        218.000       -371406.       -67016.4       -61956.2     
  21.8000        219.000       -371406.       -67016.4       -61956.2     
  21.9000        220.000       -371406.       -67016.4       -61956.2     
  22.0000        221.000       -371406.       -67016.4       -61956.2     
  22.1000        222.000       -371406.       -67016.4       -61956.2     
