|6.6.6
PT_inf_gloss35_2.tab                                                                                
           1
n,alqt. 
  0.000000000000000E+000
  0.000000000000000E+000
           0
           5
n,alqt.        node#          mu[O2],J/mol   mu[S2],J/mol   mu[C],J/mol   
  0.00000        1.00000       -359635.       -267649.       -70332.4     
 0.100000        2.00000       -359399.       -119518.       -70565.3     
 0.200000        3.00000       -359399.       -118505.       -70565.3     
 0.300000        4.00000       -359399.       -117784.       -70565.3     
 0.400000        5.00000       -359455.       -109755.       -70508.0     
 0.500000        6.00000       -359455.       -107113.       -70508.0     
 0.600000        7.00000       -359455.       -121365.       -70508.0     
 0.700000        8.00000       -359455.       -104691.       -70508.0     
 0.800000        9.00000       -359455.       -121365.       -70508.0     
 0.900000        10.0000       -359455.       -121365.       -70508.0     
  1.00000        11.0000       -359455.       -121365.       -70508.0     
  1.10000        12.0000       -359455.       -121365.       -70508.0     
  1.20000        13.0000       -359455.       -121365.       -70508.0     
  1.30000        14.0000       -359743.       -120514.       -70218.5     
  1.40000        15.0000       -359743.       -120514.       -70218.5     
  1.50000        16.0000       -359743.       -120514.       -70218.5     
  1.60000        17.0000       -359743.       -120514.       -70218.5     
  1.70000        18.0000       -359743.       -120514.       -70218.5     
  1.80000        19.0000       -359743.       -120514.       -70218.5     
  1.90000        20.0000       -359743.       -120514.       -70218.5     
  2.00000        21.0000       -359743.       -120514.       -70218.5     
  2.10000        22.0000       -359743.       -120514.       -70218.5     
  2.20000        23.0000       -359743.       -120514.       -70218.5     
  2.30000        24.0000       -359743.       -120514.       -70218.5     
  2.40000        25.0000       -359743.       -120514.       -70218.5     
  2.50000        26.0000       -359743.       -120514.       -70218.5     
  2.60000        27.0000       -359743.       -120514.       -70218.5     
  2.70000        28.0000       -359743.       -120514.       -70218.5     
  2.80000        29.0000       -359743.       -120514.       -70218.5     
  2.90000        30.0000       -359743.       -120514.       -70218.5     
  3.00000        31.0000       -359743.       -120514.       -70218.5     
  3.10000        32.0000       -359743.       -120514.       -70218.5     
  3.20000        33.0000       -359743.       -120514.       -70218.5     
  3.30000        34.0000       -359743.       -120514.       -70218.5     
  3.40000        35.0000       -359743.       -120514.       -70218.5     
  3.50000        36.0000       -359743.       -120514.       -70218.5     
  3.60000        37.0000       -359743.       -120514.       -70218.5     
  3.70000        38.0000       -359743.       -120514.       -70218.5     
  3.80000        39.0000       -359743.       -120514.       -70218.5     
  3.90000        40.0000       -359743.       -120514.       -70218.5     
  4.00000        41.0000       -359743.       -120514.       -70218.5     
  4.10000        42.0000       -359743.       -120514.       -70218.5     
  4.20000        43.0000       -359743.       -120514.       -70218.5     
  4.30000        44.0000       -359743.       -120514.       -70218.5     
  4.40000        45.0000       -359743.       -120514.       -70218.5     
