|6.6.6
PT_inf_graphite55_1.tab                                                                             
           1
n,alqt. 
  0.000000000000000E+000
  0.000000000000000E+000
           0
         106
n,alqt.        node#          Si,mol,pfu     Al,mol,pfu     Cr,mol,pfu     Fe,mol,pfu     Mg,mol,pfu     Ca,mol,pfu     K,mol,pfu      Na,mol,pfu     H2,mol,pfu     C,mol,pfu      S2,mol,pfu     O2,mol,pfu     y_{CO2}        y_{CH4}        y_{H2S}        y_{H2}         y_{H2O}        m_{Al+3}       m_{AlO2-}      m_{AlO2(SiO}   m_{Ca(HCO3)}   m_{Ca(HCOO)}   m_{Ca(HSiO3}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaO,aq}     m_{CaSO4,aq}   m_{CO,aq}      m_{CO3-2}      m_{Cr+2}       m_{CrOH+}      m_{Cr+3}       m_{CrOH+2}     m_{Cr(OH)2+}   m_{Cr(OH)3}    m_{Cr(OH)4-}   m_{CrO4-2}     m_{Cr2O7-2}    m_{Fecho+}     m_{Fecho0}     m_{Fe(HCOO)}   m_{Fe(HSiO3}   m_{Fe(OH)+}    m_{Fe+2}       m_{Fe+3}       m_{FeO,aq}     m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HCrO4-}     m_{HFeO2-}     m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{Isobutan}   m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgO,aq}     m_{MgOH+}      m_{MgSO4,aq}   m_{Na(Ac),a}   m_{Na(Ac)2-}   m_{Na+}        m_{NaCO3-}     m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{O2,aq}      m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-}        m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{Si3O6,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            ref_chg        tot_solute_m  
  0.00000        1.00000       0.613244E-003  0.828617E-005  0.267521E-006  0.735998E-004  0.302978E-002  0.143433E-002   0.00000        0.00000       0.993656       0.225866E-002  0.555895E-003  0.503630       0.154499E-002   0.00000        0.00000        0.00000       0.992825       0.340989E-015  0.658677E-004  0.333734E-003  0.349182E-001  0.180643E-003  0.109492E-001  0.809799E-003  0.156588E-002  0.349520E-003  0.545878E-002  0.256662E-001  0.365826E-006  0.540198E-004  0.238816E-011  0.686724E-009  0.132254E-012  0.528593E-009  0.113720E-008  0.107025E-004  0.419714E-005  0.231995E-014  0.735981E-023  0.386898E-016  0.357791E-026  0.578433E-003  0.256534E-002  0.512079E-006  0.438298E-006  0.261234E-013  0.308099E-003  0.173071E-004  0.619714E-004  0.357501E-002  0.850127E-011  0.646984E-003  0.951780E-018  0.150543E-006  0.100956E-002  0.716223E-003  0.289312E-001  0.465706E-016  0.725969E-038   0.00000        0.00000        0.00000       0.985735E-004  0.153684E-003  0.228392E-003  0.125728E-009  0.167275       0.859394E-003  0.155973E-003   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.160557E-018  0.641727E-002  0.305176E-014  0.146651E-009  0.289892E-015  0.234250E-014  0.290124E-014  0.412249E-027  0.153687E-014  0.115892E-017  0.158372E-018  0.375169E-021  0.149889E-017  0.101784E-024  0.465810E-026  0.673678E-003  0.182564E-005  0.177958E-001  0.523236E-005  0.637076E-008  0.645614E-002  0.326500        1.09595      -0.203742E-002   6.68031       0.630254E-001 -0.705425E-002  0.318899     
 0.100000        2.00000       0.377918E-005  0.171611E-006  0.228724E-008  0.583264E-006  0.225918E-004  0.578503E-005  0.285489E-004  0.262486E-004  0.998215       0.170158E-002  0.161865E-004  0.500890       0.168969E-002   0.00000        0.00000        0.00000       0.998198       0.103721E-018  0.147874E-005  0.756168E-005  0.682884E-004  0.536068E-006  0.214067E-004  0.156867E-005  0.103728E-005  0.201305E-005  0.310253E-004  0.194504E-003  0.424527E-008  0.387833E-005  0.180012E-014  0.151409E-011  0.285015E-016  0.326093E-012  0.205404E-011  0.576448E-007  0.690205E-007  0.610053E-016  0.716935E-025  0.676192E-018  0.102507E-026  0.281540E-005  0.823608E-005  0.162946E-008  0.476910E-009  0.812429E-017  0.287580E-005  0.446663E-007  0.463519E-006  0.835506E-004  0.729164E-013  0.183723E-004  0.145246E-019  0.245931E-007  0.235970E-004  0.335070E-004  0.892356E-003  0.946500E-018  0.140247E-037  0.145604E-002  0.646410E-004  0.603742E-004  0.252796E-006  0.394102E-006  0.198344E-006  0.946367E-012  0.124658E-002  0.218278E-005  0.154908E-005  0.274829E-014  0.241521E-025  0.934083E-003  0.197420E-006  0.496701E-003  0.141845E-005  0.212681E-004  0.528513E-021  0.148589E-003  0.710815E-014  0.978467E-010  0.127492E-015  0.679123E-015  0.554434E-015  0.342164E-028  0.437772E-014  0.125581E-016  0.140822E-018  0.189131E-019  0.619760E-017  0.238714E-022  0.896689E-025  0.520409E-005  0.142571E-007  0.136229E-003  0.801641E-007  0.913974E-009  0.610446E-003  0.338226E-002  0.921257E-002 -0.127873E-005  0.506658E-001  0.311389E-002 -0.196813E-003  0.658572E-002
 0.200000        3.00000       0.920090E-005  0.473550E-006  0.603972E-008  0.143040E-005  0.560445E-004  0.123220E-004  0.570527E-004  0.174901E-003  0.998003       0.176477E-002  0.554401E-004  0.501034       0.168824E-002   0.00000        0.00000        0.00000       0.997926       0.750149E-019  0.410283E-005  0.209802E-004  0.100794E-003  0.791240E-006  0.315964E-004  0.231537E-005  0.101502E-005  0.385821E-005  0.594633E-004  0.482774E-003  0.105371E-007  0.103549E-004  0.228119E-014  0.289415E-011  0.206132E-016  0.413238E-012  0.392626E-011  0.143079E-006  0.191500E-006  0.162880E-015  0.191416E-024  0.129253E-017  0.254431E-026  0.538160E-005  0.157431E-004  0.311468E-008  0.604359E-009  0.587576E-017  0.713795E-005  0.853788E-007  0.115049E-005  0.231814E-003  0.202309E-012  0.509746E-004  0.402990E-019  0.883664E-007  0.654707E-004  0.120395E-003  0.320635E-002  0.340090E-017  0.348103E-037  0.278321E-002  0.160444E-003  0.216933E-003  0.483215E-006  0.753319E-006  0.251349E-006  0.234895E-011  0.309409E-002  0.417235E-005  0.497933E-005  0.214926E-013  0.211133E-024  0.562557E-002  0.172581E-005  0.388437E-002  0.110927E-004  0.166324E-003  0.131181E-020  0.412265E-003  0.318288E-013  0.438137E-009  0.570885E-015  0.304097E-014  0.248264E-014  0.153214E-027  0.263807E-013  0.728232E-016  0.816615E-018  0.142034E-018  0.465428E-016  0.232161E-021  0.872073E-024  0.129169E-004  0.353872E-007  0.338131E-003  0.257678E-006  0.316021E-008  0.211071E-002  0.878066E-002  0.232519E-001 -0.317911E-005  0.125756       0.106958E-001 -0.658091E-003  0.232517E-001
 0.300000        4.00000       0.138348E-004  0.672271E-006  0.854954E-008  0.215761E-005  0.812284E-004  0.215496E-004  0.940081E-004  0.110624E-003  0.998169       0.153718E-002  0.567428E-004  0.500909       0.148578E-002   0.00000        0.00000        0.00000       0.998105       0.281643E-018  0.582331E-005  0.297632E-004  0.261519E-003  0.206307E-005  0.819324E-004  0.600711E-005  0.361679E-005  0.843711E-005  0.130409E-003  0.700175E-003  0.153634E-007  0.166824E-004  0.532434E-014  0.491736E-011  0.764853E-016  0.962396E-012  0.665132E-011  0.205011E-006  0.268745E-006  0.257826E-015  0.297296E-024  0.226855E-017  0.385200E-026  0.931258E-005  0.270677E-004  0.535659E-008  0.142755E-008  0.220695E-016  0.103788E-004  0.146579E-006  0.166713E-005  0.329174E-003  0.281813E-012  0.727971E-004  0.569258E-019  0.847402E-007  0.928836E-004  0.113711E-003  0.301244E-002  0.317986E-017  0.539659E-037  0.477339E-002  0.232363E-003  0.203674E-003  0.828885E-006  0.129124E-005  0.592248E-006  0.340506E-011  0.448659E-002  0.715735E-005  0.477665E-005  0.125418E-013  0.123224E-024  0.380838E-002  0.966455E-006  0.221935E-002  0.634184E-005  0.951290E-004  0.188367E-020  0.585272E-003  0.233103E-013  0.315962E-009  0.409602E-015  0.217065E-014  0.176308E-014  0.107738E-027  0.113842E-013  0.358330E-016  0.389595E-018  0.469559E-019  0.149243E-016  0.515672E-022  0.187773E-024  0.187038E-004  0.511480E-007  0.489809E-003  0.248511E-006  0.339108E-008  0.225364E-002  0.124489E-001  0.334390E-001 -0.464775E-005  0.182270       0.112621E-001 -0.689998E-003  0.241052E-001
 0.400000        5.00000       0.199335E-004  0.103749E-005  0.128834E-007  0.314961E-005  0.118069E-003  0.291347E-004  0.123148E-003  0.260782E-003  0.997946       0.160275E-002  0.952975E-004  0.501052       0.148536E-002   0.00000        0.00000        0.00000       0.997822       0.236751E-018  0.901410E-005  0.460714E-004  0.305127E-003  0.240709E-005  0.955945E-004  0.700878E-005  0.351523E-005  0.111277E-004  0.171997E-003  0.101821E-002  0.223418E-007  0.258832E-004  0.570580E-014  0.632600E-011  0.642940E-016  0.103135E-011  0.855668E-011  0.298132E-006  0.416000E-006  0.400025E-015  0.461264E-024  0.291841E-017  0.560166E-026  0.119803E-004  0.348216E-004  0.689106E-008  0.152983E-008  0.185518E-016  0.150930E-004  0.188568E-006  0.242438E-005  0.509540E-003  0.436228E-012  0.112685E-003  0.881174E-019  0.144631E-006  0.143778E-003  0.194077E-003  0.514151E-002  0.542726E-017  0.784785E-037  0.614079E-002  0.337907E-003  0.347622E-003  0.106633E-005  0.166113E-005  0.634680E-006  0.495172E-011  0.652451E-002  0.920767E-005  0.765904E-005  0.318577E-013  0.333174E-024  0.855780E-002  0.261312E-005  0.563743E-002  0.161091E-004  0.241640E-003  0.273927E-020  0.905962E-003  0.439694E-013  0.595985E-009  0.772616E-015  0.409441E-014  0.332563E-014  0.203221E-027  0.236220E-013  0.745254E-016  0.810280E-018  0.107679E-018  0.342243E-016  0.130387E-021  0.474782E-024  0.271995E-004  0.743806E-007  0.712292E-003  0.398471E-006  0.580122E-008  0.385537E-002  0.185073E-001  0.490316E-001 -0.674499E-005  0.265062       0.190614E-001 -0.114734E-002  0.411909E-001
 0.500000        6.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        1.77882       0.785878       0.995049E-001  0.931995E-002  0.352807E-002  0.782350       0.199010       0.352807E-002  0.115838E-001   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000     
 0.600000        7.00000       0.335980E-004  0.190280E-005  0.228962E-007  0.537964E-005  0.199378E-003  0.449890E-004  0.178089E-003  0.728153E-003  0.997374       0.182608E-002  0.195364E-003  0.501482       0.148424E-002   0.00000        0.00000        0.00000       0.997069       0.164728E-018  0.166037E-004  0.848619E-004  0.372627E-003  0.293958E-005  0.116742E-003  0.855926E-005  0.319333E-005  0.164474E-004  0.254222E-003  0.172118E-002  0.377664E-007  0.467723E-004  0.592790E-014  0.883523E-011  0.447349E-016  0.107149E-011  0.119507E-010  0.503961E-006  0.766257E-006  0.722867E-015  0.833528E-024  0.407601E-017  0.946901E-026  0.167323E-004  0.486337E-004  0.962442E-008  0.158938E-008  0.129081E-016  0.255131E-004  0.263364E-006  0.409815E-005  0.938555E-003  0.803517E-012  0.207562E-003  0.162309E-018  0.304676E-006  0.264833E-003  0.408838E-003  0.108310E-001  0.114329E-016  0.132659E-036  0.857654E-002  0.571196E-003  0.732290E-003  0.148929E-005  0.232002E-005  0.659385E-006  0.837034E-011  0.110290E-001  0.128599E-004  0.148066E-004  0.992341E-013  0.113087E-023  0.220247E-001  0.886950E-005  0.175601E-001  0.501784E-004  0.752688E-003  0.463044E-020  0.166875E-002  0.103923E-012  0.140862E-008  0.182610E-014  0.967722E-014  0.786019E-014  0.480318E-027  0.650852E-013  0.201446E-015  0.219023E-017  0.332874E-018  0.105799E-015  0.460976E-021  0.167856E-023  0.459779E-004  0.125732E-006  0.120405E-002  0.770333E-006  0.119890E-007  0.796768E-002  0.323058E-001  0.839037E-001 -0.114412E-004  0.448058       0.392104E-001 -0.231289E-002  0.876168E-001
 0.700000        8.00000       0.378215E-004  0.210539E-005  0.256066E-007  0.599300E-005  0.227021E-003  0.491811E-004  0.203475E-003  0.904873E-003  0.997157       0.190541E-002  0.239160E-003  0.501654       0.148381E-002   0.00000        0.00000        0.00000       0.996781       0.166351E-018  0.183560E-004  0.938181E-004  0.369385E-003  0.291401E-005  0.115726E-003  0.848479E-005  0.304124E-005  0.163894E-004  0.253325E-003  0.196009E-002  0.430088E-007  0.484782E-004  0.645200E-014  0.100094E-010  0.451756E-016  0.116623E-011  0.135390E-010  0.573915E-006  0.847126E-006  0.749231E-015  0.863928E-024  0.461771E-017  0.107834E-025  0.189560E-004  0.550971E-004  0.109035E-007  0.172990E-008  0.130352E-016  0.290546E-004  0.298365E-006  0.466701E-005  0.103761E-002  0.888318E-012  0.229468E-003  0.179439E-018  0.384944E-006  0.292783E-003  0.516548E-003  0.136844E-001  0.144450E-016  0.151074E-036  0.971636E-002  0.650484E-003  0.925216E-003  0.168722E-005  0.262835E-005  0.717683E-006  0.953223E-011  0.125599E-001  0.145690E-004  0.192705E-004  0.123709E-012  0.136859E-023  0.273142E-001  0.107340E-004  0.218911E-001  0.625541E-004  0.938326E-003  0.527319E-020  0.184487E-002  0.140683E-012  0.190689E-008  0.247203E-014  0.131003E-013  0.106405E-013  0.650218E-027  0.107403E-012  0.311656E-015  0.338849E-017  0.588550E-018  0.187062E-015  0.931469E-021  0.339178E-023  0.523600E-004  0.143185E-006  0.137119E-002  0.100257E-005  0.142013E-007  0.943791E-002  0.366874E-001  0.954477E-001 -0.130350E-004  0.510253       0.471180E-001 -0.281790E-002  0.105576     
 0.800000        9.00000       0.455224E-004  0.259653E-005  0.312697E-007  0.720068E-005  0.272721E-003  0.568675E-004  0.228925E-003  0.131396E-002  0.996750       0.211549E-002  0.315170E-003  0.502031       0.148296E-002   0.00000        0.00000        0.00000       0.996214       0.127301E-018  0.226771E-004  0.115904E-003  0.373036E-003  0.294281E-005  0.116870E-003  0.856866E-005  0.264208E-005  0.180909E-004  0.279624E-003  0.235620E-002  0.517002E-007  0.578738E-004  0.610419E-014  0.110083E-010  0.345708E-016  0.110336E-011  0.148900E-010  0.689896E-006  0.104655E-005  0.894440E-015  0.103137E-023  0.507851E-017  0.129626E-025  0.208476E-004  0.605952E-004  0.119916E-007  0.163665E-008  0.997529E-017  0.349261E-004  0.328139E-006  0.561015E-005  0.128187E-002  0.109744E-011  0.283486E-003  0.221680E-018  0.517901E-006  0.361707E-003  0.694960E-003  0.184109E-001  0.194342E-016  0.181604E-036  0.106860E-001  0.781937E-003  0.124478E-002  0.185559E-005  0.289063E-005  0.678994E-006  0.114586E-010  0.150981E-001  0.160228E-004  0.252271E-004  0.188477E-012  0.214292E-023  0.380733E-001  0.168071E-004  0.333522E-001  0.953046E-004  0.142959E-002  0.633883E-020  0.227916E-002  0.199183E-012  0.269983E-008  0.349998E-014  0.185478E-013  0.150652E-013  0.920599E-027  0.171372E-012  0.480535E-015  0.522463E-017  0.988261E-018  0.314105E-015  0.170331E-020  0.620231E-023  0.629413E-004  0.172121E-006  0.164828E-002  0.131247E-005  0.184630E-007  0.122701E-001  0.446888E-001  0.115324      -0.156883E-004  0.613368       0.617012E-001 -0.367745E-002  0.141599     
 0.900000        10.0000       0.532386E-004  0.311865E-005  0.370848E-007  0.846484E-005  0.316476E-003  0.653677E-004  0.252498E-003  0.167977E-002  0.996388       0.231373E-002  0.378168E-003  0.502368       0.148221E-002   0.00000        0.00000        0.00000       0.995707       0.111368E-018  0.272901E-004  0.139481E-003  0.406857E-003  0.320962E-005  0.127466E-003  0.934554E-005  0.262206E-005  0.210571E-004  0.325473E-003  0.273608E-002  0.600356E-007  0.700895E-004  0.604367E-014  0.119781E-010  0.302441E-016  0.109242E-011  0.162018E-010  0.801124E-006  0.125944E-005  0.108323E-014  0.124906E-023  0.552592E-017  0.150525E-025  0.226843E-004  0.659335E-004  0.130480E-007  0.162042E-008  0.872682E-017  0.405571E-004  0.357047E-006  0.651465E-005  0.154263E-002  0.132068E-011  0.341153E-003  0.266775E-018  0.621786E-006  0.435285E-003  0.834361E-003  0.221039E-001  0.233324E-016  0.210883E-036  0.116274E-001  0.908005E-003  0.149447E-002  0.201906E-005  0.314529E-005  0.672262E-006  0.133060E-010  0.175323E-001  0.174344E-004  0.292254E-004  0.249277E-012  0.293718E-023  0.471843E-001  0.230366E-004  0.441112E-001  0.126049E-003  0.189076E-002  0.736081E-020  0.274279E-002  0.240091E-012  0.325433E-008  0.421881E-014  0.223572E-013  0.181593E-013  0.110967E-026  0.204780E-012  0.577865E-015  0.628286E-017  0.118563E-017  0.376836E-015  0.203868E-020  0.742350E-023  0.730890E-004  0.199871E-006  0.191403E-002  0.152049E-005  0.223075E-007  0.148251E-001  0.524846E-001  0.134508      -0.182227E-004  0.712258       0.743752E-001 -0.439047E-002  0.173772     
