|6.6.6
PT_inf_graphite1_1.tab                                                                              
           1
n,alqt. 
  0.000000000000000E+000
  0.000000000000000E+000
           0
         106
n,alqt.        node#          Si,mol,pfu     Al,mol,pfu     Cr,mol,pfu     Fe,mol,pfu     Mg,mol,pfu     Ca,mol,pfu     K,mol,pfu      Na,mol,pfu     H2,mol,pfu     C,mol,pfu      S2,mol,pfu     O2,mol,pfu     y_{CO2}        y_{CH4}        y_{H2S}        y_{H2}         y_{H2O}        m_{Al+3}       m_{AlO2-}      m_{AlO2(SiO}   m_{Ca(HCO3)}   m_{Ca(HCOO)}   m_{Ca(HSiO3}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaO,aq}     m_{CaSO4,aq}   m_{CO,aq}      m_{CO3-2}      m_{Cr+2}       m_{CrOH+}      m_{Cr+3}       m_{CrOH+2}     m_{Cr(OH)2+}   m_{Cr(OH)3}    m_{Cr(OH)4-}   m_{CrO4-2}     m_{Cr2O7-2}    m_{Fecho+}     m_{Fecho0}     m_{Fe(HCOO)}   m_{Fe(HSiO3}   m_{Fe(OH)+}    m_{Fe+2}       m_{Fe+3}       m_{FeO,aq}     m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HCrO4-}     m_{HFeO2-}     m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{Isobutan}   m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgO,aq}     m_{MgOH+}      m_{MgSO4,aq}   m_{Na(Ac),a}   m_{Na(Ac)2-}   m_{Na+}        m_{NaCO3-}     m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{O2,aq}      m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-}        m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{Si3O6,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            ref_chg        tot_solute_m  
  0.00000        1.00000       0.319560E-002  0.247663E-004  0.235263E-007  0.388731E-003  0.100322E-001  0.114271E-002   0.00000        0.00000       0.983700       0.288215E-002  0.541282E-003  0.505340       0.286566E-002   0.00000        0.00000        0.00000       0.982475       0.824731E-016  0.149323E-003  0.105278E-002  0.775790E-003  0.267163E-005  0.466461E-001  0.872227E-003  0.141614E-002  0.394872E-005  0.132266E-001  0.116249E-002  0.337482E-006  0.262971E-006  0.303244E-011  0.183081E-009  0.242437E-014  0.433828E-010  0.530617E-010  0.734048E-006  0.585428E-006  0.453984E-014  0.361959E-022  0.323263E-020  0.210820E-034  0.356478E-004  0.212435E-001  0.923683E-006  0.455376E-006  0.168932E-014  0.107000E-003  0.545015E-004  0.187277E-003  0.104194E-003  0.584607E-010  0.420200E-003  0.249822E-017  0.104696E-005  0.154413E-002  0.106732E-002  0.544436E-001  0.464034E-015  0.971740E-045   0.00000        0.00000        0.00000       0.213882E-005  0.279049E-004  0.221855E-003  0.117545E-011  0.560739       0.154577E-002  0.264766E-003   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.116371E-016  0.853925E-002  0.231865E-013  0.339417E-009  0.992311E-015  0.567638E-014  0.652950E-014  0.312958E-025  0.623596E-012  0.700023E-017  0.139545E-018  0.178431E-020  0.101858E-016  0.382149E-024  0.670355E-027  0.595390E-002  0.274164E-004  0.967677E-001  0.211698E-003  0.346859E-008  0.358052E-002   1.09751        4.39592      -0.369410E-005   22.8710       0.797033E-001 -0.698953E-002  0.822402     
 0.100000        2.00000       0.506711E-005  0.197092E-006  0.137041E-009  0.333412E-006  0.200244E-004  0.152678E-005  0.191700E-004  0.133151E-005  0.996364       0.358484E-002  0.690968E-005  0.501809       0.358313E-002   0.00000        0.00000        0.00000       0.996357       0.253125E-019  0.130488E-005  0.921240E-005  0.259779E-004  0.795197E-007  0.300020E-004  0.560297E-006  0.490505E-006  0.377472E-006  0.245471E-004  0.228499E-005  0.307779E-007  0.818268E-006  0.121735E-014  0.136193E-012  0.861516E-018  0.184661E-013  0.417235E-013  0.166685E-008  0.590063E-008  0.378141E-015  0.418260E-023  0.351357E-020  0.111858E-030  0.106427E-005  0.136525E-004  0.592250E-009  0.157461E-009  0.517585E-018  0.198364E-006  0.371749E-007  0.367536E-006  0.473128E-004  0.706032E-012  0.349749E-005  0.244571E-019  0.606280E-008  0.134496E-004  0.878474E-005  0.503425E-003  0.482932E-017  0.303615E-041  0.101124E-002  0.281212E-004  0.193389E-004  0.759594E-007  0.190217E-007  0.815686E-007  0.120474E-012  0.110411E-002  0.105352E-005  0.553011E-006  0.591524E-017  0.519385E-029  0.542315E-004  0.332490E-008  0.184060E-004  0.977904E-008  0.885151E-006  0.289366E-019  0.743270E-004  0.692644E-015  0.143983E-010  0.473252E-016  0.304282E-015  0.393474E-015  0.238667E-026  0.213512E-014  0.156226E-018  0.627952E-020  0.297498E-022  0.342943E-018  0.476005E-026  0.168228E-028  0.117065E-004  0.536907E-007  0.189923E-003  0.392710E-006  0.196739E-009  0.228418E-003  0.324475E-002  0.973053E-002 -0.251353E-005  0.448516E-001  0.136895E-002 -0.867141E-004  0.343044E-002
 0.200000        3.00000       0.988210E-005  0.407572E-006  0.290407E-009  0.648703E-006  0.395663E-004  0.307521E-005  0.366088E-004  0.160889E-004  0.996182       0.371023E-002  0.158939E-004  0.501894       0.370092E-002   0.00000        0.00000        0.00000       0.996164       0.463029E-019  0.270332E-005  0.190773E-004  0.659925E-004  0.195283E-006  0.520869E-004  0.973150E-006  0.830622E-006  0.994951E-006  0.442372E-004  0.450915E-005  0.858771E-007  0.261808E-005  0.230397E-014  0.264374E-012  0.163233E-017  0.355215E-013  0.823188E-013  0.340759E-008  0.126273E-007  0.903429E-015  0.109136E-022  0.122587E-019  0.754488E-030  0.281395E-005  0.255190E-004  0.110749E-008  0.287081E-009  0.944706E-018  0.384878E-006  0.707027E-007  0.726395E-006  0.142949E-003  0.159287E-011  0.710359E-005  0.522611E-019  0.119774E-007  0.277714E-004  0.192098E-004  0.113876E-002  0.113001E-016  0.175375E-040  0.192249E-002  0.553957E-004  0.437273E-004  0.211542E-006  0.362035E-007  0.151428E-006  0.348122E-012  0.218134E-002  0.200599E-005  0.119638E-005  0.122326E-015  0.209778E-027  0.580106E-003  0.565004E-007  0.298385E-003  0.108343E-006  0.981083E-005  0.611028E-019  0.153539E-003  0.143353E-014  0.329846E-010  0.112149E-015  0.745896E-015  0.997745E-015  0.647587E-026  0.420145E-014  0.319866E-018  0.157525E-019  0.602584E-022  0.851068E-018  0.953816E-026  0.413009E-028  0.230819E-004  0.105817E-006  0.374631E-003  0.820362E-006  0.455587E-009  0.547157E-003  0.647387E-002  0.192728E-001 -0.726037E-005  0.885093E-001  0.320523E-002 -0.198584E-003  0.775400E-002
 0.300000        4.00000       0.148550E-004  0.639763E-006  0.452727E-009  0.960324E-006  0.598218E-004  0.433144E-005  0.535460E-004  0.393875E-004  0.995929       0.390093E-002  0.264844E-004  0.502015       0.388146E-002   0.00000        0.00000        0.00000       0.995897       0.629693E-019  0.424787E-005  0.299771E-004  0.918181E-004  0.271705E-006  0.724706E-004  0.135398E-005  0.111563E-005  0.143647E-005  0.638678E-004  0.681652E-005  0.129821E-006  0.428359E-005  0.324017E-014  0.385145E-012  0.221987E-017  0.499555E-013  0.119924E-012  0.515127E-008  0.198420E-007  0.147815E-014  0.178563E-022  0.178587E-019  0.114056E-029  0.409942E-005  0.371766E-004  0.161342E-008  0.403734E-009  0.128475E-017  0.581822E-006  0.103001E-006  0.109810E-005  0.224623E-003  0.250295E-011  0.111622E-004  0.821207E-019  0.197066E-007  0.436386E-004  0.316061E-004  0.187361E-002  0.185922E-016  0.265116E-040  0.280073E-002  0.837421E-004  0.719449E-004  0.308179E-006  0.527421E-007  0.212960E-006  0.526259E-012  0.329754E-002  0.292238E-005  0.189369E-005  0.306687E-015  0.546688E-027  0.140159E-002  0.147242E-006  0.748086E-003  0.271628E-006  0.245969E-004  0.923696E-019  0.241264E-003  0.257144E-014  0.591674E-010  0.201171E-015  0.133798E-014  0.178974E-014  0.116163E-025  0.757866E-014  0.600776E-018  0.295866E-019  0.118505E-021  0.167372E-017  0.196407E-025  0.850454E-028  0.348930E-004  0.159965E-006  0.566332E-003  0.129851E-005  0.780494E-009  0.937368E-003  0.988294E-002  0.292311E-001 -0.109754E-004  0.133800       0.535854E-002 -0.329907E-003  0.127209E-001
 0.400000        5.00000       0.208359E-004  0.984290E-006  0.687567E-009  0.129553E-005  0.848483E-004  0.525574E-005  0.699117E-004  0.110184E-003  0.995654       0.408118E-002  0.461045E-004  0.502158       0.403248E-002   0.00000        0.00000        0.00000       0.995593       0.658362E-019  0.654797E-005  0.462380E-004  0.107915E-003  0.319075E-006  0.851326E-004  0.158967E-005  0.118336E-005  0.184156E-005  0.825064E-004  0.967998E-005  0.184580E-006  0.710318E-005  0.377735E-014  0.496683E-012  0.232164E-017  0.583095E-013  0.154497E-012  0.731521E-008  0.306406E-007  0.246541E-014  0.298618E-022  0.230435E-019  0.161969E-029  0.530725E-005  0.480110E-004  0.208086E-008  0.470485E-009  0.134408E-017  0.826118E-006  0.133183E-006  0.155634E-005  0.346840E-003  0.386918E-011  0.173786E-004  0.126677E-018  0.334369E-007  0.672823E-004  0.536892E-004  0.318209E-002  0.316126E-016  0.376844E-040  0.361889E-002  0.118697E-003  0.122223E-003  0.397575E-006  0.679713E-007  0.248097E-006  0.746411E-012  0.467701E-002  0.376712E-005  0.295587E-005  0.910963E-015  0.176983E-026  0.379083E-002  0.475734E-006  0.221803E-002  0.807819E-006  0.730876E-004  0.131342E-018  0.371931E-003  0.518304E-014  0.119319E-009  0.405824E-015  0.269954E-014  0.361203E-014  0.234806E-025  0.155369E-013  0.133210E-017  0.656645E-019  0.289053E-021  0.409077E-017  0.527003E-025  0.228277E-027  0.495259E-004  0.226307E-006  0.803072E-003  0.202904E-005  0.142968E-008  0.171812E-002  0.143504E-001  0.418338E-001 -0.155957E-004  0.189689       0.939188E-002 -0.570504E-003  0.216458E-001
 0.500000        6.00000       0.264932E-004  0.130789E-005  0.905363E-009  0.161753E-005  0.108410E-003  0.618787E-005  0.853722E-004  0.181587E-003  0.995393       0.425245E-002  0.651855E-004  0.502296       0.417316E-002   0.00000        0.00000        0.00000       0.995303       0.697429E-019  0.870449E-005  0.615132E-004  0.124674E-003  0.369751E-006  0.983014E-004  0.183432E-005  0.128287E-005  0.222474E-005  0.100542E-003  0.123867E-004  0.237462E-006  0.969756E-005  0.429095E-014  0.600132E-012  0.245048E-017  0.661986E-013  0.186088E-012  0.932415E-008  0.406524E-007  0.335486E-014  0.403566E-022  0.284196E-019  0.214404E-029  0.649215E-005  0.583348E-004  0.252439E-008  0.536310E-009  0.142474E-017  0.105906E-005  0.161718E-006  0.198724E-005  0.461929E-003  0.510890E-011  0.234102E-004  0.167852E-018  0.474931E-007  0.894612E-004  0.754512E-004  0.445315E-002  0.441211E-016  0.508423E-040  0.439052E-002  0.151554E-003  0.171089E-003  0.481441E-006  0.822169E-007  0.282113E-006  0.953659E-012  0.597563E-002  0.455768E-005  0.397083E-005  0.157671E-014  0.324817E-026  0.612770E-002  0.843796E-006  0.377046E-002  0.137805E-005  0.124551E-003  0.166978E-018  0.494432E-003  0.807715E-014  0.183839E-009  0.623015E-015  0.412854E-014  0.550377E-014  0.355572E-025  0.248699E-013  0.220789E-017  0.106378E-018  0.509553E-021  0.705714E-017  0.988085E-025  0.418049E-027  0.633445E-004  0.288391E-006  0.102599E-002  0.274037E-005  0.206922E-008  0.247859E-002  0.185697E-001  0.537488E-001 -0.199781E-004  0.242269       0.133065E-001 -0.803737E-003  0.303818E-001
 0.600000        7.00000       0.301627E-004  0.121702E-005  0.848588E-009  0.199454E-005  0.119546E-003  0.101959E-004  0.110424E-003  0.265282E-004  0.994728       0.496007E-002  0.431037E-004  0.502584       0.493928E-002   0.00000        0.00000        0.00000       0.994680       0.140221E-018  0.804551E-005  0.568678E-004  0.217872E-003  0.656668E-006  0.173659E-003  0.323986E-005  0.276851E-005  0.322082E-005  0.147115E-003  0.136490E-004  0.263102E-006  0.752455E-005  0.687561E-014  0.787033E-012  0.481697E-017  0.105220E-012  0.242078E-012  0.100484E-007  0.367354E-007  0.251165E-014  0.288432E-022  0.397910E-019  0.259673E-029  0.875312E-005  0.782356E-004  0.338490E-008  0.878651E-009  0.286354E-017  0.117644E-005  0.215101E-006  0.219047E-005  0.422288E-003  0.450639E-011  0.218055E-004  0.152607E-018  0.352498E-007  0.826760E-004  0.533539E-004  0.309855E-002  0.302085E-016  0.662123E-040  0.580427E-002  0.165978E-003  0.118320E-003  0.633238E-006  0.109319E-006  0.458228E-006  0.103915E-011  0.658098E-002  0.605885E-005  0.329324E-005  0.213983E-015  0.385973E-027  0.961387E-003  0.909886E-007  0.484865E-003  0.179144E-006  0.161881E-004  0.178150E-018  0.456840E-003  0.402188E-014  0.872130E-010  0.290827E-015  0.189637E-014  0.248759E-014  0.155607E-025  0.114399E-013  0.868975E-018  0.380039E-019  0.158519E-021  0.199282E-017  0.242966E-025  0.933094E-028  0.698280E-004  0.317973E-006  0.113077E-002  0.231098E-005  0.124191E-008  0.146379E-002  0.195337E-001  0.582978E-001 -0.221359E-004  0.266958       0.873609E-002 -0.539856E-003  0.216709E-001
 0.700000        8.00000       0.348003E-004  0.143995E-005  0.100001E-008  0.228611E-005  0.138434E-003  0.113390E-004  0.125740E-003  0.486230E-004  0.994500       0.513049E-002  0.528897E-004  0.502694       0.510029E-002   0.00000        0.00000        0.00000       0.994439       0.155118E-018  0.952473E-005  0.673233E-004  0.240786E-003  0.725730E-006  0.191923E-003  0.358060E-005  0.301353E-005  0.362678E-005  0.165658E-003  0.158033E-004  0.304629E-006  0.914025E-005  0.769542E-014  0.894364E-012  0.532871E-017  0.117766E-012  0.275091E-012  0.116344E-007  0.434895E-007  0.305096E-014  0.350365E-022  0.452174E-019  0.300659E-029  0.994682E-005  0.889049E-004  0.384651E-008  0.983417E-009  0.316775E-017  0.136212E-005  0.244435E-006  0.253621E-005  0.499928E-003  0.533491E-011  0.258146E-004  0.180664E-018  0.429088E-007  0.978765E-004  0.649466E-004  0.377181E-002  0.367722E-016  0.766629E-040  0.659582E-002  0.192175E-003  0.144029E-003  0.719594E-006  0.124227E-006  0.512865E-006  0.120316E-011  0.761969E-002  0.688512E-005  0.392068E-005  0.396984E-015  0.732154E-027  0.175051E-002  0.172597E-006  0.899527E-003  0.332351E-006  0.300324E-004  0.206269E-018  0.540833E-003  0.516523E-014  0.112006E-009  0.373503E-015  0.243547E-014  0.319477E-014  0.199843E-025  0.147230E-013  0.114752E-017  0.501858E-019  0.215241E-021  0.270590E-017  0.339220E-025  0.130275E-027  0.808493E-004  0.368161E-006  0.130925E-002  0.275128E-005  0.155117E-008  0.182830E-002  0.227376E-001  0.676201E-001 -0.256275E-004  0.309093       0.107382E-001 -0.661359E-003  0.262817E-001
 0.800000        9.00000       0.405668E-004  0.177546E-005  0.116619E-008  0.270459E-005  0.161995E-003  0.129461E-004  0.141106E-003  0.111406E-003  0.994233       0.531419E-002  0.695015E-004  0.502832       0.525384E-002   0.00000        0.00000        0.00000       0.994145       0.159761E-018  0.117487E-004  0.831514E-004  0.291820E-003  0.913561E-006  0.204974E-003  0.381948E-005  0.307872E-005  0.457334E-005  0.185937E-003  0.185459E-004  0.422410E-006  0.134367E-004  0.801055E-014  0.971312E-012  0.523831E-017  0.120377E-012  0.292517E-012  0.130402E-007  0.512398E-007  0.359089E-014  0.373066E-022  0.773100E-019  0.813164E-029  0.133990E-004  0.101241E-003  0.437062E-008  0.107035E-008  0.325895E-017  0.162971E-005  0.273277E-006  0.297367E-005  0.699654E-003  0.594165E-011  0.328175E-004  0.214049E-018  0.646517E-007  0.120557E-003  0.871791E-004  0.486810E-002  0.457117E-016  0.247145E-039  0.736776E-002  0.224857E-003  0.185966E-003  0.908893E-006  0.138176E-006  0.546490E-006  0.159735E-011  0.891606E-002  0.765689E-005  0.480375E-005  0.134916E-014  0.394497E-026  0.377113E-002  0.465662E-006  0.230109E-002  0.752655E-006  0.679034E-004  0.224273E-018  0.665713E-003  0.968642E-014  0.186971E-009  0.599893E-015  0.376278E-014  0.474872E-014  0.275309E-025  0.300579E-013  0.253165E-017  0.877222E-019  0.558657E-021  0.557213E-017  0.103579E-024  0.314922E-027  0.949117E-004  0.430585E-006  0.153435E-002  0.351459E-005  0.219875E-008  0.249448E-002  0.270140E-001  0.797042E-001 -0.341666E-004  0.361955       0.142828E-001 -0.866310E-003  0.343938E-001
 0.900000        10.0000       0.450095E-004  0.208765E-005  0.139660E-008  0.286745E-005  0.179551E-003  0.153514E-004  0.147158E-003  0.166511E-003  0.994317       0.518490E-002  0.785409E-004  0.502802       0.509068E-002   0.00000        0.00000        0.00000       0.994205       0.147083E-018  0.138542E-004  0.979739E-004  0.366086E-003  0.110748E-005  0.226682E-003  0.422718E-005  0.320440E-005  0.612950E-005  0.218584E-003  0.205253E-004  0.511736E-006  0.191525E-004  0.795480E-014  0.102605E-011  0.497118E-017  0.121496E-012  0.314534E-012  0.148660E-007  0.621398E-007  0.488300E-014  0.550130E-022  0.885765E-019  0.110623E-028  0.149995E-004  0.103583E-003  0.447740E-008  0.103111E-008  0.299884E-017  0.177272E-005  0.284381E-006  0.329452E-005  0.934397E-003  0.759386E-011  0.377640E-004  0.261111E-018  0.623685E-007  0.142028E-003  0.932803E-004  0.539386E-002  0.524018E-016  0.286931E-039  0.766058E-002  0.248675E-003  0.205741E-003  0.107565E-005  0.144210E-006  0.536380E-006  0.200909E-011  0.988654E-002  0.799303E-005  0.501087E-005  0.222437E-014  0.772884E-026  0.522898E-002  0.828447E-006  0.385121E-002  0.110785E-005  0.100045E-003  0.265866E-018  0.784651E-003  0.842337E-014  0.180417E-009  0.599222E-015  0.389122E-014  0.508374E-014  0.315640E-025  0.212328E-013  0.186631E-017  0.796282E-019  0.349125E-021  0.428471E-017  0.548740E-025  0.205516E-027  0.104996E-003  0.477187E-006  0.169909E-002  0.353440E-005  0.250409E-008  0.294021E-002  0.303798E-001  0.886834E-001 -0.428856E-004  0.401033       0.165863E-001 -0.976796E-003  0.404349E-001
