|6.6.6
PT_inf_gloss2_1.tab                                                                                 
           1
n,alqt. 
  0.000000000000000E+000
  0.000000000000000E+000
           0
         106
n,alqt.        node#          Si,mol,pfu     Al,mol,pfu     Cr,mol,pfu     Fe,mol,pfu     Mg,mol,pfu     Ca,mol,pfu     K,mol,pfu      Na,mol,pfu     H2,mol,pfu     C,mol,pfu      S2,mol,pfu     O2,mol,pfu     y_{CO2}        y_{CH4}        y_{H2S}        y_{H2}         y_{H2O}        m_{Al+3}       m_{AlO2-}      m_{AlO2(SiO}   m_{Ca(HCO3)}   m_{Ca(HCOO)}   m_{Ca(HSiO3}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaO,aq}     m_{CaSO4,aq}   m_{CO,aq}      m_{CO3-2}      m_{Cr+2}       m_{CrOH+}      m_{Cr+3}       m_{CrOH+2}     m_{Cr(OH)2+}   m_{Cr(OH)3}    m_{Cr(OH)4-}   m_{CrO4-2}     m_{Cr2O7-2}    m_{Fecho+}     m_{Fecho0}     m_{Fe(HCOO)}   m_{Fe(HSiO3}   m_{Fe(OH)+}    m_{Fe+2}       m_{Fe+3}       m_{FeO,aq}     m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HCrO4-}     m_{HFeO2-}     m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{Isobutan}   m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgO,aq}     m_{MgOH+}      m_{MgSO4,aq}   m_{Na(Ac),a}   m_{Na(Ac)2-}   m_{Na+}        m_{NaCO3-}     m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{O2,aq}      m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-}        m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{Si3O6,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            ref_chg        tot_solute_m  
  0.00000        1.00000       0.280460E-002  0.212895E-004  0.678830E-007  0.372078E-003  0.950730E-002  0.132416E-002   0.00000        0.00000       0.984625       0.269556E-002  0.606735E-003  0.505235       0.266769E-002   0.00000        0.00000       0.340177E-006  0.983344       0.295238E-015  0.138172E-003  0.867741E-003  0.135784E-002  0.740019E-005  0.484812E-001  0.150304E-002  0.287268E-002  0.778119E-005  0.144253E-001  0.560268E-002  0.168149E-006  0.484961E-006  0.505492E-011  0.497274E-009  0.184728E-013  0.175715E-009  0.241654E-009  0.249957E-005  0.130631E-005  0.191317E-014  0.565059E-023  0.423310E-019  0.163815E-032  0.658194E-004  0.198015E-001  0.152115E-005  0.102116E-005  0.101533E-013  0.277735E-003  0.622439E-004  0.187983E-003  0.119289E-003  0.191854E-010  0.718217E-003  0.174897E-017  0.209840E-005  0.171860E-002  0.160354E-002  0.557722E-001  0.198984E-015  0.901511E-043   0.00000        0.00000        0.00000       0.374031E-005  0.941010E-004  0.434451E-003  0.236192E-011  0.530121       0.218625E-002  0.322197E-003   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.207874E-017  0.996107E-002  0.876961E-013  0.834596E-009  0.159970E-014  0.778883E-014  0.689838E-014  0.505993E-026  0.138456E-011  0.698055E-016  0.508969E-018  0.470901E-019  0.410449E-016  0.266707E-022  0.283778E-025  0.402929E-002  0.157599E-004  0.782104E-001  0.108750E-003  0.612034E-008  0.463890E-002  0.986039        3.83946      -0.244747E-005   21.6365       0.881285E-001 -0.781008E-002  0.785726     
 0.100000        2.00000       0.965627E-005  0.390636E-006  0.985737E-009  0.758400E-006  0.446332E-004  0.585544E-005  0.508303E-004  0.105411E-004  0.994987       0.488884E-002  0.188496E-004  0.502489       0.487690E-002   0.00000        0.00000        0.00000       0.994965       0.124411E-018  0.284523E-005  0.178364E-004  0.167366E-003  0.615391E-006  0.628198E-004  0.195140E-005  0.169004E-005  0.300161E-005  0.597088E-004  0.256598E-004  0.494300E-007  0.609575E-005  0.384844E-014  0.834387E-012  0.111016E-016  0.162802E-012  0.491090E-012  0.161874E-007  0.381542E-007  0.658387E-015  0.500913E-023  0.931435E-019  0.213400E-028  0.500942E-005  0.233431E-004  0.179379E-008  0.545810E-009  0.429038E-017  0.104541E-005  0.897713E-007  0.854293E-006  0.233359E-003  0.101734E-011  0.124107E-004  0.533307E-019  0.999646E-008  0.352693E-004  0.248056E-004  0.127604E-002  0.675256E-017  0.200118E-039  0.265735E-002  0.842698E-004  0.606740E-004  0.515509E-006  0.136187E-006  0.286173E-006  0.103606E-011  0.245488E-002  0.317565E-005  0.165489E-005  0.209970E-015  0.774748E-027  0.332527E-003  0.572750E-007  0.242549E-003  0.125995E-006  0.587579E-005  0.209003E-019  0.205005E-003  0.929238E-015  0.286771E-010  0.813869E-016  0.586518E-015  0.769057E-015  0.123909E-026  0.937914E-015  0.253043E-018  0.193984E-019  0.583984E-022  0.536411E-018  0.113153E-025  0.126423E-027  0.183186E-004  0.709290E-007  0.355974E-003  0.373242E-006  0.613679E-009  0.689156E-003  0.688294E-002  0.199594E-001 -0.769200E-005  0.987230E-001  0.395608E-002 -0.234185E-003  0.907491E-002
 0.200000        3.00000       0.203577E-004  0.907260E-006  0.225054E-008  0.157648E-005  0.960727E-004  0.103399E-004  0.100000E-003  0.104797E-003  0.994765       0.494176E-002  0.515145E-004  0.502604       0.487991E-002   0.00000        0.00000        0.00000       0.994694       0.185984E-018  0.662244E-005  0.415724E-004  0.283685E-003  0.104121E-005  0.106362E-003  0.329997E-005  0.253128E-005  0.555358E-005  0.112327E-003  0.554004E-004  0.107004E-006  0.149705E-004  0.661250E-014  0.161657E-011  0.166069E-016  0.280487E-012  0.949347E-012  0.349493E-007  0.891530E-007  0.163755E-014  0.125311E-022  0.180681E-018  0.460738E-028  0.978821E-005  0.453658E-004  0.347610E-008  0.937030E-009  0.642248E-017  0.225639E-005  0.174935E-006  0.183660E-005  0.545178E-003  0.238258E-011  0.295211E-004  0.124324E-018  0.267800E-007  0.821304E-004  0.666205E-004  0.342566E-002  0.181731E-016  0.432960E-039  0.517041E-002  0.181196E-003  0.162983E-003  0.999579E-006  0.263475E-006  0.490981E-006  0.223090E-011  0.528600E-002  0.614702E-005  0.409974E-005  0.221509E-014  0.888958E-026  0.316642E-002  0.654350E-006  0.254868E-002  0.133276E-005  0.620363E-004  0.452521E-019  0.477244E-003  0.304456E-014  0.940613E-010  0.267146E-015  0.192585E-014  0.252673E-014  0.408493E-026  0.330855E-014  0.952971E-018  0.732068E-019  0.252803E-021  0.233239E-017  0.563035E-025  0.629552E-027  0.395074E-004  0.151884E-006  0.766140E-003  0.926818E-006  0.174815E-008  0.196588E-002  0.151975E-001  0.434476E-001 -0.166425E-004  0.212335       0.107839E-001 -0.634976E-003  0.246837E-001
 0.300000        4.00000       0.324393E-004  0.156174E-005  0.381199E-008  0.244957E-005  0.154952E-003  0.142752E-004  0.147763E-003  0.298854E-003  0.994460       0.504189E-002  0.990030E-004  0.502798       0.487799E-002   0.00000        0.00000        0.00000       0.994302       0.201672E-018  0.114319E-004  0.717638E-004  0.375900E-003  0.137967E-005  0.140936E-003  0.437267E-005  0.293785E-005  0.813257E-005  0.164490E-003  0.893974E-004  0.172668E-006  0.267605E-004  0.845691E-014  0.236042E-011  0.180076E-016  0.358722E-012  0.138618E-011  0.563962E-007  0.153899E-006  0.292721E-014  0.223999E-022  0.263819E-018  0.743475E-028  0.142921E-004  0.662404E-004  0.507559E-008  0.119839E-008  0.696420E-017  0.364105E-005  0.255430E-006  0.296366E-005  0.941107E-003  0.411291E-011  0.509604E-004  0.214613E-018  0.509411E-007  0.141777E-003  0.126726E-003  0.651631E-002  0.345690E-016  0.698651E-039  0.754952E-002  0.292389E-003  0.310027E-003  0.145952E-005  0.384710E-006  0.627930E-006  0.359992E-011  0.852980E-002  0.897550E-005  0.728996E-005  0.666699E-014  0.286225E-025  0.862358E-002  0.210686E-005  0.767102E-002  0.401133E-005  0.186717E-003  0.730216E-019  0.823837E-003  0.660842E-014  0.204166E-009  0.579857E-015  0.418018E-014  0.548444E-014  0.886660E-026  0.764203E-014  0.227934E-017  0.175098E-018  0.666299E-021  0.614735E-017  0.163523E-024  0.182842E-026  0.637515E-004  0.245089E-006  0.123629E-002  0.164803E-005  0.344346E-008  0.387233E-002  0.250423E-001  0.706284E-001 -0.268560E-004  0.342637       0.206971E-001 -0.120919E-002  0.479482E-001
 0.400000        5.00000       0.349041E-004  0.146187E-005  0.290319E-008  0.321930E-005  0.158703E-003  0.206156E-004  0.175931E-003  0.696275E-004  0.995194       0.435280E-002  0.708028E-004  0.502350       0.429545E-002   0.00000        0.00000        0.00000       0.995107       0.397866E-018  0.106507E-004  0.669597E-004  0.584475E-003  0.284622E-005  0.218928E-003  0.678173E-005  0.563851E-005  0.108244E-004  0.216191E-003  0.923290E-004  0.236936E-006  0.234665E-004  0.117426E-013  0.265037E-011  0.282182E-016  0.432008E-012  0.135348E-011  0.465658E-007  0.113688E-006  0.133072E-014  0.531841E-023  0.115165E-017  0.855177E-027  0.265861E-004  0.930837E-004  0.712752E-008  0.208225E-008  0.136448E-016  0.433014E-005  0.310630E-006  0.308677E-005  0.872951E-003  0.198855E-011  0.537009E-004  0.149791E-018  0.114244E-006  0.131533E-003  0.121869E-003  0.472869E-002  0.189002E-016  0.285288E-037  0.918434E-002  0.302495E-003  0.224804E-003  0.176988E-005  0.466357E-006  0.939239E-006  0.370286E-011  0.874077E-002  0.108532E-004  0.586246E-005  0.441237E-014  0.525730E-025  0.216067E-002  0.402475E-006  0.164190E-002  0.854240E-006  0.397143E-004  0.428592E-019  0.762740E-003  0.254555E-013  0.337490E-009  0.722844E-015  0.393058E-014  0.388930E-014  0.357222E-026  0.498638E-013  0.160548E-016  0.227139E-018  0.858164E-020  0.145633E-016  0.385115E-023  0.793601E-026  0.661736E-004  0.255935E-006  0.128182E-002  0.177085E-005  0.311574E-008  0.264140E-002  0.249949E-001  0.720603E-001 -0.278205E-004  0.354591       0.149757E-001 -0.878331E-003  0.343458E-001
 0.500000        6.00000       0.445673E-004  0.196501E-005  0.386057E-008  0.406189E-005  0.204603E-003  0.242182E-004  0.216329E-003  0.176445E-003  0.994985       0.440698E-002  0.102283E-003  0.502465       0.429433E-002   0.00000        0.00000        0.00000       0.994846       0.425221E-018  0.143437E-004  0.901768E-004  0.673160E-003  0.327808E-005  0.252147E-003  0.781075E-005  0.609986E-005  0.131450E-004  0.262539E-003  0.119071E-003  0.305562E-006  0.326852E-004  0.134905E-013  0.324167E-011  0.301583E-016  0.496315E-012  0.165545E-011  0.600530E-007  0.153107E-006  0.185348E-014  0.740772E-023  0.140858E-017  0.110287E-026  0.325175E-004  0.113851E-003  0.871768E-008  0.239220E-008  0.145829E-016  0.558431E-005  0.379932E-006  0.398081E-005  0.117563E-002  0.267804E-011  0.723207E-004  0.201729E-018  0.163389E-006  0.177140E-003  0.174296E-003  0.676289E-002  0.270308E-016  0.367918E-037  0.112334E-001  0.390109E-003  0.321511E-003  0.216475E-005  0.570401E-006  0.107905E-005  0.477534E-011  0.112724E-001  0.132745E-004  0.802894E-005  0.115187E-013  0.143320E-024  0.534949E-002  0.109719E-005  0.428625E-002  0.223003E-005  0.103676E-003  0.552728E-019  0.102721E-002  0.399858E-013  0.530133E-009  0.113545E-014  0.617419E-014  0.610935E-014  0.561129E-026  0.804261E-013  0.267818E-016  0.378901E-018  0.152025E-019  0.257991E-016  0.724511E-023  0.149299E-025  0.853399E-004  0.330063E-006  0.165308E-002  0.242527E-005  0.460866E-008  0.390704E-002  0.326318E-001  0.933291E-001 -0.358768E-004  0.457294       0.216433E-001 -0.126330E-002  0.496545E-001
 0.600000        7.00000       0.565828E-004  0.266725E-005  0.511866E-008  0.501808E-005  0.261162E-003  0.285961E-004  0.256319E-003  0.364041E-003  0.994695       0.450481E-002  0.144994E-003  0.502646       0.429272E-002   0.00000        0.00000        0.00000       0.994475       0.410260E-018  0.195146E-004  0.122735E-003  0.774989E-003  0.374645E-005  0.290296E-003  0.898884E-005  0.639287E-005  0.163655E-004  0.326736E-003  0.152099E-003  0.387623E-006  0.466485E-004  0.143455E-013  0.378522E-011  0.288658E-016  0.529695E-012  0.194008E-011  0.761057E-007  0.206633E-006  0.265250E-014  0.106340E-022  0.161115E-017  0.132577E-026  0.380056E-004  0.134046E-003  0.102599E-007  0.256392E-008  0.140683E-016  0.710727E-005  0.448783E-006  0.508552E-005  0.159985E-002  0.365431E-011  0.980206E-004  0.276432E-018  0.221553E-006  0.241066E-003  0.241586E-003  0.944267E-002  0.380187E-016  0.427929E-037  0.132153E-001  0.496286E-003  0.447091E-003  0.255739E-005  0.673877E-006  0.116046E-005  0.610078E-011  0.143957E-001  0.156763E-004  0.105243E-004  0.240975E-013  0.310320E-024  0.106486E-001  0.251618E-005  0.923003E-002  0.480226E-005  0.223170E-003  0.716452E-019  0.139733E-002  0.570987E-013  0.773812E-009  0.166954E-014  0.914502E-014  0.911542E-014  0.849568E-026  0.110363E-012  0.384014E-016  0.567669E-018  0.218883E-019  0.388118E-016  0.104744E-022  0.225530E-025  0.109101E-003  0.422133E-006  0.211248E-002  0.315663E-005  0.669942E-008  0.572120E-002  0.424278E-001  0.119962      -0.461444E-004  0.584140       0.309239E-001 -0.178167E-002  0.716151E-001
 0.700000        8.00000       0.728067E-004  0.379385E-005  0.714932E-008  0.623527E-005  0.343888E-003  0.281039E-004  0.297697E-003  0.100619E-002  0.994014       0.484368E-002  0.257452E-003  0.503209       0.428870E-002   0.00000        0.00000        0.00000       0.993543       0.281585E-018  0.278595E-004  0.175220E-003  0.708164E-003  0.342340E-005  0.265265E-003  0.821376E-005  0.469961E-005  0.173511E-004  0.346413E-003  0.200490E-003  0.510946E-006  0.673270E-004  0.131114E-013  0.430027E-011  0.198122E-016  0.484127E-012  0.220406E-011  0.100319E-006  0.294994E-006  0.382830E-014  0.153478E-022  0.183038E-017  0.174756E-026  0.431770E-004  0.152286E-003  0.116560E-007  0.234335E-008  0.965585E-017  0.936846E-005  0.509849E-006  0.670348E-005  0.228399E-002  0.521699E-011  0.139936E-003  0.394640E-018  0.393241E-006  0.344151E-003  0.428797E-003  0.167601E-001  0.674805E-016  0.564075E-037  0.150136E-001  0.654179E-003  0.793554E-003  0.290537E-005  0.765571E-006  0.106063E-005  0.804175E-011  0.189757E-001  0.178093E-004  0.172474E-004  0.719341E-013  0.100328E-023  0.273965E-001  0.813491E-005  0.275528E-001  0.143353E-004  0.666189E-003  0.944392E-019  0.199487E-002  0.127383E-012  0.172632E-008  0.372462E-014  0.204019E-013  0.203358E-013  0.189532E-025  0.302788E-012  0.106512E-015  0.157452E-017  0.754798E-019  0.133839E-015  0.449072E-022  0.966918E-025  0.143811E-003  0.556435E-006  0.278457E-002  0.517317E-005  0.120214E-007  0.102661E-001  0.575137E-001  0.159715      -0.608437E-004  0.769985       0.539633E-001 -0.311106E-002  0.128304     
 0.800000        9.00000       0.815322E-004  0.424852E-005  0.800613E-008  0.698253E-005  0.385101E-003  0.314720E-004  0.333374E-003  0.112678E-002  0.993811       0.490907E-002  0.288306E-003  0.503336       0.428758E-002   0.00000        0.00000        0.00000       0.993284       0.315419E-018  0.312070E-004  0.196274E-003  0.793254E-003  0.383475E-005  0.297138E-003  0.920069E-005  0.526430E-005  0.194360E-004  0.388037E-003  0.224580E-003  0.572340E-006  0.754168E-004  0.146868E-013  0.481698E-011  0.221928E-016  0.542298E-012  0.246890E-011  0.112373E-006  0.330440E-006  0.428829E-014  0.171920E-022  0.205031E-017  0.195754E-026  0.483650E-004  0.170584E-003  0.130565E-007  0.262492E-008  0.108161E-016  0.104941E-004  0.571111E-006  0.750895E-005  0.255843E-002  0.584384E-011  0.156751E-003  0.442059E-018  0.440491E-006  0.385503E-003  0.480320E-003  0.187739E-001  0.755888E-016  0.631852E-037  0.168175E-001  0.732784E-003  0.888905E-003  0.325447E-005  0.857559E-006  0.118807E-005  0.900802E-011  0.212557E-001  0.199492E-004  0.193198E-004  0.805774E-013  0.112383E-023  0.306884E-001  0.911237E-005  0.308634E-001  0.160578E-004  0.746236E-003  0.105787E-018  0.223456E-002  0.142689E-012  0.193375E-008  0.417215E-014  0.228533E-013  0.227793E-013  0.212306E-025  0.339170E-012  0.119310E-015  0.176371E-017  0.845492E-019  0.149921E-015  0.503031E-022  0.108310E-024  0.161091E-003  0.623294E-006  0.311915E-002  0.579476E-005  0.134659E-007  0.114996E-001  0.644244E-001  0.178906      -0.681545E-004  0.862504       0.604474E-001 -0.348488E-002  0.143721     
 0.900000        10.0000       0.899132E-004  0.468525E-005  0.882911E-008  0.770029E-005  0.424688E-003  0.347072E-004  0.367643E-003  0.124261E-002  0.993616       0.497188E-002  0.317942E-003  0.503458       0.428651E-002   0.00000        0.00000        0.00000       0.993034       0.347935E-018  0.344241E-004  0.216507E-003  0.875030E-003  0.423007E-005  0.327770E-003  0.101492E-004  0.580700E-005  0.214396E-004  0.428040E-003  0.247732E-003  0.631342E-006  0.831914E-004  0.162009E-013  0.531356E-011  0.244807E-016  0.598203E-012  0.272341E-011  0.123957E-006  0.364504E-006  0.473037E-014  0.189643E-022  0.226168E-017  0.215934E-026  0.533510E-004  0.188170E-003  0.144025E-007  0.289553E-008  0.119311E-016  0.115760E-004  0.629986E-006  0.828304E-005  0.282217E-002  0.644628E-011  0.172910E-003  0.487631E-018  0.485901E-006  0.425244E-003  0.529836E-003  0.207093E-001  0.833812E-016  0.696989E-037  0.185512E-001  0.808326E-003  0.980542E-003  0.358997E-005  0.945965E-006  0.131055E-005  0.993665E-011  0.234470E-001  0.220058E-004  0.213115E-004  0.888841E-013  0.123968E-023  0.338520E-001  0.100518E-004  0.340451E-001  0.177132E-004  0.823165E-003  0.116692E-018  0.246493E-002  0.157399E-012  0.213310E-008  0.460226E-014  0.252092E-013  0.251276E-013  0.234192E-025  0.374134E-012  0.131610E-015  0.194553E-017  0.932653E-019  0.165376E-015  0.554889E-022  0.119476E-024  0.177698E-003  0.687549E-006  0.344070E-002  0.639214E-005  0.148540E-007  0.126851E-001  0.710659E-001  0.197349      -0.751805E-004  0.951419       0.666789E-001 -0.384413E-002  0.158537     
